,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS별도),2016/12  (IFRS별도),2017/12  (IFRS별도),2018/12  (IFRS별도),2019/12  (IFRS별도),2020/12(E)  (IFRS별도),2021/12(E)  (IFRS별도),2022/12(E)  (IFRS별도)
0,매출액,6576.0,5060.0,4902.0,4337.0,4486.0,4379.0,4433.0,4475.0
1,영업이익,347.0,59.0,181.0,215.0,441.0,325.0,337.0,353.0
2,영업이익(발표기준),347.0,59.0,181.0,215.0,441.0,,,
3,세전계속사업이익,365.0,234.0,332.0,198.0,343.0,370.0,326.0,318.0
4,당기순이익,310.0,178.0,212.0,129.0,264.0,247.0,243.0,262.0
5,당기순이익(지배),310.0,178.0,212.0,129.0,264.0,247.0,243.0,262.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,8552.0,7866.0,7622.0,7715.0,7352.0,6968.0,6973.0,6996.0
8,부채총계,4384.0,3647.0,3051.0,3101.0,2430.0,1980.0,1883.0,1800.0
9,자본총계,4168.0,4219.0,4570.0,4614.0,4922.0,4987.0,5090.0,5197.0
10,자본총계(지배),4168.0,4219.0,4570.0,4614.0,4922.0,4987.0,5090.0,5197.0
11,자본총계(비지배),,,,,,,,
12,자본금,76.0,76.0,76.0,76.0,76.0,78.0,78.0,78.0
13,영업활동현금흐름,113.0,187.0,626.0,810.0,271.0,304.0,431.0,440.0
14,투자활동현금흐름,-1349.0,-76.0,-86.0,-506.0,472.0,-304.0,-226.0,-224.0
15,재무활동현금흐름,627.0,-42.0,-569.0,-174.0,-364.0,-119.0,-132.0,-130.0
16,CAPEX,820.0,58.0,14.0,12.0,24.0,115.0,130.0,130.0
17,FCF,-707.0,129.0,612.0,799.0,247.0,308.0,352.0,389.0
18,이자발생부채,884.0,918.0,391.0,300.0,9.0,,,
19,영업이익률,5.27,1.18,3.68,4.96,9.82,7.43,7.59,7.88
20,순이익률,4.72,3.52,4.33,2.98,5.88,5.65,5.49,5.85
21,ROE(%),7.54,4.24,4.83,2.82,5.54,4.98,4.83,5.09
22,ROA(%),3.8,2.17,2.74,1.69,3.5,3.45,3.49,3.75
23,부채비율,105.18,86.43,66.76,67.21,49.37,39.71,36.99,34.63
24,자본유보율,5485.18,5552.2,6011.37,6075.58,6478.92,,,
25,EPS(원),812.0,466.0,555.0,338.0,691.0,645.0,637.0,685.0
26,PER(배),42.59,50.79,42.86,61.75,29.03,25.64,25.99,24.17
27,BPS(원),10955.0,11090.0,12013.0,12128.0,12938.0,13109.0,13379.0,13661.0
28,PBR(배),3.16,2.13,1.98,1.72,1.55,1.26,1.24,1.21
29,현금DPS(원),200.0,110.0,220.0,140.0,310.0,345.0,340.0,340.0
30,현금배당수익률,0.58,0.47,0.92,0.67,1.55,2.08,2.05,2.05
31,현금배당성향(%),24.51,23.52,39.44,41.17,44.68,53.46,53.4,49.66
32,발행주식수(보통주),38220000.0,38220000.0,38220000.0,38220000.0,38220000.0,,,
