,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,11797.0,12231.0,12368.0,12425.0,12470.0,12626.0,13101.0,13490.0
1,영업이익,1752.0,1058.0,1641.0,1915.0,1939.0,1883.0,1960.0,2043.0
2,영업이익(발표기준),1752.0,1058.0,1641.0,1915.0,1939.0,,,
3,세전계속사업이익,2213.0,1129.0,1752.0,2105.0,1985.0,1988.0,2042.0,2150.0
4,당기순이익,1699.0,883.0,1360.0,1613.0,1533.0,1514.0,1558.0,1635.0
5,당기순이익(지배),1699.0,883.0,1360.0,1613.0,1533.0,1509.0,1555.0,1629.0
6,당기순이익(비지배),0.0,0.0,0.0,0.0,,,,
7,자산총계,10336.0,10925.0,12000.0,12809.0,13594.0,14467.0,15268.0,16051.0
8,부채총계,2473.0,3027.0,2949.0,2968.0,2960.0,3162.0,3218.0,3190.0
9,자본총계,7863.0,7898.0,9051.0,9841.0,10634.0,11305.0,12050.0,12861.0
10,자본총계(지배),7863.0,7898.0,9051.0,9841.0,10634.0,11147.0,11903.0,12733.0
11,자본총계(비지배),0.0,0.0,0.0,,,,,
12,자본금,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
13,영업활동현금흐름,1398.0,1234.0,1328.0,1301.0,1606.0,1888.0,1966.0,2038.0
14,투자활동현금흐름,-1046.0,798.0,-1934.0,-1237.0,-887.0,-651.0,-670.0,-587.0
15,재무활동현금흐름,-752.0,-760.0,-306.0,-662.0,-838.0,-637.0,-843.0,-907.0
16,CAPEX,592.0,584.0,722.0,484.0,288.0,426.0,494.0,326.0
17,FCF,806.0,650.0,607.0,817.0,1317.0,1385.0,1362.0,1638.0
18,이자발생부채,,,0.0,0.0,75.0,,,
19,영업이익률,14.85,8.65,13.26,15.42,15.55,14.92,14.96,15.14
20,순이익률,14.41,7.22,10.99,12.98,12.3,11.99,11.89,12.12
21,ROE(%),22.9,11.2,16.04,17.08,14.98,13.86,13.49,13.22
22,ROA(%),17.35,8.3,11.86,13.01,11.61,10.79,10.48,10.44
23,부채비율,31.45,38.33,32.59,30.16,27.84,27.97,26.71,24.8
24,자본유보율,8635.88,8675.73,9963.98,10846.87,11723.35,,,
25,EPS(원),3776.0,1962.0,3021.0,3585.0,3407.0,3354.0,3456.0,3619.0
26,PER(배),23.57,27.63,13.44,9.26,11.49,9.2,8.93,8.52
27,BPS(원),17473.0,17550.0,20113.0,21870.0,23632.0,24772.0,26450.0,28295.0
28,PBR(배),5.09,3.09,2.02,1.52,1.66,1.25,1.17,1.09
29,현금DPS(원),1690.0,680.0,1470.0,1790.0,1920.0,1874.0,1833.0,1904.0
30,현금배당수익률,1.9,1.25,3.62,5.39,4.9,6.07,5.94,6.17
31,현금배당성향(%),44.75,34.66,48.65,49.93,56.35,55.87,53.04,52.6
32,발행주식수(보통주),45000000.0,45000000.0,45000000.0,45000000.0,45000000.0,,,
