,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS별도),2016/12  (IFRS별도),2017/12  (IFRS별도),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,5126.0,4909.0,5121.0,5921.0,10722.0,,,
1,영업이익,268.0,288.0,306.0,348.0,464.0,,,
2,영업이익(발표기준),268.0,288.0,306.0,348.0,464.0,,,
3,세전계속사업이익,401.0,403.0,454.0,2792.0,822.0,,,
4,당기순이익,306.0,234.0,356.0,2647.0,646.0,,,
5,당기순이익(지배),306.0,234.0,356.0,2647.0,646.0,,,
6,당기순이익(비지배),,,,,,,,
7,자산총계,5254.0,5577.0,6071.0,11369.0,12019.0,,,
8,부채총계,692.0,909.0,870.0,1530.0,1621.0,,,
9,자본총계,4562.0,4668.0,5201.0,9839.0,10397.0,,,
10,자본총계(지배),4562.0,4668.0,5201.0,9839.0,10397.0,,,
11,자본총계(비지배),,,,,,,,
12,자본금,244.0,244.0,244.0,407.0,407.0,,,
13,영업활동현금흐름,968.0,461.0,689.0,378.0,1793.0,,,
14,투자활동현금흐름,-705.0,-493.0,-576.0,-159.0,-1490.0,,,
15,재무활동현금흐름,-125.0,-125.0,-62.0,-154.0,-161.0,,,
16,CAPEX,545.0,247.0,559.0,403.0,908.0,,,
17,FCF,423.0,214.0,130.0,-25.0,885.0,,,
18,이자발생부채,,,63.0,128.0,234.0,,,
19,영업이익률,5.23,5.86,5.97,5.88,4.33,,,
20,순이익률,5.97,4.76,6.95,44.71,6.02,,,
21,ROE(%),6.84,5.06,7.22,,6.38,,,
22,ROA(%),5.71,4.32,6.11,,5.52,,,
23,부채비율,15.17,19.46,16.73,15.55,15.6,,,
24,자본유보율,1973.72,2000.6,2101.53,2432.1,2552.97,,,
25,EPS(원),627.0,479.0,730.0,5152.0,794.0,,,
26,PER(배),12.14,17.04,13.51,1.77,13.16,,,
27,BPS(원),10954.0,11210.0,12488.0,14153.0,14955.0,,,
28,PBR(배),0.69,0.73,0.79,0.64,0.7,,,
29,현금DPS(원),300.0,300.0,300.0,300.0,300.0,,,
30,현금배당수익률,3.94,3.68,3.04,3.3,2.87,,,
31,현금배당성향(%),40.83,53.47,35.09,7.89,32.33,,,
32,발행주식수(보통주),48796300.0,48796300.0,48796300.0,78006972.0,78006972.0,,,
