,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,463176.0,223004.0,154688.0,131610.0,151826.0,158994.0,165776.0,175332.0
1,영업이익,-15849.0,3915.0,146.0,-4814.0,2902.0,3144.0,4039.0,5724.0
2,영업이익(발표기준),-15401.0,16419.0,146.0,-4814.0,2902.0,,,
3,세전계속사업이익,-18600.0,960.0,-269.0,-8540.0,899.0,2882.0,3292.0,5212.0
4,당기순이익,-13758.0,6270.0,26931.0,-4536.0,2131.0,2076.0,2533.0,4355.0
5,당기순이익(지배),-13499.0,5452.0,24578.0,-4891.0,1641.0,1653.0,2194.0,3842.0
6,당기순이익(비지배),-259.0,818.0,2354.0,354.0,490.0,,,
7,자산총계,494691.0,489493.0,304088.0,247299.0,250554.0,253032.0,257606.0,268049.0
8,부채총계,340430.0,311627.0,180368.0,116189.0,121291.0,122179.0,124747.0,130896.0
9,자본총계,154261.0,177866.0,123720.0,131110.0,129263.0,130853.0,132859.0,137153.0
10,자본총계(지배),137366.0,159369.0,111214.0,118822.0,115669.0,117010.0,118805.0,122885.0
11,자본총계(비지배),16895.0,18496.0,12506.0,,,,,
12,자본금,3800.0,3800.0,2833.0,3539.0,3539.0,3540.0,3540.0,3540.0
13,영업활동현금흐름,-6374.0,26492.0,5933.0,1265.0,-14641.0,5920.0,1795.0,4997.0
14,투자활동현금흐름,-1386.0,-5248.0,5963.0,-57.0,-3296.0,-1235.0,-4359.0,-4425.0
15,재무활동현금흐름,6127.0,-8759.0,-21225.0,-3294.0,9732.0,2602.0,846.0,434.0
16,CAPEX,12724.0,11355.0,3733.0,2258.0,4047.0,3455.0,3739.0,3985.0
17,FCF,-19099.0,15138.0,2200.0,-992.0,-18688.0,2826.0,2907.0,5491.0
18,이자발생부채,182071.0,179808.0,53366.0,39019.0,53462.0,,,
19,영업이익률,-3.42,1.76,0.1,-3.66,1.91,1.98,2.44,3.26
20,순이익률,-2.97,2.81,17.41,-3.45,1.4,1.31,1.53,2.48
21,ROE(%),-9.34,3.67,18.17,-4.25,1.4,1.42,1.86,3.18
22,ROA(%),-2.68,1.27,6.79,-1.65,0.86,0.83,0.99,1.66
23,부채비율,220.68,175.2,145.79,88.62,93.83,93.37,93.89,95.44
24,자본유보율,3669.5,3831.27,6101.36,5235.63,5274.3,,,
25,EPS(원),-16761.0,6769.0,37625.0,-7296.0,2318.0,2336.0,3100.0,5428.0
26,PER(배),,18.16,2.55,,54.56,38.88,29.29,16.73
27,BPS(원),195188.0,226454.0,185395.0,168031.0,163572.0,165468.0,168006.0,173776.0
28,PBR(배),0.38,0.54,0.52,0.76,0.77,0.55,0.54,0.52
29,현금DPS(원),0.0,0.0,0.0,,,116.0,207.0,373.0
30,현금배당수익률,0.0,0.0,0.0,,,0.13,0.23,0.41
31,현금배당성향(%),0.0,0.0,0.0,0.0,0.0,4.95,6.68,6.87
32,발행주식수(보통주),80533716.0,80533716.0,60045754.0,70773116.0,70773116.0,,,
