,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,10052.0,10211.0,11025.0,12626.0,14250.0,14384.0,15651.0,17119.0
1,영업이익,199.0,270.0,254.0,555.0,845.0,775.0,1060.0,1294.0
2,영업이익(발표기준),199.0,270.0,254.0,555.0,845.0,,,
3,세전계속사업이익,255.0,255.0,318.0,589.0,1004.0,926.0,1262.0,1539.0
4,당기순이익,210.0,175.0,241.0,577.0,740.0,700.0,960.0,1174.0
5,당기순이익(지배),211.0,174.0,241.0,575.0,740.0,690.0,948.0,1148.0
6,당기순이익(비지배),-1.0,1.0,1.0,2.0,0.0,,,
7,자산총계,9142.0,9662.0,9509.0,9825.0,11289.0,11677.0,12375.0,13228.0
8,부채총계,4494.0,4877.0,4547.0,4376.0,5296.0,5062.0,4890.0,4642.0
9,자본총계,4648.0,4785.0,4962.0,5448.0,5993.0,6614.0,7485.0,8586.0
10,자본총계(지배),4641.0,4767.0,4943.0,5428.0,5973.0,6610.0,7500.0,8601.0
11,자본총계(비지배),7.0,18.0,18.0,,,,,
12,자본금,357.0,357.0,357.0,357.0,357.0,358.0,358.0,358.0
13,영업활동현금흐름,479.0,535.0,139.0,1067.0,1030.0,1003.0,1124.0,1250.0
14,투자활동현금흐름,-656.0,-326.0,-312.0,-421.0,-253.0,-195.0,-384.0,-535.0
15,재무활동현금흐름,190.0,-145.0,37.0,-553.0,-855.0,-367.0,-366.0,-319.0
16,CAPEX,610.0,376.0,328.0,265.0,363.0,279.0,278.0,387.0
17,FCF,-132.0,160.0,-189.0,802.0,666.0,548.0,792.0,892.0
18,이자발생부채,3461.0,3540.0,3456.0,3050.0,3797.0,,,
19,영업이익률,1.98,2.65,2.31,4.4,5.93,5.39,6.77,7.56
20,순이익률,2.09,1.71,2.19,4.57,5.19,4.87,6.14,6.86
21,ROE(%),4.63,3.69,4.96,11.09,12.98,10.96,13.43,14.27
22,ROA(%),2.33,1.86,2.52,5.97,7.01,6.09,7.99,9.17
23,부채비율,96.69,101.91,91.63,80.33,88.37,76.53,65.33,54.06
24,자본유보율,1202.05,1236.16,1284.1,1424.78,1577.35,,,
25,EPS(원),2958.0,2432.0,3371.0,8052.0,10361.0,9658.0,13273.0,16085.0
26,PER(배),34.66,27.22,21.98,24.16,21.19,20.19,14.69,12.12
27,BPS(원),64998.0,66769.0,69236.0,76024.0,83650.0,92579.0,105040.0,120460.0
28,PBR(배),1.58,0.99,1.07,2.56,2.62,2.11,1.86,1.62
29,현금DPS(원),600.0,600.0,600.0,850.0,1100.0,1117.0,1172.0,1286.0
30,현금배당수익률,0.59,0.91,0.81,0.44,0.5,0.57,0.6,0.66
31,현금배당성향(%),20.29,24.67,17.8,10.56,10.62,11.56,8.83,7.99
32,발행주식수(보통주),7140000.0,7140000.0,7140000.0,7140000.0,7140000.0,,,
