,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,133447.0,281027.0,292790.0,311556.0,307615.0,299559.0,313599.0,317230.0
1,영업이익,371.0,1395.0,8813.0,11039.0,8668.0,9319.0,11293.0,12441.0
2,영업이익(발표기준),371.0,1395.0,8813.0,11039.0,8668.0,,,
3,세전계속사업이익,27757.0,898.0,8250.0,23827.0,15266.0,16581.0,18969.0,19782.0
4,당기순이익,26857.0,208.0,4811.0,17482.0,10479.0,11520.0,13182.0,14175.0
5,당기순이익(지배),27468.0,1074.0,6398.0,17128.0,10501.0,11363.0,12968.0,13759.0
6,당기순이익(비지배),-612.0,-865.0,-1587.0,355.0,-22.0,,,
7,자산총계,423614.0,444585.0,490489.0,424067.0,459055.0,464037.0,473182.0,490448.0
8,부채총계,240475.0,233528.0,238977.0,198577.0,192134.0,188441.0,188021.0,184578.0
9,자본총계,183139.0,211057.0,251512.0,225489.0,266921.0,275596.0,285160.0,305870.0
10,자본총계(지배),165017.0,183016.0,225568.0,199466.0,240961.0,249373.0,258539.0,280150.0
11,자본총계(비지배),18123.0,28041.0,25945.0,,,,,
12,자본금,191.0,191.0,191.0,191.0,191.0,190.0,190.0,190.0
13,영업활동현금흐름,-623.0,13554.0,13124.0,16784.0,7708.0,12070.0,14362.0,15617.0
14,투자활동현금흐름,23686.0,-8121.0,2799.0,1678.0,6071.0,1010.0,-787.0,-5686.0
15,재무활동현금흐름,-5274.0,1224.0,-11167.0,-18847.0,-16124.0,-5751.0,-5292.0,-4523.0
16,CAPEX,2595.0,4847.0,6780.0,5404.0,3451.0,4423.0,4442.0,4515.0
17,FCF,-3218.0,8707.0,6344.0,11380.0,4257.0,7156.0,8243.0,10977.0
18,이자발생부채,77463.0,71305.0,60342.0,45166.0,39621.0,,,
19,영업이익률,0.28,0.5,3.01,3.54,2.82,3.11,3.6,3.92
20,순이익률,20.13,0.07,1.64,5.61,3.41,3.85,4.2,4.47
21,ROE(%),25.22,0.62,3.13,8.06,4.77,4.63,5.11,5.11
22,ROA(%),10.36,0.05,1.03,3.82,2.37,2.5,2.81,2.94
23,부채비율,131.31,110.65,95.02,88.06,71.98,68.38,65.94,60.34
24,자본유보율,79713.47,82053.37,84799.73,91044.17,94439.65,,,
25,EPS(원),17857.0,561.0,3344.0,8953.0,5489.0,6000.0,6879.0,7299.0
26,PER(배),7.84,223.65,37.68,11.78,19.77,16.52,14.41,13.58
27,BPS(원),98436.0,110964.0,136764.0,120938.0,146097.0,151198.0,156755.0,169858.0
28,PBR(배),1.42,1.13,0.92,0.87,0.74,0.66,0.63,0.58
29,현금DPS(원),500.0,550.0,2000.0,2000.0,2000.0,2255.0,2368.0,2481.0
30,현금배당수익률,0.36,0.44,1.59,1.9,1.84,2.28,2.39,2.5
31,현금배당성향(%),3.05,84.56,51.57,19.26,31.42,37.08,34.13,33.7
32,발행주식수(보통주),189690043.0,189690043.0,189690043.0,189690043.0,189690043.0,,,
