,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,78535.0,81802.0,92992.0,100342.0,107196.0,105878.0,115238.0,124291.0
1,영업이익,5883.0,6271.0,7316.0,8774.0,9901.0,8805.0,10302.0,11319.0
2,영업이익(발표기준),5883.0,6271.0,7316.0,8774.0,9901.0,,,
3,세전계속사업이익,6491.0,7519.0,7521.0,9565.0,10363.0,9572.0,11095.0,12209.0
4,당기순이익,4698.0,5143.0,5418.0,6388.0,7504.0,5788.0,7981.0,8753.0
5,당기순이익(지배),4390.0,4639.0,5303.0,6294.0,7365.0,5675.0,7831.0,8591.0
6,당기순이익(비지배),308.0,505.0,114.0,94.0,140.0,,,
7,자산총계,63317.0,68420.0,72778.0,80138.0,90212.0,95048.0,102897.0,109437.0
8,부채총계,15548.0,15509.0,15583.0,18653.0,22961.0,24270.0,25935.0,27639.0
9,자본총계,47769.0,52911.0,57194.0,61486.0,67252.0,70778.0,76962.0,83593.0
10,자본총계(지배),45888.0,51407.0,55583.0,59825.0,65458.0,68911.0,75034.0,81427.0
11,자본총계(비지배),1881.0,1504.0,1612.0,,,,,
12,자본금,387.0,387.0,387.0,387.0,387.0,389.0,389.0,389.0
13,영업활동현금흐름,8648.0,6228.0,8348.0,11965.0,8938.0,10290.0,10487.0,10743.0
14,투자활동현금흐름,-7824.0,-2539.0,-9704.0,-8186.0,-6062.0,-3160.0,-3444.0,-3605.0
15,재무활동현금흐름,-481.0,-443.0,-676.0,-1562.0,-3088.0,-2342.0,-2212.0,-2250.0
16,CAPEX,3618.0,1898.0,1921.0,2514.0,3416.0,1968.0,1982.0,1971.0
17,FCF,5029.0,4330.0,6428.0,9451.0,5521.0,7593.0,8612.0,8615.0
18,이자발생부채,108.0,67.0,8.0,8.0,4465.0,,,
19,영업이익률,7.49,7.67,7.87,8.74,9.24,8.32,8.94,9.11
20,순이익률,5.98,6.29,5.83,6.37,7.0,5.47,6.93,7.04
21,ROE(%),10.09,9.54,9.91,10.91,11.76,8.45,10.88,10.98
22,ROA(%),7.91,7.81,7.67,8.36,8.81,6.25,8.06,8.24
23,부채비율,32.55,29.31,27.25,30.34,34.14,34.29,33.7,33.06
24,자본유보율,12269.66,13368.64,14589.49,15816.46,17320.14,,,
25,EPS(원),5674.0,5995.0,6854.0,8134.0,9518.0,7335.0,10120.0,11103.0
26,PER(배),44.77,23.27,29.18,25.08,20.44,25.97,18.82,17.16
27,BPS(원),59324.0,66460.0,71859.0,77342.0,84625.0,89090.0,97005.0,105271.0
28,PBR(배),4.28,2.1,2.78,2.64,2.3,2.14,1.96,1.81
29,현금DPS(원),500.0,750.0,2000.0,2000.0,2400.0,2454.0,2595.0,2799.0
30,현금배당수익률,0.2,0.54,1.0,0.98,1.23,1.29,1.36,1.47
31,현금배당성향(%),8.81,12.51,29.17,24.58,25.21,33.46,25.65,25.21
32,발행주식수(보통주),77377800.0,77377800.0,77377800.0,77377800.0,77377800.0,,,
