,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,48565.0,45622.0,46070.0,44598.0,44072.0,43088.0,46371.0,49585.0
1,영업이익,2805.0,2767.0,1980.0,1669.0,1729.0,1628.0,2135.0,2535.0
2,영업이익(발표기준),2805.0,2767.0,1980.0,1669.0,1729.0,,,
3,세전계속사업이익,-1377.0,2389.0,1793.0,1299.0,834.0,2399.0,1427.0,1867.0
4,당기순이익,-1451.0,1760.0,1227.0,429.0,221.0,1765.0,1069.0,1397.0
5,당기순이익(지배),-1443.0,1702.0,1351.0,650.0,325.0,1893.0,1185.0,1474.0
6,당기순이익(비지배),-8.0,57.0,-123.0,-221.0,-104.0,,,
7,자산총계,49861.0,52491.0,56619.0,55729.0,52931.0,53967.0,55091.0,56733.0
8,부채총계,30217.0,31239.0,33395.0,33643.0,31668.0,31520.0,32038.0,32675.0
9,자본총계,19644.0,21253.0,23224.0,22085.0,21263.0,22447.0,23052.0,24058.0
10,자본총계(지배),18320.0,19810.0,21833.0,20965.0,20158.0,21304.0,21984.0,22873.0
11,자본총계(비지배),1324.0,1443.0,1391.0,,,,,
12,자본금,1394.0,1396.0,1421.0,1487.0,1487.0,1488.0,1488.0,1488.0
13,영업활동현금흐름,3658.0,3396.0,2766.0,3412.0,1234.0,4210.0,3175.0,3445.0
14,투자활동현금흐름,-3766.0,-2618.0,-4987.0,-2959.0,-164.0,-1743.0,-2394.0,-2340.0
15,재무활동현금흐름,411.0,-185.0,1576.0,-361.0,-788.0,-1367.0,-737.0,-586.0
16,CAPEX,2017.0,2431.0,4548.0,3832.0,1396.0,1868.0,1897.0,2001.0
17,FCF,1640.0,965.0,-1782.0,-420.0,-162.0,1764.0,1069.0,1170.0
18,이자발생부채,18843.0,19192.0,21022.0,22672.0,23467.0,,,
19,영업이익률,5.78,6.07,4.3,3.74,3.92,3.78,4.61,5.11
20,순이익률,-2.99,3.86,2.66,0.96,0.5,4.1,2.31,2.82
21,ROE(%),-7.77,8.93,6.49,3.04,1.58,9.13,5.48,6.57
22,ROA(%),-2.98,3.44,2.25,0.76,0.41,3.3,1.96,2.5
23,부채비율,153.82,146.99,143.79,152.33,148.93,140.42,138.98,135.82
24,자본유보율,1182.81,1282.74,1340.69,1330.71,1341.62,,,
25,EPS(원),-5177.0,6102.0,4830.0,2250.0,1092.0,6363.0,3985.0,4955.0
26,PER(배),,12.13,18.43,25.47,45.55,5.22,8.33,6.7
27,BPS(원),65694.0,70954.0,76824.0,70480.0,67767.0,71618.0,73903.0,76893.0
28,PBR(배),0.96,1.04,1.16,0.81,0.73,0.46,0.45,0.43
29,현금DPS(원),500.0,1100.0,1100.0,900.0,900.0,900.0,940.0,1000.0
30,현금배당수익률,0.8,1.49,1.24,1.57,1.81,2.71,2.83,3.01
31,현금배당성향(%),-9.76,18.12,23.25,41.38,82.84,12.83,21.39,18.3
32,발행주식수(보통주),25119218.0,25151485.0,25651728.0,26978840.0,26978840.0,,,
