,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,46524.0,34465.0,24534.0,24030.0,29941.0,30192.0,31217.0,32813.0
1,영업이익,666.0,1911.0,1079.0,709.0,926.0,1122.0,1221.0,1487.0
2,영업이익(발표기준),666.0,2075.0,1079.0,709.0,926.0,,,
3,세전계속사업이익,498.0,1910.0,7333.0,1175.0,856.0,1263.0,1286.0,1584.0
4,당기순이익,257.0,396.0,4452.0,1207.0,612.0,954.0,969.0,1191.0
5,당기순이익(지배),382.0,346.0,4369.0,850.0,533.0,922.0,934.0,1140.0
6,당기순이익(비지배),-125.0,50.0,82.0,356.0,79.0,,,
7,자산총계,94380.0,92263.0,83194.0,34637.0,33806.0,35050.0,36054.0,37729.0
8,부채총계,76412.0,69679.0,59803.0,11466.0,10267.0,10886.0,11163.0,11750.0
9,자본총계,17968.0,22584.0,23391.0,23172.0,23540.0,24169.0,24902.0,25998.0
10,자본총계(지배),16750.0,21425.0,22168.0,22896.0,23175.0,23783.0,24492.0,25513.0
11,자본총계(비지배),1218.0,1159.0,1224.0,,,,,
12,자본금,1000.0,1000.0,1000.0,1997.0,1997.0,1999.0,1999.0,1999.0
13,영업활동현금흐름,-12126.0,5297.0,-6793.0,5185.0,-724.0,2284.0,1130.0,1288.0
14,투자활동현금흐름,-657.0,1076.0,7414.0,-107.0,767.0,-330.0,-667.0,-562.0
15,재무활동현금흐름,12184.0,-4899.0,-2050.0,-7977.0,-852.0,-474.0,-377.0,-246.0
16,CAPEX,367.0,302.0,654.0,4771.0,825.0,646.0,648.0,586.0
17,FCF,-12493.0,4994.0,-7448.0,414.0,-1549.0,952.0,457.0,786.0
18,이자발생부채,53997.0,53533.0,4624.0,2830.0,2305.0,,,
19,영업이익률,1.43,5.54,4.4,2.95,3.09,3.72,3.91,4.53
20,순이익률,0.55,1.15,18.14,5.02,2.04,3.16,3.1,3.63
21,ROE(%),2.2,1.81,20.05,3.77,2.31,3.93,3.87,4.56
22,ROA(%),0.26,0.42,5.07,2.05,1.79,2.77,2.73,3.23
23,부채비율,425.27,308.54,255.66,49.48,43.61,45.04,44.83,45.19
24,자본유보율,1325.38,1362.19,1801.36,950.86,964.36,,,
25,EPS(원),956.0,866.0,10939.0,2128.0,1333.0,2309.0,2338.0,2854.0
26,PER(배),,,3.61,28.19,34.54,14.73,14.54,11.91
27,BPS(원),41996.0,53717.0,55580.0,57405.0,58106.0,59630.0,61407.0,63969.0
28,PBR(배),0.62,0.63,0.71,1.05,0.79,0.57,0.55,0.53
29,현금DPS(원),0.0,0.0,0.0,700.0,350.0,393.0,415.0,411.0
30,현금배당수익률,0.0,0.0,0.0,1.17,0.76,1.16,1.22,1.21
31,현금배당성향(%),0.0,0.0,0.0,32.84,26.21,17.02,17.74,14.39
32,발행주식수(보통주),39942149.0,39942149.0,39942149.0,39942149.0,39942149.0,,,
