,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,6942.0,7356.0,8898.0,13517.0,12376.0,13481.0,13738.0,
1,영업이익,390.0,422.0,507.0,481.0,239.0,419.0,462.0,
2,영업이익(발표기준),403.0,422.0,507.0,481.0,239.0,,,
3,세전계속사업이익,404.0,449.0,498.0,504.0,256.0,431.0,474.0,
4,당기순이익,288.0,332.0,370.0,389.0,195.0,328.0,358.0,
5,당기순이익(지배),288.0,332.0,370.0,389.0,195.0,328.0,358.0,
6,당기순이익(비지배),,,,,,,,
7,자산총계,3792.0,4199.0,6828.0,6789.0,7528.0,7972.0,8318.0,
8,부채총계,1335.0,1424.0,2691.0,2315.0,2949.0,3110.0,3144.0,
9,자본총계,2458.0,2774.0,4136.0,4474.0,4580.0,4862.0,5174.0,
10,자본총계(지배),2458.0,2774.0,4136.0,4474.0,4580.0,4913.0,5267.0,
11,자본총계(비지배),,,,,,,,
12,자본금,173.0,173.0,205.0,205.0,205.0,208.0,208.0,
13,영업활동현금흐름,148.0,55.0,210.0,68.0,956.0,264.0,620.0,
14,투자활동현금흐름,-97.0,-211.0,248.0,-457.0,-576.0,-344.0,-284.0,
15,재무활동현금흐름,-8.0,-20.0,-20.0,-24.0,-165.0,-76.0,-96.0,
16,CAPEX,102.0,275.0,162.0,206.0,740.0,312.0,270.0,
17,FCF,46.0,-220.0,48.0,-138.0,216.0,-330.0,230.0,
18,이자발생부채,35.0,29.0,22.0,19.0,423.0,,,
19,영업이익률,5.62,5.73,5.7,3.56,1.93,3.11,3.36,
20,순이익률,4.15,4.51,4.15,2.88,1.57,2.43,2.61,
21,ROE(%),12.41,12.68,10.7,9.03,4.3,6.91,7.04,
22,ROA(%),7.96,8.3,6.7,5.71,2.72,4.23,4.4,
23,부채비율,54.31,51.35,65.06,51.75,64.39,63.98,60.78,
24,자본유보율,1341.02,1525.26,1930.19,2094.91,2145.82,,,
25,EPS(원),1670.0,1921.0,2111.0,1893.0,948.0,1597.0,1746.0,
26,PER(배),20.96,12.34,15.16,10.59,14.08,8.77,8.02,
27,BPS(원),14593.0,16473.0,20565.0,22242.0,22768.0,24426.0,26185.0,
28,PBR(배),2.4,1.44,1.56,0.9,0.59,0.57,0.53,
29,현금DPS(원),80.0,80.0,100.0,290.0,150.0,290.0,290.0,
30,현금배당수익률,0.23,0.34,0.31,1.45,1.12,2.07,2.07,
31,현금배당성향(%),4.67,4.06,5.44,15.0,15.5,18.16,16.61,
32,발행주식수(보통주),17261650.0,17261650.0,20535282.0,20535282.0,20535282.0,,,
