,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,1863.0,2616.0,2698.0,3000.0,3246.0,,,
1,영업이익,155.0,225.0,244.0,167.0,325.0,,,
2,영업이익(발표기준),155.0,225.0,244.0,167.0,325.0,,,
3,세전계속사업이익,115.0,162.0,182.0,81.0,277.0,,,
4,당기순이익,83.0,119.0,129.0,33.0,196.0,,,
5,당기순이익(지배),36.0,58.0,63.0,-49.0,100.0,,,
6,당기순이익(비지배),47.0,61.0,67.0,81.0,96.0,,,
7,자산총계,4316.0,4212.0,4364.0,4323.0,4375.0,,,
8,부채총계,2206.0,2139.0,2254.0,2224.0,2147.0,,,
9,자본총계,2110.0,2073.0,2110.0,2099.0,2227.0,,,
10,자본총계(지배),1949.0,1895.0,1919.0,1875.0,1969.0,,,
11,자본총계(비지배),161.0,177.0,190.0,,,,,
12,자본금,487.0,487.0,487.0,488.0,488.0,,,
13,영업활동현금흐름,218.0,270.0,300.0,221.0,362.0,,,
14,투자활동현금흐름,-219.0,-106.0,-130.0,-114.0,-12.0,,,
15,재무활동현금흐름,-51.0,-123.0,-58.0,-115.0,-217.0,,,
16,CAPEX,77.0,27.0,38.0,15.0,22.0,,,
17,FCF,141.0,242.0,262.0,206.0,340.0,,,
18,이자발생부채,1641.0,1550.0,1544.0,1440.0,1286.0,,,
19,영업이익률,8.33,8.6,9.06,5.57,10.02,,,
20,순이익률,4.46,4.55,4.8,1.08,6.04,,,
21,ROE(%),1.96,3.04,3.28,-2.58,5.2,,,
22,ROA(%),1.93,2.79,3.02,0.75,4.51,,,
23,부채비율,104.56,103.2,106.83,105.95,96.4,,,
24,자본유보율,192.89,183.42,191.71,184.36,203.66,,,
25,EPS(원),189.0,300.0,321.0,-251.0,511.0,,,
26,PER(배),259.28,138.83,119.94,,44.11,,,
27,BPS(원),10474.0,10185.0,10314.0,10053.0,10557.0,,,
28,PBR(배),4.68,4.09,3.74,2.74,2.14,,,
29,현금DPS(원),0.0,100.0,0.0,0.0,120.0,,,
30,현금배당수익률,0.0,0.24,0.0,0.0,0.53,,,
31,현금배당성향(%),0.0,32.01,0.0,0.0,22.53,,,
32,발행주식수(보통주),19045984.0,19045984.0,19045984.0,19085664.0,19085664.0,,,
