,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,146712.0,153406.0,163583.0,168656.0,182700.0,180778.0,193831.0,199109.0
1,영업이익,6980.0,7288.0,7271.0,7101.0,8765.0,7657.0,9262.0,9553.0
2,영업이익(발표기준),6980.0,7288.0,7271.0,7101.0,8765.0,,,
3,세전계속사업이익,5926.0,7039.0,8893.0,6263.0,7273.0,7635.0,8926.0,9353.0
4,당기순이익,3768.0,5057.0,6805.0,4374.0,5023.0,5422.0,6343.0,6659.0
5,당기순이익(지배),3770.0,5056.0,6805.0,4374.0,5023.0,5422.0,6343.0,6659.0
6,당기순이익(비지배),-2.0,1.0,0.0,0.0,0.0,,,
7,자산총계,74785.0,79675.0,81857.0,86878.0,101297.0,105455.0,110725.0,115834.0
8,부채총계,43817.0,44900.0,41961.0,44277.0,54595.0,54665.0,54818.0,54558.0
9,자본총계,30968.0,34774.0,39895.0,42602.0,46703.0,50790.0,55907.0,61276.0
10,자본총계(지배),30966.0,34772.0,39893.0,42602.0,46703.0,50792.0,55923.0,61294.0
11,자본총계(비지배),1.0,3.0,2.0,,,,,
12,자본금,188.0,188.0,188.0,188.0,188.0,189.0,189.0,189.0
13,영업활동현금흐름,7831.0,6063.0,6065.0,4897.0,7410.0,8481.0,8663.0,9100.0
14,투자활동현금흐름,-8478.0,-5175.0,-3449.0,-3895.0,-3426.0,-3828.0,-5099.0,-5071.0
15,재무활동현금흐름,-37.0,-1852.0,-2977.0,76.0,-3641.0,-2229.0,-2989.0,-2922.0
16,CAPEX,3959.0,3891.0,3675.0,1812.0,1967.0,3358.0,4233.0,3895.0
17,FCF,3872.0,2172.0,2391.0,3084.0,5443.0,4524.0,4868.0,5388.0
18,이자발생부채,18527.0,18780.0,15989.0,18509.0,21850.0,,,
19,영업이익률,4.76,4.75,4.45,4.21,4.8,4.24,4.78,4.8
20,순이익률,2.57,3.3,4.16,2.59,2.75,3.0,3.27,3.34
21,ROE(%),12.85,15.38,18.23,10.6,11.25,11.12,11.89,11.36
22,ROA(%),5.51,6.55,8.43,5.18,5.34,5.24,5.87,5.88
23,부채비율,141.49,129.12,105.18,103.93,116.9,107.63,98.05,89.04
24,자본유보율,15948.88,18053.23,21105.97,22778.49,24779.52,,,
25,EPS(원),10052.0,13483.0,18147.0,11663.0,13395.0,14458.0,16915.0,17756.0
26,PER(배),19.2,11.46,7.49,11.06,10.68,7.82,6.68,6.36
27,BPS(원),82577.0,92725.0,106381.0,113605.0,124541.0,135444.0,149128.0,163451.0
28,PBR(배),2.34,1.67,1.28,1.14,1.15,0.83,0.76,0.69
29,현금DPS(원),3000.0,3000.0,3000.0,3300.0,3500.0,3338.0,3512.0,3578.0
30,현금배당수익률,1.55,1.94,2.21,2.56,2.45,2.95,3.11,3.17
31,현금배당성향(%),29.84,22.25,16.53,28.29,26.13,23.08,20.77,20.15
32,발행주식수(보통주),37500000.0,37500000.0,37500000.0,37500000.0,37500000.0,,,
