,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,178903.0,163218.0,208914.0,254633.0,243942.0,165209.0,188943.0,195598.0
1,영업이익,8176.0,16169.0,13733.0,6395.0,4201.0,-2697.0,12051.0,12515.0
2,영업이익(발표기준),8176.0,16169.0,13733.0,6395.0,4201.0,,,
3,세전계속사업이익,8127.0,15751.0,16449.0,3318.0,1104.0,-5144.0,10240.0,10675.0
4,당기순이익,6313.0,12054.0,12465.0,2580.0,654.0,-3826.0,7652.0,7953.0
5,당기순이익(지배),6313.0,12054.0,12465.0,2580.0,654.0,-3878.0,7685.0,7953.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,107955.0,139590.0,150875.0,159550.0,163334.0,154320.0,162623.0,169079.0
8,부채총계,54056.0,75674.0,82448.0,94858.0,98368.0,93602.0,95656.0,96940.0
9,자본총계,53899.0,63916.0,68426.0,64692.0,64966.0,60717.0,66967.0,72139.0
10,자본총계(지배),53899.0,63916.0,68426.0,64692.0,64966.0,61159.0,67259.0,71717.0
11,자본총계(비지배),,,,,,,,
12,자본금,2915.0,2915.0,2915.0,2915.0,2915.0,2918.0,2918.0,2918.0
13,영업활동현금흐름,24756.0,17220.0,11433.0,-2882.0,6794.0,10503.0,9426.0,12627.0
14,투자활동현금흐름,-28019.0,-19669.0,-8322.0,-4152.0,-10695.0,-6322.0,-7701.0,-9096.0
15,재무활동현금흐름,-1841.0,8111.0,-5983.0,8878.0,165.0,1213.0,-604.0,-1599.0
16,CAPEX,6544.0,10636.0,24141.0,20414.0,8273.0,6329.0,7480.0,9197.0
17,FCF,18211.0,6584.0,-12708.0,-23296.0,-1479.0,3966.0,2024.0,4387.0
18,이자발생부채,35952.0,47095.0,48442.0,64031.0,66927.0,,,
19,영업이익률,4.57,9.91,6.57,2.51,1.72,-1.63,6.38,6.4
20,순이익률,3.53,7.38,5.97,1.01,0.27,-2.32,4.05,4.07
21,ROE(%),12.26,20.46,18.84,3.88,1.01,-6.15,11.97,11.45
22,ROA(%),6.0,9.74,8.58,1.66,0.41,-2.41,4.83,4.8
23,부채비율,100.29,118.4,120.49,146.63,151.41,154.16,142.84,134.38
24,자본유보율,1740.79,2084.62,2239.92,2111.25,2119.87,,,
25,EPS(원),5414.0,10337.0,10690.0,2213.0,561.0,-3326.0,6591.0,6820.0
26,PER(배),14.67,8.19,10.94,44.15,169.84,,10.73,10.37
27,BPS(원),46297.0,54901.0,58775.0,55568.0,55803.0,52533.0,57772.0,61601.0
28,PBR(배),1.72,1.54,1.99,1.76,1.71,1.35,1.22,1.15
29,현금DPS(원),2400.0,6200.0,5900.0,750.0,200.0,370.0,1825.0,1900.0
30,현금배당수익률,3.02,7.32,5.04,0.77,0.21,0.52,2.58,2.69
31,현금배당성향(%),44.27,59.89,55.11,33.88,35.73,-10.74,26.73,26.9
32,발행주식수(보통주),112582792.0,112582792.0,112582792.0,112582792.0,112582792.0,,,
