,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,30397.0,29463.0,20722.0,27860.0,31102.0,31560.0,33244.0,36738.0
1,영업이익,3797.0,3201.0,-2089.0,1464.0,2756.0,2442.0,2590.0,3196.0
2,영업이익(발표기준),2857.0,3201.0,-2089.0,1464.0,2756.0,,,
3,세전계속사업이익,3431.0,3171.0,-3203.0,797.0,1295.0,2455.0,2244.0,2861.0
4,당기순이익,2592.0,2648.0,-2352.0,555.0,1683.0,1904.0,1727.0,2214.0
5,당기순이익(지배),2592.0,2648.0,-2352.0,572.0,1704.0,1914.0,1738.0,2226.0
6,당기순이익(비지배),,,,-16.0,-21.0,,,
7,자산총계,28082.0,29808.0,31934.0,37559.0,43671.0,43273.0,46164.0,49098.0
8,부채총계,15937.0,15353.0,20530.0,27030.0,31840.0,30002.0,31585.0,32695.0
9,자본총계,12144.0,14456.0,11404.0,10529.0,11832.0,13271.0,14578.0,16402.0
10,자본총계(지배),12144.0,14456.0,11404.0,10094.0,11419.0,12892.0,14246.0,15988.0
11,자본총계(비지배),,,,,,,,
12,자본금,4874.0,4874.0,4874.0,4874.0,4874.0,4871.0,4871.0,4871.0
13,영업활동현금흐름,599.0,1453.0,1046.0,1377.0,3545.0,3689.0,3444.0,3882.0
14,투자활동현금흐름,-1232.0,-1587.0,-2158.0,-882.0,-3866.0,-2183.0,-2210.0,-1833.0
15,재무활동현금흐름,613.0,561.0,2868.0,-1346.0,-442.0,-254.0,-597.0,-1024.0
16,CAPEX,653.0,819.0,789.0,514.0,1873.0,1640.0,1367.0,1162.0
17,FCF,-54.0,634.0,257.0,862.0,1673.0,1356.0,1532.0,1928.0
18,이자발생부채,4509.0,5447.0,8998.0,7213.0,7222.0,,,
19,영업이익률,12.49,10.86,-10.08,5.25,8.86,7.74,7.79,8.7
20,순이익률,8.53,8.99,-11.35,1.99,5.41,6.03,5.2,6.03
21,ROE(%),23.4,19.91,-18.19,5.32,15.84,15.74,12.81,14.73
22,ROA(%),10.54,9.15,-7.62,1.6,4.14,4.38,3.86,4.65
23,부채비율,131.23,106.2,180.02,256.71,269.11,226.07,216.66,199.33
24,자본유보율,147.9,195.25,132.45,111.68,138.83,,,
25,EPS(원),2659.0,2717.0,-2413.0,587.0,1748.0,1963.0,1783.0,2284.0
26,PER(배),29.37,24.66,,54.37,19.48,12.91,14.22,11.1
27,BPS(원),12459.0,14830.0,11699.0,10356.0,11714.0,13225.0,14615.0,16402.0
28,PBR(배),6.27,4.52,4.06,3.08,2.91,1.92,1.73,1.55
29,현금DPS(원),400.0,680.0,0.0,200.0,400.0,422.0,429.0,488.0
30,현금배당수익률,0.51,1.01,0.0,0.63,1.17,1.67,1.69,1.93
31,현금배당성향(%),15.04,25.03,0.0,34.09,22.88,21.51,24.09,21.39
32,발행주식수(보통주),97475107.0,97475107.0,97475107.0,97475107.0,97475107.0,,,
