,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,9322.0,14642.0,19723.0,24170.0,30701.0,38130.0,45116.0,52457.0
1,영업이익,886.0,1161.0,1654.0,729.0,2068.0,4175.0,5835.0,7614.0
2,영업이익(발표기준),886.0,1161.0,1654.0,729.0,2068.0,,,
3,세전계속사업이익,1095.0,1003.0,1533.0,1307.0,-2343.0,4891.0,6572.0,8456.0
4,당기순이익,788.0,655.0,1251.0,159.0,-3419.0,3228.0,4550.0,5958.0
5,당기순이익(지배),757.0,577.0,1086.0,479.0,-3010.0,3213.0,4513.0,5868.0
6,당기순이익(비지배),31.0,78.0,165.0,-320.0,-409.0,,,
7,자산총계,31885.0,54841.0,63494.0,79595.0,87373.0,93999.0,101659.0,111994.0
8,부채총계,6030.0,17812.0,18865.0,23324.0,29971.0,33375.0,36582.0,41081.0
9,자본총계,25855.0,37029.0,44629.0,56272.0,57401.0,60624.0,65077.0,70913.0
10,자본총계(지배),25524.0,34325.0,40291.0,51369.0,52254.0,55267.0,59690.0,65495.0
11,자본총계(비지배),331.0,2704.0,4787.0,,,,,
12,자본금,301.0,339.0,340.0,417.0,432.0,433.0,433.0,433.0
13,영업활동현금흐름,1622.0,3173.0,3719.0,4915.0,7527.0,7997.0,8550.0,10496.0
14,투자활동현금흐름,-4142.0,-10000.0,-3547.0,-12607.0,-4142.0,-3907.0,-4261.0,-5089.0
15,재무활동현금흐름,1972.0,9238.0,4676.0,8905.0,3222.0,833.0,768.0,967.0
16,CAPEX,761.0,810.0,752.0,972.0,1064.0,1071.0,1248.0,1301.0
17,FCF,861.0,2363.0,2968.0,3943.0,6463.0,6072.0,5957.0,7440.0
18,이자발생부채,2218.0,9999.0,7952.0,6545.0,7539.0,,,
19,영업이익률,9.5,7.93,8.38,3.02,6.73,10.95,12.93,14.52
20,순이익률,8.45,4.47,6.34,0.66,-11.14,8.47,10.08,11.36
21,ROE(%),3.02,1.93,2.91,1.04,-5.81,5.98,7.85,9.38
22,ROA(%),2.65,1.51,2.11,0.22,-4.1,3.56,4.65,5.58
23,부채비율,23.32,48.1,42.27,41.45,52.21,55.05,56.21,57.93
24,자본유보율,8407.52,10068.46,11781.26,12219.62,12027.79,,,
25,EPS(원),1269.0,874.0,1602.0,613.0,-3585.0,3692.0,5178.0,6732.0
26,PER(배),91.24,88.15,85.5,168.01,,71.37,50.89,39.14
27,BPS(원),42476.0,50769.0,59336.0,64897.0,63732.0,65274.0,70498.0,77354.0
28,PBR(배),2.73,1.52,2.31,1.59,2.41,4.04,3.74,3.41
29,현금DPS(원),167.0,148.0,148.0,127.0,127.0,129.0,136.0,146.0
30,현금배당수익률,0.14,0.19,0.11,0.12,0.08,0.05,0.05,0.06
31,현금배당성향(%),13.26,17.35,9.25,20.99,-3.46,3.49,2.62,2.16
32,발행주식수(보통주),60096088.0,67615715.0,67908527.0,83387773.0,86222636.0,,,
