,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,14389.0,20009.0,20412.0,21238.0,20964.0,,,
1,영업이익,758.0,1473.0,889.0,970.0,816.0,,,
2,영업이익(발표기준),758.0,1473.0,889.0,970.0,816.0,,,
3,세전계속사업이익,665.0,1362.0,700.0,806.0,678.0,,,
4,당기순이익,510.0,1012.0,492.0,597.0,529.0,,,
5,당기순이익(지배),475.0,898.0,355.0,450.0,338.0,,,
6,당기순이익(비지배),35.0,113.0,137.0,148.0,191.0,,,
7,자산총계,14378.0,20638.0,21431.0,21739.0,23882.0,,,
8,부채총계,7345.0,8977.0,8968.0,9079.0,10937.0,,,
9,자본총계,7034.0,11660.0,12463.0,12660.0,12945.0,,,
10,자본총계(지배),6078.0,10592.0,10825.0,10947.0,11094.0,,,
11,자본총계(비지배),956.0,1068.0,1540.0,,,,,
12,자본금,315.0,533.0,533.0,533.0,533.0,,,
13,영업활동현금흐름,322.0,1796.0,-501.0,684.0,1673.0,,,
14,투자활동현금흐름,-525.0,-93.0,-2123.0,-526.0,-2823.0,,,
15,재무활동현금흐름,-311.0,-441.0,1324.0,-176.0,1430.0,,,
16,CAPEX,626.0,862.0,735.0,1403.0,1396.0,,,
17,FCF,-304.0,934.0,-1236.0,-719.0,277.0,,,
18,이자발생부채,4634.0,5314.0,5654.0,5308.0,7590.0,,,
19,영업이익률,5.27,7.36,4.35,4.57,3.89,,,
20,순이익률,3.55,5.05,2.41,2.81,2.52,,,
21,ROE(%),8.04,10.78,3.31,4.13,3.07,,,
22,ROA(%),4.05,5.78,2.34,2.77,2.32,,,
23,부채비율,104.42,76.99,71.96,71.72,84.49,,,
24,자본유보율,1821.89,1944.63,1982.5,2032.28,2066.81,,,
25,EPS(원),7544.0,8456.0,3330.0,4219.0,3173.0,,,
26,PER(배),13.72,12.42,27.87,13.04,15.95,,,
27,BPS(원),101930.0,105764.0,108090.0,109300.0,110768.0,,,
28,PBR(배),1.02,0.99,0.86,0.5,0.46,,,
29,현금DPS(원),1500.0,1500.0,1250.0,1500.0,1000.0,,,
30,현금배당수익률,1.45,1.43,1.35,2.73,1.98,,,
31,현금배당성향(%),18.83,16.74,35.32,33.44,29.66,,,
32,발행주식수(보통주),6136619.0,10289803.0,10289803.0,10289803.0,10289803.0,,,
