,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS별도),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,861.0,6900.0,8248.0,8480.0,8476.0,7795.0,8500.0,8913.0
1,영업이익,440.0,2616.0,1993.0,2115.0,1709.0,1375.0,1706.0,1837.0
2,영업이익(발표기준),1816.0,2616.0,1993.0,2115.0,1709.0,,,
3,세전계속사업이익,505.0,3019.0,2727.0,2216.0,1967.0,1470.0,1833.0,1980.0
4,당기순이익,411.0,2695.0,2425.0,2184.0,1633.0,1257.0,1569.0,1693.0
5,당기순이익(지배),411.0,2615.0,2331.0,2071.0,1513.0,1163.0,1456.0,1571.0
6,당기순이익(비지배),,79.0,94.0,113.0,120.0,,,
7,자산총계,22508.0,30975.0,33161.0,34986.0,36071.0,37109.0,38388.0,39774.0
8,부채총계,799.0,2281.0,2564.0,2627.0,2285.0,2398.0,2414.0,2420.0
9,자본총계,21709.0,28694.0,30597.0,32359.0,33786.0,34711.0,35975.0,37354.0
10,자본총계(지배),21709.0,28034.0,29846.0,31493.0,32808.0,33659.0,34832.0,36112.0
11,자본총계(비지배),,659.0,750.0,,,,,
12,자본금,465.0,465.0,465.0,465.0,465.0,467.0,467.0,467.0
13,영업활동현금흐름,419.0,858.0,1229.0,609.0,948.0,1949.0,1995.0,2198.0
14,투자활동현금흐름,-1012.0,749.0,-2129.0,-17.0,-1340.0,-82.0,-1514.0,-1216.0
15,재무활동현금흐름,-275.0,-605.0,-60.0,96.0,-560.0,-373.0,-369.0,-379.0
16,CAPEX,2.0,110.0,232.0,213.0,994.0,652.0,704.0,790.0
17,FCF,417.0,749.0,997.0,396.0,-45.0,2728.0,394.0,1124.0
18,이자발생부채,,295.0,500.0,864.0,759.0,,,
19,영업이익률,51.1,37.91,24.16,24.94,20.16,17.64,20.07,20.61
20,순이익률,47.72,39.05,29.4,25.75,19.27,16.13,18.46,18.99
21,ROE(%),1.79,,8.05,6.75,4.71,3.5,4.25,4.43
22,ROA(%),1.73,,7.56,6.41,4.6,3.44,4.16,4.33
23,부채비율,3.68,7.95,8.38,8.12,6.76,6.91,6.71,6.48
24,자본유보율,4588.2,5991.64,6449.13,6829.65,7096.88,,,
25,EPS(원),442.0,2812.0,2506.0,2226.0,1627.0,1250.0,1565.0,1689.0
26,PER(배),39.64,7.38,7.54,7.46,8.85,8.08,6.45,5.98
27,BPS(원),23675.0,30573.0,32549.0,34346.0,35779.0,36708.0,37987.0,39383.0
28,PBR(배),0.74,0.68,0.58,0.48,0.4,0.28,0.27,0.26
29,현금DPS(원),300.0,300.0,300.0,300.0,350.0,340.0,350.0,360.0
30,현금배당수익률,1.71,1.45,1.59,1.81,2.43,3.37,3.47,3.56
31,현금배당성향(%),66.98,10.52,11.8,13.28,21.21,27.2,22.37,21.31
32,발행주식수(보통주),93020173.0,93020173.0,93020173.0,93020173.0,93020173.0,,,
