,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,,,,,227083.0,,,
1,영업이익,,,,,28000.0,23935.0,24475.0,25387.0
2,영업이익(발표기준),,,,,28000.0,,,
3,세전계속사업이익,,,,,27230.0,23741.0,24490.0,25430.0
4,당기순이익,,,,,20376.0,18102.0,18817.0,19692.0
5,당기순이익(지배),,,,,18722.0,16319.0,16706.0,17366.0
6,당기순이익(비지배),,,,,1654.0,,,
7,자산총계,,,,,3619807.0,3790092.0,3942311.0,4085774.0
8,부채총계,,,,,3364884.0,3527003.0,3664256.0,3791887.0
9,자본총계,,,,,254923.0,263088.0,278053.0,292305.0
10,자본총계(지배),,,,,215104.0,225462.0,240313.0,255371.0
11,자본총계(비지배),,,,,,,,
12,자본금,,,,,36113.0,36562.0,36776.0,36942.0
13,영업활동현금흐름,,,,,18703.0,,,
14,투자활동현금흐름,,,,,-85881.0,,,
15,재무활동현금흐름,,,,,61710.0,,,
16,CAPEX,,,,,4295.0,,,
17,FCF,,,,,,,,
18,이자발생부채,,,,,491454.0,,,
19,영업이익률,,,,,12.33,,,
20,순이익률,,,,,8.97,,,
21,ROE(%),,,,,,7.41,7.17,7.01
22,ROA(%),,,,,,0.49,0.49,0.49
23,부채비율,,,,,1319.96,1340.61,1317.83,1297.24
24,자본유보율,,,,,605.9,,,
25,EPS(원),,,,,2776.0,2259.0,2313.0,2404.0
26,PER(배),,,,,4.18,4.04,3.95,3.8
27,BPS(원),,,,,29782.0,31216.0,33272.0,35357.0
28,PBR(배),,,,,0.39,0.29,0.27,0.26
29,현금DPS(원),,,,,700.0,622.0,644.0,670.0
30,현금배당수익률,,,,,6.03,6.81,7.05,7.34
31,현금배당성향(%),,,,,27.0,27.52,27.83,27.88
32,발행주식수(보통주),,,,,722267683.0,,,
