,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,18375.0,18947.0,19648.0,19840.0,20223.0,18847.0,20670.0,21430.0
1,영업이익,2249.0,2480.0,1854.0,1824.0,2074.0,1241.0,1846.0,1991.0
2,영업이익(발표기준),2249.0,2480.0,1854.0,1824.0,2074.0,,,
3,세전계속사업이익,1648.0,2165.0,1667.0,1486.0,1843.0,1013.0,1637.0,1789.0
4,당기순이익,1271.0,1760.0,1254.0,1035.0,1185.0,698.0,1180.0,1312.0
5,당기순이익(지배),1252.0,1738.0,1250.0,1036.0,1182.0,731.0,1182.0,1307.0
6,당기순이익(비지배),19.0,22.0,4.0,0.0,2.0,,,
7,자산총계,25809.0,26179.0,27940.0,32423.0,34361.0,34617.0,35830.0,36876.0
8,부채총계,15468.0,14152.0,14551.0,18141.0,18781.0,18412.0,18488.0,18318.0
9,자본총계,10340.0,12028.0,13389.0,14282.0,15579.0,16205.0,17342.0,18558.0
10,자본총계(지배),10266.0,11932.0,13355.0,14248.0,15543.0,16160.0,17296.0,18511.0
11,자본총계(비지배),74.0,96.0,34.0,34.0,,,,
12,자본금,535.0,535.0,541.0,541.0,541.0,540.0,540.0,540.0
13,영업활동현금흐름,3208.0,3832.0,2551.0,1570.0,2915.0,2785.0,3146.0,3277.0
14,투자활동현금흐름,-1421.0,-1264.0,-2897.0,-4516.0,-2512.0,-2272.0,-2353.0,-2378.0
15,재무활동현금흐름,-1156.0,-2374.0,260.0,3148.0,-284.0,-181.0,-229.0,-404.0
16,CAPEX,1616.0,1046.0,2839.0,4844.0,2221.0,2081.0,2193.0,2173.0
17,FCF,1593.0,2786.0,-288.0,-3274.0,693.0,417.0,796.0,1001.0
18,이자발생부채,10748.0,8375.0,8631.0,11950.0,12227.0,,,
19,영업이익률,12.24,13.09,9.44,9.2,10.25,6.59,8.93,9.29
20,순이익률,6.92,9.29,6.38,5.22,5.86,3.7,5.71,6.12
21,ROE(%),12.81,15.66,9.88,7.5,7.94,4.61,7.06,7.3
22,ROA(%),4.98,6.77,4.63,3.43,3.55,2.02,3.35,3.61
23,부채비율,149.59,117.66,108.67,127.02,120.56,113.62,106.61,98.71
24,자본유보율,1779.78,2094.62,2349.7,2512.29,2732.18,,,
25,EPS(원),1217.0,1689.0,1208.0,994.0,1135.0,701.0,1134.0,1255.0
26,PER(배),10.15,7.7,9.77,9.22,8.04,8.4,5.19,4.69
27,BPS(원),10124.0,11766.0,13009.0,13878.0,15139.0,15741.0,16847.0,18030.0
28,PBR(배),1.22,1.1,0.91,0.66,0.6,0.37,0.35,0.33
29,현금DPS(원),80.0,100.0,100.0,100.0,105.0,98.0,105.0,106.0
30,현금배당수익률,0.65,0.77,0.85,1.09,1.15,1.66,1.78,1.81
31,현금배당성향(%),6.51,5.85,8.24,9.94,9.14,13.06,8.68,7.96
32,발행주식수(보통주),96415877.0,96415877.0,97667877.0,97667877.0,97667877.0,,,
