,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,10478.0,11979.0,12879.0,13349.0,13697.0,14833.0,15688.0,16574.0
1,영업이익,917.0,785.0,903.0,502.0,403.0,692.0,781.0,888.0
2,영업이익(발표기준),917.0,785.0,903.0,502.0,403.0,,,
3,세전계속사업이익,1289.0,795.0,722.0,502.0,-61.0,537.0,672.0,758.0
4,당기순이익,957.0,652.0,567.0,342.0,-113.0,399.0,500.0,564.0
5,당기순이익(지배),950.0,630.0,532.0,344.0,-36.0,306.0,400.0,421.0
6,당기순이익(비지배),7.0,22.0,35.0,-2.0,-76.0,,,
7,자산총계,14151.0,15506.0,17036.0,17234.0,19593.0,20757.0,21335.0,22290.0
8,부채총계,4174.0,4916.0,5949.0,5972.0,7752.0,8607.0,8829.0,9374.0
9,자본총계,9977.0,10590.0,11087.0,11262.0,11841.0,12150.0,12506.0,12915.0
10,자본총계(지배),9568.0,9931.0,10402.0,10596.0,10487.0,10707.0,10960.0,11201.0
11,자본총계(비지배),409.0,659.0,685.0,,,,,
12,자본금,584.0,584.0,584.0,584.0,584.0,582.0,582.0,582.0
13,영업활동현금흐름,452.0,-17.0,579.0,144.0,403.0,818.0,927.0,952.0
14,투자활동현금흐름,78.0,-1111.0,148.0,-861.0,-1779.0,-356.0,-413.0,-372.0
15,재무활동현금흐름,-276.0,1106.0,482.0,-45.0,1408.0,91.0,166.0,210.0
16,CAPEX,1212.0,807.0,295.0,414.0,1275.0,349.0,312.0,310.0
17,FCF,-759.0,-824.0,284.0,-270.0,-872.0,121.0,478.0,678.0
18,이자발생부채,1327.0,2488.0,3130.0,3288.0,4832.0,,,
19,영업이익률,8.75,6.55,7.01,3.76,2.94,4.67,4.98,5.36
20,순이익률,9.13,5.44,4.4,2.57,-0.82,2.69,3.19,3.4
21,ROE(%),10.27,6.46,5.24,3.28,-0.35,2.89,3.69,3.8
22,ROA(%),6.97,4.39,3.48,2.0,-0.61,1.98,2.38,2.58
23,부채비율,41.84,46.42,53.65,53.03,65.47,70.83,70.6,72.59
24,자본유보율,1551.82,1645.95,1714.5,1760.95,1737.88,,,
25,EPS(원),8126.0,5388.0,4556.0,2946.0,-311.0,2622.0,3424.0,3601.0
26,PER(배),22.52,29.14,49.6,46.16,,53.97,41.33,39.29
27,BPS(원),82746.0,87011.0,91141.0,92841.0,91888.0,93815.0,96026.0,98139.0
28,PBR(배),2.21,1.8,2.48,1.46,1.44,1.51,1.47,1.44
29,현금DPS(원),1750.0,1250.0,1250.0,1000.0,1000.0,1031.0,1031.0,1057.0
30,현금배당수익률,0.96,0.8,0.55,0.74,0.75,0.73,0.73,0.75
31,현금배당성향(%),21.31,22.66,26.79,33.15,-313.76,39.33,30.12,29.36
32,발행주식수(보통주),11686538.0,11686538.0,11686538.0,11686538.0,11686538.0,,,
