,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,3934.0,3990.0,4540.0,5020.0,5502.0,6584.0,8475.0,10023.0
1,영업이익,144.0,290.0,495.0,487.0,468.0,699.0,1051.0,1264.0
2,영업이익(발표기준),-308.0,290.0,495.0,487.0,468.0,,,
3,세전계속사업이익,793.0,203.0,416.0,537.0,551.0,729.0,1052.0,1296.0
4,당기순이익,-633.0,406.0,422.0,413.0,468.0,584.0,834.0,1041.0
5,당기순이익(지배),-383.0,393.0,422.0,413.0,468.0,594.0,854.0,1041.0
6,당기순이익(비지배),-249.0,13.0,,,,,,
7,자산총계,4367.0,3908.0,6503.0,6922.0,10369.0,11704.0,13038.0,14794.0
8,부채총계,2039.0,961.0,1199.0,1638.0,2127.0,2630.0,3127.0,3700.0
9,자본총계,2328.0,2947.0,5304.0,5284.0,8242.0,9074.0,9911.0,11094.0
10,자본총계(지배),2331.0,2864.0,5304.0,5284.0,5713.0,6576.0,7388.0,8521.0
11,자본총계(비지배),-2.0,84.0,,,,,,
12,자본금,196.0,196.0,230.0,231.0,231.0,231.0,231.0,231.0
13,영업활동현금흐름,349.0,729.0,612.0,860.0,482.0,894.0,1146.0,1482.0
14,투자활동현금흐름,755.0,-503.0,-2195.0,-619.0,-469.0,-1264.0,-1350.0,-1142.0
15,재무활동현금흐름,-1049.0,-235.0,1802.0,-181.0,2833.0,333.0,324.0,356.0
16,CAPEX,127.0,313.0,177.0,1190.0,1320.0,1340.0,1389.0,1193.0
17,FCF,221.0,417.0,435.0,-330.0,-838.0,-320.0,-52.0,396.0
18,이자발생부채,940.0,132.0,117.0,202.0,590.0,,,
19,영업이익률,3.67,7.27,10.91,9.71,8.52,10.62,12.41,12.61
20,순이익률,-16.08,10.18,9.29,8.23,8.51,8.87,9.84,10.39
21,ROE(%),-15.2,15.14,10.33,7.8,8.52,9.67,12.24,13.09
22,ROA(%),-12.25,9.82,8.11,6.15,5.42,5.29,6.74,7.48
23,부채비율,87.56,32.6,22.6,31.0,25.81,28.99,31.55,33.35
24,자본유보율,1054.46,1255.73,2066.05,2147.87,2340.22,,,
25,EPS(원),-946.0,971.0,1000.0,897.0,1016.0,1289.0,1853.0,2258.0
26,PER(배),,13.91,38.3,45.71,42.09,36.2,25.18,20.66
27,BPS(원),5755.0,7071.0,11531.0,11460.0,12390.0,14260.0,16022.0,18478.0
28,PBR(배),2.02,1.91,3.32,3.58,3.45,3.27,2.91,2.52
29,현금DPS(원),0.0,48.0,650.0,0.0,50.0,38.0,38.0,50.0
30,현금배당수익률,0.0,0.36,1.7,0.0,0.12,0.08,0.08,0.11
31,현금배당성향(%),0.0,4.99,70.87,0.0,4.92,2.91,2.02,2.21
32,발행주식수(보통주),40494073.0,40494073.0,46000000.0,46110835.0,46110835.0,,,
