,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,33022.0,34701.0,39000.0,33542.0,32934.0,33772.0,34504.0,36044.0
1,영업이익,3842.0,4309.0,5056.0,4786.0,4497.0,4603.0,4975.0,5155.0
2,영업이익(발표기준),3842.0,4309.0,5056.0,4786.0,4497.0,,,
3,세전계속사업이익,4257.0,4563.0,5022.0,4691.0,4453.0,4592.0,5019.0,5272.0
4,당기순이익,3337.0,3494.0,3867.0,3452.0,3441.0,3419.0,3722.0,3929.0
5,당기순이익(지배),3337.0,3494.0,3867.0,3452.0,3441.0,3452.0,3885.0,4534.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,190710.0,219045.0,230766.0,230421.0,220382.0,233200.0,242562.0,252628.0
8,부채총계,123827.0,152888.0,161536.0,162708.0,151418.0,163278.0,170369.0,178740.0
9,자본총계,66883.0,66157.0,69229.0,67713.0,68964.0,69923.0,72193.0,73886.0
10,자본총계(지배),66883.0,66157.0,69229.0,67713.0,68964.0,46265.0,47430.0,48450.0
11,자본총계(비지배),,,,,,,,
12,자본금,6148.0,6148.0,6148.0,6148.0,6148.0,6150.0,6150.0,6150.0
13,영업활동현금흐름,-4041.0,-11038.0,-10176.0,-4031.0,11745.0,,,
14,투자활동현금흐름,-866.0,-720.0,-1309.0,-705.0,-2777.0,,,
15,재무활동현금흐름,5218.0,14341.0,11999.0,6327.0,-14567.0,,,
16,CAPEX,319.0,145.0,81.0,128.0,69.0,,,
17,FCF,,,,,,,,
18,이자발생부채,98254.0,118061.0,129149.0,138994.0,127195.0,,,
19,영업이익률,11.63,12.42,12.96,14.27,13.65,13.63,14.42,14.3
20,순이익률,10.11,10.07,9.92,10.29,10.45,10.12,10.79,10.9
21,ROE(%),5.1,5.25,5.71,5.04,5.04,5.99,8.29,9.46
22,ROA(%),1.81,1.71,1.72,1.5,1.53,1.51,1.57,1.59
23,부채비율,185.14,231.1,233.33,240.29,219.56,233.51,235.99,241.91
24,자본유보율,988.9,1024.69,1074.67,1067.08,1087.44,,,
25,EPS(원),2880.0,3016.0,3338.0,2980.0,2970.0,2979.0,3353.0,3914.0
26,PER(배),10.71,13.16,11.86,11.59,13.0,9.92,8.81,7.55
27,BPS(원),57957.0,60356.0,63159.0,63455.0,64628.0,43356.0,44447.0,45403.0
28,PBR(배),0.53,0.66,0.63,0.54,0.6,0.68,0.66,0.65
29,현금DPS(원),1500.0,1500.0,1500.0,1600.0,1600.0,1567.0,1667.0,1744.0
30,현금배당수익률,4.86,3.78,3.79,4.63,4.15,5.3,5.64,5.9
31,현금배당성향(%),51.87,47.05,42.52,49.48,49.62,52.58,49.7,44.55
32,발행주식수(보통주),115858891.0,115858891.0,115858891.0,115858891.0,115858891.0,,,
