,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,4344.0,4675.0,5029.0,5372.0,5113.0,,,
1,영업이익,215.0,245.0,217.0,216.0,-190.0,,,
2,영업이익(발표기준),217.0,245.0,217.0,216.0,-190.0,,,
3,세전계속사업이익,21.0,71.0,-13.0,102.0,-343.0,,,
4,당기순이익,20.0,-109.0,-7.0,81.0,-253.0,,,
5,당기순이익(지배),20.0,-109.0,-7.0,81.0,-253.0,,,
6,당기순이익(비지배),,,,,0.0,,,
7,자산총계,6135.0,6511.0,6309.0,5938.0,5732.0,,,
8,부채총계,3881.0,3748.0,3601.0,3337.0,3431.0,,,
9,자본총계,2254.0,2763.0,2708.0,2601.0,2301.0,,,
10,자본총계(지배),2254.0,2763.0,2708.0,2601.0,2301.0,,,
11,자본총계(비지배),,,,,,,,
12,자본금,452.0,501.0,512.0,528.0,541.0,,,
13,영업활동현금흐름,-42.0,67.0,334.0,521.0,555.0,,,
14,투자활동현금흐름,-73.0,-88.0,-99.0,-139.0,-220.0,,,
15,재무활동현금흐름,147.0,338.0,-279.0,-412.0,-242.0,,,
16,CAPEX,56.0,81.0,73.0,77.0,92.0,,,
17,FCF,-97.0,-14.0,262.0,444.0,463.0,,,
18,이자발생부채,2905.0,2512.0,2340.0,2028.0,1875.0,,,
19,영업이익률,4.96,5.25,4.32,4.02,-3.72,,,
20,순이익률,0.45,-2.34,-0.15,1.5,-4.94,,,
21,ROE(%),0.88,-4.36,-0.27,3.03,-10.31,,,
22,ROA(%),0.33,-1.73,-0.12,1.32,-4.33,,,
23,부채비율,172.17,135.63,132.99,128.28,149.12,,,
24,자본유보율,377.71,432.17,410.94,411.41,344.1,,,
25,EPS(원),95.0,-514.0,-33.0,356.0,-1133.0,,,
26,PER(배),352.55,,,111.24,,,,
27,BPS(원),10889.0,12270.0,12016.0,11616.0,10461.0,,,
28,PBR(배),3.08,4.02,3.6,3.41,2.83,,,
29,현금DPS(원),131.0,229.0,257.0,310.0,316.0,,,
30,현금배당수익률,0.39,0.46,0.59,0.78,1.07,,,
31,현금배당성향(%),138.33,-47.51,-784.01,86.32,-27.51,,,
32,발행주식수(보통주),20473468.0,20473468.0,20510014.0,20795121.0,20920054.0,,,
