,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,23015.0,27367.0,36316.0,31121.0,26051.0,21033.0,21828.0,23680.0
1,영업이익,-1446.0,1325.0,2844.0,1587.0,-1806.0,-844.0,1114.0,1603.0
2,영업이익(발표기준),-1446.0,1214.0,2844.0,1587.0,-1806.0,,,
3,세전계속사업이익,-3031.0,-1035.0,2797.0,1305.0,-10122.0,-1087.0,1054.0,1560.0
4,당기순이익,1821.0,2194.0,2326.0,1038.0,-8074.0,-852.0,828.0,1220.0
5,당기순이익(지배),1003.0,2421.0,2349.0,1038.0,-7944.0,-831.0,812.0,1203.0
6,당기순이익(비지배),818.0,-227.0,-23.0,0.0,-130.0,,,
7,자산총계,72988.0,62486.0,60778.0,56596.0,48112.0,45934.0,46006.0,46243.0
8,부채총계,40566.0,29840.0,26621.0,21670.0,21255.0,20072.0,19274.0,18619.0
9,자본총계,32422.0,32646.0,34157.0,34926.0,26857.0,25862.0,26731.0,27623.0
10,자본총계(지배),29553.0,31957.0,33523.0,34294.0,26357.0,25322.0,26180.0,27004.0
11,자본총계(비지배),2869.0,689.0,634.0,,,,,
12,자본금,1272.0,1272.0,1272.0,1272.0,1272.0,1270.0,1270.0,1270.0
13,영업활동현금흐름,205.0,4076.0,4803.0,6765.0,-399.0,5191.0,3403.0,3702.0
14,투자활동현금흐름,-1971.0,-1393.0,4157.0,-3989.0,-2715.0,-1521.0,-1603.0,-1192.0
15,재무활동현금흐름,1683.0,-4039.0,-2951.0,-4602.0,427.0,-678.0,-1120.0,-996.0
16,CAPEX,8760.0,4418.0,1127.0,2767.0,2306.0,1521.0,1558.0,1668.0
17,FCF,-8555.0,-342.0,3676.0,3999.0,-2705.0,1848.0,678.0,918.0
18,이자발생부채,26275.0,22442.0,19161.0,15088.0,15958.0,,,
19,영업이익률,-6.28,4.84,7.83,5.1,-6.93,-4.01,5.1,6.77
20,순이익률,7.91,8.02,6.41,3.34,-30.99,-4.05,3.79,5.15
21,ROE(%),3.49,7.87,7.17,3.06,-26.2,-3.22,3.15,4.52
22,ROA(%),2.47,3.24,3.77,1.77,-15.42,-1.81,1.8,2.64
23,부채비율,125.12,91.4,77.94,62.05,79.14,77.61,72.11,67.4
24,자본유보율,2208.55,2391.3,2564.28,2604.63,1956.46,,,
25,EPS(원),4206.0,10152.0,9849.0,4352.0,-33308.0,-3485.0,3405.0,5044.0
26,PER(배),17.83,7.75,13.81,24.59,,,11.57,7.81
27,BPS(원),123914.0,133995.0,140563.0,143796.0,110515.0,106882.0,110504.0,113982.0
28,PBR(배),0.61,0.59,0.97,0.74,0.57,0.37,0.36,0.35
29,현금DPS(원),0.0,400.0,1950.0,850.0,,0.0,200.0,520.0
30,현금배당수익률,0.0,0.51,1.43,0.79,,0.0,0.51,1.32
31,현금배당성향(%),0.0,3.94,19.8,19.53,0.0,,5.87,10.31
32,발행주식수(보통주),23849371.0,23849371.0,23849371.0,23849371.0,23849371.0,,,
