,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS별도),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS별도),2019/12  (IFRS별도),2020/12(E)  (IFRS별도),2021/12(E)  (IFRS별도),2022/12(E)  (IFRS별도)
0,매출액,11751.0,10965.0,11224.0,12427.0,11872.0,,,
1,영업이익,241.0,127.0,281.0,170.0,153.0,,,
2,영업이익(발표기준),241.0,127.0,281.0,170.0,153.0,,,
3,세전계속사업이익,259.0,187.0,347.0,157.0,220.0,,,
4,당기순이익,205.0,144.0,267.0,84.0,160.0,,,
5,당기순이익(지배),205.0,145.0,269.0,84.0,160.0,,,
6,당기순이익(비지배),,-1.0,-1.0,-1.0,,,,
7,자산총계,5162.0,5304.0,5572.0,5479.0,5811.0,,,
8,부채총계,1306.0,1325.0,1358.0,1232.0,1472.0,,,
9,자본총계,3856.0,3980.0,4214.0,4247.0,4340.0,,,
10,자본총계(지배),3856.0,3976.0,4212.0,4247.0,4340.0,,,
11,자본총계(비지배),,3.0,2.0,,,,,
12,자본금,497.0,497.0,497.0,497.0,497.0,,,
13,영업활동현금흐름,799.0,567.0,307.0,80.0,453.0,,,
14,투자활동현금흐름,-101.0,-327.0,-193.0,-1066.0,-288.0,,,
15,재무활동현금흐름,-221.0,-244.0,189.0,-54.0,-1.0,,,
16,CAPEX,115.0,358.0,193.0,128.0,121.0,,,
17,FCF,684.0,209.0,115.0,-48.0,332.0,,,
18,이자발생부채,465.0,257.0,455.0,432.0,512.0,,,
19,영업이익률,2.05,1.16,2.51,1.37,1.29,,,
20,순이익률,1.74,1.31,2.38,0.67,1.35,,,
21,ROE(%),5.43,,6.56,1.97,3.74,,,
22,ROA(%),3.95,,4.91,1.51,2.84,,,
23,부채비율,33.87,33.28,32.22,29.01,33.91,,,
24,자본유보율,691.56,715.79,763.21,770.25,788.85,,,
25,EPS(원),412.0,292.0,541.0,168.0,323.0,,,
26,PER(배),24.65,28.78,19.8,68.42,25.27,,,
27,BPS(원),8042.0,8293.0,8784.0,8857.0,9051.0,,,
28,PBR(배),1.26,1.01,1.22,1.3,0.9,,,
29,현금DPS(원),60.0,45.0,80.0,50.0,60.0,,,
30,현금배당수익률,0.59,0.54,0.75,0.43,0.74,,,
31,현금배당성향(%),14.07,14.88,14.29,28.71,17.94,,,
32,발행주식수(보통주),49678843.0,49678843.0,49678843.0,49678843.0,49678843.0,,,
