,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,12183.0,13008.0,9633.0,10263.0,10424.0,10810.0,11640.0,12210.0
1,영업이익,985.0,1269.0,880.0,788.0,752.0,876.0,1010.0,1110.0
2,영업이익(발표기준),985.0,1269.0,880.0,788.0,752.0,,,
3,세전계속사업이익,567.0,1074.0,888.0,652.0,626.0,770.0,903.0,1020.0
4,당기순이익,461.0,806.0,847.0,636.0,468.0,590.0,690.0,780.0
5,당기순이익(지배),310.0,578.0,684.0,534.0,382.0,495.0,583.0,660.0
6,당기순이익(비지배),151.0,227.0,163.0,102.0,86.0,,,
7,자산총계,12724.0,13087.0,11807.0,11241.0,11546.0,13380.0,12580.0,12980.0
8,부채총계,9609.0,9222.0,6904.0,5875.0,5808.0,7190.0,5830.0,5580.0
9,자본총계,3114.0,3865.0,4903.0,5365.0,5738.0,6190.0,6750.0,7400.0
10,자본총계(지배),2188.0,2709.0,3866.0,4245.0,4537.0,4900.0,5360.0,5890.0
11,자본총계(비지배),926.0,1157.0,1037.0,,,,,
12,자본금,1217.0,1217.0,1294.0,1294.0,1294.0,1290.0,1290.0,1290.0
13,영업활동현금흐름,1669.0,1100.0,421.0,750.0,1227.0,1340.0,1400.0,1610.0
14,투자활동현금흐름,-863.0,-32.0,78.0,-364.0,-1227.0,-1190.0,-800.0,-830.0
15,재무활동현금흐름,217.0,-1067.0,-1550.0,-121.0,-311.0,1040.0,-1740.0,-560.0
16,CAPEX,626.0,414.0,361.0,865.0,1277.0,1200.0,810.0,840.0
17,FCF,1044.0,686.0,60.0,-115.0,-51.0,,,
18,이자발생부채,5935.0,5136.0,3782.0,3923.0,3905.0,,,
19,영업이익률,8.08,9.75,9.13,7.68,7.21,8.1,8.68,9.09
20,순이익률,3.78,6.19,8.79,6.2,4.49,5.46,5.93,6.39
21,ROE(%),15.73,23.62,20.8,13.17,8.69,10.49,11.37,11.73
22,ROA(%),3.85,6.24,6.8,5.52,4.11,4.73,5.32,6.1
23,부채비율,308.55,238.58,140.82,109.51,101.23,116.16,86.37,75.41
24,자본유보율,123.46,166.89,187.62,215.07,234.62,,,
25,EPS(원),1274.0,2376.0,2753.0,2064.0,1474.0,1912.0,2252.0,2550.0
26,PER(배),69.23,25.13,17.07,13.25,19.94,12.55,10.66,9.41
27,BPS(원),8989.0,11127.0,15049.0,16527.0,17664.0,19076.0,20867.0,22930.0
28,PBR(배),9.81,5.37,3.12,1.65,1.66,1.26,1.15,1.05
29,현금DPS(원),250.0,250.0,500.0,500.0,500.0,500.0,500.0,500.0
30,현금배당수익률,0.28,0.42,1.06,1.83,1.7,2.08,2.08,2.08
31,현금배당성향(%),19.67,10.55,18.8,24.06,33.69,25.88,21.97,19.41
32,발행주식수(보통주),24079554.0,24079554.0,25618511.0,25618511.0,25618511.0,,,
