,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,41925.0,78340.0,102986.0,133219.0,154310.0,184251.0,112180.0,120700.0
1,영업이익,1485.0,32.0,6278.0,5123.0,7280.0,6122.0,7579.0,8220.0
2,영업이익(발표기준),1485.0,32.0,6278.0,5123.0,7280.0,,,
3,세전계속사업이익,2261.0,209.0,6647.0,5850.0,8937.0,7000.0,8354.0,9057.0
4,당기순이익,1746.0,157.0,5049.0,4620.0,6642.0,5102.0,6139.0,6608.0
5,당기순이익(지배),1698.0,393.0,5032.0,4566.0,6590.0,5091.0,6135.0,6650.0
6,당기순이익(비지배),49.0,-236.0,18.0,54.0,53.0,,,
7,자산총계,284160.0,572678.0,906266.0,1180855.0,1331498.0,1296274.0,1430262.0,1911713.0
8,부채총계,249640.0,506020.0,832421.0,1097331.0,1239562.0,1200455.0,1329551.0,1805705.0
9,자본총계,34520.0,66658.0,73845.0,83524.0,91936.0,95818.0,92529.0,106009.0
10,자본총계(지배),34287.0,66389.0,73567.0,83136.0,91278.0,94946.0,99919.0,105175.0
11,자본총계(비지배),234.0,269.0,278.0,,,,,
12,자본금,16981.0,34020.0,34020.0,41020.0,41020.0,41020.0,41020.0,41020.0
13,영업활동현금흐름,-38435.0,50146.0,-41446.0,-48755.0,-33753.0,,,
14,투자활동현금흐름,-36.0,-540.0,-4586.0,-28419.0,-21601.0,,,
15,재무활동현금흐름,41128.0,-33635.0,40500.0,80542.0,59158.0,,,
16,CAPEX,68.0,526.0,466.0,642.0,827.0,,,
17,FCF,,,,,,,,
18,이자발생부채,29465.0,67478.0,68976.0,139641.0,187644.0,,,
19,영업이익률,3.54,0.04,6.09,3.85,4.72,3.32,6.76,6.81
20,순이익률,4.17,0.2,4.9,3.47,4.3,2.77,5.47,5.47
21,ROE(%),4.47,0.78,7.19,5.83,7.56,5.47,6.3,6.49
22,ROA(%),0.57,0.09,0.68,0.44,0.52,0.39,0.45,0.4
23,부채비율,723.17,759.13,1127.25,1313.8,1348.28,1252.85,1436.9,1703.36
24,자본유보율,105.98,98.57,118.9,105.13,125.63,,,
25,EPS(원),498.0,115.0,740.0,576.0,811.0,627.0,755.0,819.0
26,PER(배),18.59,61.72,12.15,11.34,9.31,9.84,8.17,7.54
27,BPS(원),10229.0,12821.0,13002.0,11900.0,13050.0,13786.0,14508.0,15272.0
28,PBR(배),0.91,0.55,0.69,0.55,0.58,0.45,0.43,0.4
29,현금DPS(원),330.0,50.0,220.0,220.0,260.0,215.0,248.0,267.0
30,현금배당수익률,3.56,0.71,2.45,3.37,3.44,3.49,4.03,4.33
31,현금배당성향(%),65.4,66.02,24.78,33.71,27.63,27.86,26.65,26.42
32,발행주식수(보통주),326700891.0,666316408.0,666316408.0,658316408.0,658316408.0,,,
