,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,50558.0,60819.0,71104.0,92197.0,104151.0,109248.0,116850.0,123988.0
1,영업이익,1866.0,2284.0,2357.0,2427.0,3072.0,3346.0,3988.0,4544.0
2,영업이익(발표기준),1866.0,2284.0,2357.0,2427.0,3072.0,,,
3,세전계속사업이익,803.0,910.0,884.0,998.0,938.0,1473.0,2175.0,2803.0
4,당기순이익,490.0,682.0,542.0,666.0,509.0,961.0,1435.0,1855.0
5,당기순이익(지배),459.0,558.0,468.0,527.0,397.0,852.0,1247.0,1597.0
6,당기순이익(비지배),30.0,124.0,74.0,139.0,112.0,,,
7,자산총계,45005.0,55212.0,62860.0,78686.0,91100.0,93516.0,95696.0,97805.0
8,부채총계,21288.0,27819.0,35262.0,47378.0,54548.0,56354.0,57137.0,57484.0
9,자본총계,23717.0,27393.0,27598.0,31307.0,36552.0,37163.0,38559.0,40321.0
10,자본총계(지배),23233.0,23461.0,23487.0,26541.0,29918.0,30414.0,31670.0,33234.0
11,자본총계(비지배),484.0,3932.0,4111.0,,,,,
12,자본금,1141.0,1141.0,1141.0,1141.0,1141.0,1140.0,1140.0,1140.0
13,영업활동현금흐름,1719.0,2084.0,2464.0,618.0,8492.0,4804.0,6484.0,7223.0
14,투자활동현금흐름,-864.0,-7055.0,-6896.0,-8435.0,-3187.0,-2592.0,-4142.0,-4054.0
15,재무활동현금흐름,-1008.0,5432.0,4565.0,7785.0,-4726.0,2075.0,-326.0,-504.0
16,CAPEX,873.0,2332.0,4846.0,5197.0,4144.0,3826.0,3459.0,3421.0
17,FCF,846.0,-248.0,-2382.0,-4578.0,4348.0,1690.0,1936.0,3016.0
18,이자발생부채,14047.0,17962.0,22410.0,29212.0,31120.0,,,
19,영업이익률,3.69,3.76,3.31,2.63,2.95,3.06,3.41,3.67
20,순이익률,0.97,1.12,0.76,0.72,0.49,0.88,1.23,1.5
21,ROE(%),2.01,2.39,1.99,2.11,1.41,2.82,4.02,4.92
22,ROA(%),1.08,1.36,0.92,0.94,0.6,1.04,1.52,1.92
23,부채비율,89.76,101.56,127.77,151.33,149.23,151.64,148.18,142.56
24,자본유보율,2397.03,2446.27,2453.87,2500.96,2489.33,,,
25,EPS(원),2014.0,2446.0,2050.0,2309.0,1741.0,3735.0,5466.0,6999.0
26,PER(배),94.84,73.19,68.28,72.33,89.01,43.11,29.46,23.0
27,BPS(원),131810.0,133105.0,133253.0,146187.0,164787.0,167520.0,174440.0,183052.0
28,PBR(배),1.45,1.34,1.05,1.14,0.94,0.96,0.92,0.88
29,현금DPS(원),0.0,,,,,0.0,8.0,33.0
30,현금배당수익률,0.0,,,,,0.0,0.0,0.02
31,현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,0.14,0.48
32,발행주식수(보통주),22812344.0,22812344.0,22812344.0,22812344.0,22812344.0,,,
