,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,6666.0,7731.0,6797.0,6693.0,8074.0,9230.0,9446.0,9517.0
1,영업이익,1250.0,1724.0,1432.0,1130.0,1813.0,2510.0,2607.0,2575.0
2,영업이익(발표기준),1250.0,1724.0,1432.0,1130.0,1813.0,,,
3,세전계속사업이익,1158.0,855.0,1050.0,961.0,1440.0,2330.0,2391.0,2493.0
4,당기순이익,1267.0,883.0,1102.0,868.0,1046.0,1787.0,1814.0,1882.0
5,당기순이익(지배),1267.0,883.0,1102.0,868.0,1046.0,1700.0,1772.0,1882.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,9846.0,9868.0,9940.0,10665.0,10889.0,12625.0,14183.0,15842.0
8,부채총계,7306.0,6449.0,5382.0,5081.0,4442.0,4544.0,4439.0,4369.0
9,자본총계,2541.0,3419.0,4558.0,5584.0,6447.0,8081.0,9744.0,11473.0
10,자본총계(지배),2541.0,3419.0,4558.0,5584.0,6447.0,8081.0,9744.0,11473.0
11,자본총계(비지배),,,,,,,,
12,자본금,2226.0,2226.0,2226.0,2226.0,2226.0,2226.0,2226.0,2226.0
13,영업활동현금흐름,1527.0,2483.0,1831.0,1803.0,1611.0,2618.0,2762.0,2835.0
14,투자활동현금흐름,-122.0,-1210.0,-1019.0,-1173.0,-1240.0,-1118.0,-1158.0,-1134.0
15,재무활동현금흐름,-718.0,-1185.0,-858.0,-509.0,-709.0,-153.0,-139.0,-99.0
16,CAPEX,956.0,923.0,759.0,1095.0,891.0,1050.0,1103.0,1158.0
17,FCF,572.0,1561.0,1072.0,708.0,720.0,1826.0,1935.0,1922.0
18,이자발생부채,5257.0,4223.0,3556.0,3050.0,2527.0,,,
19,영업이익률,18.75,22.3,21.07,16.88,22.45,27.2,27.6,27.06
20,순이익률,19.01,11.43,16.21,12.97,12.96,19.36,19.2,19.78
21,ROE(%),67.63,29.65,27.62,17.12,17.39,23.41,19.88,17.74
22,ROA(%),12.87,8.96,11.13,8.43,9.71,15.2,13.53,12.54
23,부채비율,287.57,188.6,118.07,91.0,68.91,56.23,45.56,38.08
24,자본유보율,46.15,87.08,137.66,186.48,226.34,,,
25,EPS(원),2847.0,1985.0,2475.0,1951.0,2351.0,3820.0,3980.0,4228.0
26,PER(배),5.02,8.01,4.85,5.56,11.74,7.49,7.19,6.76
27,BPS(원),5870.0,7900.0,10531.0,12863.0,14844.0,18605.0,22433.0,26414.0
28,PBR(배),2.44,2.01,1.14,0.84,1.86,1.54,1.27,1.08
29,현금DPS(원),0.0,0.0,250.0,250.0,350.0,350.0,350.0,350.0
30,현금배당수익률,0.0,0.0,2.08,2.3,1.27,1.22,1.22,1.22
31,현금배당성향(%),0.0,0.0,9.95,12.5,14.53,9.14,8.77,8.26
32,발행주식수(보통주),44367832.0,44367832.0,44367832.0,44398588.0,44398588.0,,,
