,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,22579.0,22483.0,18690.0,72712.0,88562.0,87738.0,92145.0,95038.0
1,영업이익,1445.0,1278.0,-68.0,984.0,1749.0,1937.0,2545.0,2910.0
2,영업이익(발표기준),1445.0,1278.0,-68.0,984.0,1749.0,,,
3,세전계속사업이익,1130.0,962.0,5174.0,3386.0,-5462.0,1077.0,2250.0,3132.0
4,당기순이익,792.0,752.0,4953.0,1107.0,-4116.0,756.0,1748.0,2422.0
5,당기순이익(지배),752.0,698.0,4688.0,1851.0,-3595.0,706.0,1593.0,2186.0
6,당기순이익(비지배),39.0,54.0,265.0,-744.0,-521.0,,,
7,자산총계,43259.0,39918.0,218971.0,276183.0,156058.0,161732.0,165392.0,168334.0
8,부채총계,16233.0,14298.0,144072.0,191849.0,78132.0,83220.0,84960.0,86128.0
9,자본총계,27025.0,25621.0,74898.0,84335.0,77925.0,78512.0,80432.0,82206.0
10,자본총계(지배),25872.0,24426.0,61148.0,71130.0,66998.0,67725.0,69628.0,71458.0
11,자본총계(비지배),1153.0,1195.0,13751.0,,,,,
12,자본금,71.0,71.0,149.0,212.0,212.0,210.0,210.0,210.0
13,영업활동현금흐름,2183.0,1136.0,-6840.0,-8267.0,6541.0,5654.0,6388.0,6672.0
14,투자활동현금흐름,-2573.0,-591.0,13058.0,-22480.0,8478.0,-5584.0,-3002.0,-3186.0
15,재무활동현금흐름,1761.0,-1360.0,-3272.0,34136.0,-21642.0,-768.0,-3588.0,-3904.0
16,CAPEX,1532.0,1014.0,612.0,2397.0,2632.0,2802.0,3000.0,3352.0
17,FCF,651.0,122.0,-7452.0,-10663.0,3910.0,2766.0,3302.0,3230.0
18,이자발생부채,7386.0,6305.0,98120.0,50454.0,46813.0,,,
19,영업이익률,6.4,5.68,-0.36,1.35,1.97,2.21,2.76,3.06
20,순이익률,3.51,3.35,26.5,1.52,-4.65,0.86,1.9,2.55
21,ROE(%),2.97,2.78,10.96,2.8,-5.21,1.05,2.32,3.1
22,ROA(%),1.9,1.81,3.83,0.45,-1.9,0.48,1.07,1.45
23,부채비율,60.07,55.81,192.36,227.48,100.27,106.0,105.63,104.77
24,자본유보율,24718.38,25434.12,50440.01,48528.98,43217.52,,,
25,EPS(원),2117.0,1965.0,10602.0,1746.0,-3395.0,667.0,1504.0,2064.0
26,PER(배),30.54,25.78,6.14,30.18,,51.42,22.8,16.62
27,BPS(원),72808.0,68737.0,100791.0,99465.0,93687.0,94703.0,97364.0,99923.0
28,PBR(배),0.89,0.74,0.65,0.53,0.42,0.36,0.35,0.34
29,현금DPS(원),451.0,452.0,0.0,800.0,1100.0,860.0,1080.0,1210.0
30,현금배당수익률,0.7,0.89,0.0,1.52,2.82,2.51,3.15,3.53
31,현금배당성향(%),21.29,23.01,0.0,30.93,-21.89,127.72,71.12,58.07
32,발행주식수(보통주),35535000.0,35535000.0,73683000.0,104909237.0,104909237.0,,,
