,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,6613.0,7142.0,7444.0,7464.0,7721.0,,,
1,영업이익,827.0,904.0,661.0,462.0,335.0,,,
2,영업이익(발표기준),827.0,904.0,661.0,462.0,335.0,,,
3,세전계속사업이익,880.0,886.0,641.0,508.0,390.0,,,
4,당기순이익,689.0,672.0,498.0,396.0,319.0,,,
5,당기순이익(지배),689.0,672.0,498.0,396.0,319.0,,,
6,당기순이익(비지배),,,,,0.0,,,
7,자산총계,7039.0,8218.0,8752.0,8605.0,8856.0,,,
8,부채총계,1442.0,2074.0,1996.0,1696.0,1754.0,,,
9,자본총계,5596.0,6144.0,6756.0,6909.0,7102.0,,,
10,자본총계(지배),5596.0,6144.0,6756.0,6909.0,7101.0,,,
11,자본총계(비지배),,,,,,,,
12,자본금,52.0,52.0,52.0,52.0,52.0,,,
13,영업활동현금흐름,931.0,1489.0,767.0,530.0,619.0,,,
14,투자활동현금흐름,-647.0,-1067.0,-754.0,-652.0,-592.0,,,
15,재무활동현금흐름,-65.0,-130.0,-121.0,-72.0,-14.0,,,
16,CAPEX,582.0,491.0,779.0,588.0,891.0,,,
17,FCF,349.0,998.0,-12.0,-58.0,-272.0,,,
18,이자발생부채,94.0,34.0,28.0,31.0,99.0,,,
19,영업이익률,12.5,12.66,8.88,6.19,4.34,,,
20,순이익률,10.42,9.41,6.69,5.31,4.13,,,
21,ROE(%),13.01,11.45,7.72,5.8,4.55,,,
22,ROA(%),10.2,8.81,5.87,4.56,3.65,,,
23,부채비율,25.77,33.75,29.55,24.55,24.7,,,
24,자본유보율,10335.81,11476.6,12317.41,13123.53,13584.26,,,
25,EPS(원),6614.0,6452.0,4783.0,3803.0,3062.0,,,
26,PER(배),14.85,12.2,13.99,10.68,13.96,,,
27,BPS(원),53734.0,58993.0,64864.0,66337.0,68181.0,,,
28,PBR(배),1.83,1.33,1.03,0.61,0.63,,,
29,현금DPS(원),600.0,700.0,700.0,700.0,700.0,,,
30,현금배당수익률,0.61,0.89,1.05,1.72,1.64,,,
31,현금배당성향(%),9.07,10.85,14.63,18.41,22.86,,,
32,발행주식수(보통주),10415000.0,10415000.0,10415000.0,10415000.0,10415000.0,,,
