,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,95137.0,98538.0,123355.0,109845.0,97001.0,108069.0,107102.0,110479.0
1,영업이익,2718.0,4194.0,5459.0,8454.0,11301.0,11470.0,10383.0,10492.0
2,영업이익(발표기준),2718.0,4194.0,5459.0,8454.0,11301.0,,,
3,세전계속사업이익,4362.0,4364.0,6753.0,8944.0,9578.0,11171.0,10425.0,10631.0
4,당기순이익,2170.0,2932.0,5080.0,6781.0,7103.0,8339.0,7687.0,7888.0
5,당기순이익(지배),2068.0,2653.0,4905.0,6464.0,6650.0,7732.0,7182.0,7326.0
6,당기순이익(비지배),102.0,279.0,175.0,317.0,453.0,,,
7,자산총계,120649.0,123915.0,134025.0,128337.0,134452.0,143804.0,150249.0,158785.0
8,부채총계,72591.0,72461.0,77081.0,67835.0,67085.0,69093.0,68454.0,69746.0
9,자본총계,48058.0,51454.0,56943.0,60502.0,67367.0,74710.0,81795.0,89039.0
10,자본총계(지배),43448.0,46109.0,50643.0,53900.0,59373.0,66252.0,72962.0,79771.0
11,자본총계(비지배),4610.0,5344.0,6301.0,,,,,
12,자본금,2185.0,2185.0,2185.0,2185.0,2185.0,2189.0,2189.0,2189.0
13,영업활동현금흐름,3849.0,1470.0,4376.0,11045.0,9522.0,8980.0,8130.0,8999.0
14,투자활동현금흐름,-1020.0,-6994.0,-2374.0,-3808.0,-1373.0,-3488.0,-3425.0,-4143.0
15,재무활동현금흐름,5107.0,-463.0,1539.0,-5256.0,-3868.0,-501.0,-842.0,-729.0
16,CAPEX,1955.0,2541.0,2360.0,1485.0,1685.0,1917.0,2420.0,2685.0
17,FCF,1894.0,-1071.0,2017.0,9560.0,7837.0,5665.0,5355.0,5760.0
18,이자발생부채,29547.0,28277.0,31545.0,26594.0,27166.0,,,
19,영업이익률,2.86,4.26,4.42,7.7,11.65,10.61,9.7,9.5
20,순이익률,2.28,2.97,4.12,6.17,7.32,7.72,7.18,7.14
21,ROE(%),4.82,5.92,10.14,12.37,11.74,12.31,10.32,9.59
22,ROA(%),1.92,2.4,3.94,5.17,5.41,5.99,5.23,5.1
23,부채비율,151.05,140.83,135.37,112.12,99.58,92.48,83.69,78.33
24,자본유보율,1911.89,2039.97,2259.89,2440.21,2685.75,,,
25,EPS(원),5357.0,6873.0,12707.0,16746.0,17228.0,20032.0,18606.0,18979.0
26,PER(배),12.53,12.67,6.48,6.12,5.25,4.61,4.96,4.86
27,BPS(원),112559.0,119454.0,131198.0,139638.0,153815.0,171637.0,189022.0,206660.0
28,PBR(배),0.6,0.73,0.63,0.73,0.59,0.54,0.49,0.45
29,현금DPS(원),300.0,300.0,1000.0,1700.0,1300.0,1358.0,1363.0,1371.0
30,현금배당수익률,0.45,0.34,1.21,1.66,1.44,1.47,1.48,1.48
31,현금배당성향(%),5.69,4.44,7.91,10.18,7.57,6.11,6.6,6.51
32,발행주식수(보통주),34800000.0,34800000.0,34800000.0,34800000.0,34800000.0,,,
