,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,340237.0,345998.0,391711.0,325159.0,386501.0,,,
1,영업이익,10105.0,16141.0,27181.0,31522.0,32587.0,29763.0,31072.0,32416.0
2,영업이익(발표기준),10105.0,16141.0,27181.0,31522.0,32587.0,,,
3,세전계속사업이익,11964.0,18200.0,27987.0,31497.0,34081.0,30091.0,31317.0,32142.0
4,당기순이익,9543.0,13997.0,21166.0,22752.0,24256.0,21660.0,22403.0,23331.0
5,당기순이익(지배),9097.0,13305.0,20368.0,22333.0,23916.0,20619.0,21136.0,21799.0
6,당기순이익(비지배),445.0,693.0,798.0,418.0,340.0,,,
7,자산총계,3269127.0,3481775.0,3600893.0,3850086.0,4215061.0,4444449.0,4627500.0,4806963.0
8,부채총계,3039410.0,3247875.0,3352614.0,3579002.0,3925214.0,4140658.0,4307455.0,4468813.0
9,자본총계,229717.0,233900.0,248279.0,271085.0,289848.0,303792.0,320046.0,338148.0
10,자본총계(지배),221497.0,224877.0,238737.0,264292.0,281245.0,293679.0,309689.0,327095.0
11,자본총계(비지배),8221.0,9023.0,9543.0,,,,,
12,자본금,14800.0,14800.0,14800.0,15012.0,15012.0,14972.0,14998.0,14995.0
13,영업활동현금흐름,25255.0,34354.0,60119.0,-54317.0,65299.0,,,
14,투자활동현금흐름,-31681.0,-15753.0,-102530.0,-16107.0,-66233.0,,,
15,재무활동현금흐름,-8272.0,-13217.0,40918.0,38672.0,13556.0,,,
16,CAPEX,5035.0,5577.0,7403.0,4971.0,5706.0,,,
17,FCF,,,,,,,,
18,이자발생부채,453719.0,447387.0,482696.0,554632.0,593762.0,,,
19,영업이익률,2.97,4.67,6.94,9.69,8.43,,,
20,순이익률,2.8,4.05,5.4,7.0,6.28,,,
21,ROE(%),4.2,5.96,8.79,8.88,8.77,7.17,7.01,6.85
22,ROA(%),0.3,0.42,0.6,0.61,0.6,0.5,0.49,0.5
23,부채비율,1323.11,1388.57,1350.34,1320.25,1354.23,1362.99,1345.89,1321.56
24,자본유보율,1452.13,1480.39,1577.55,1705.77,1850.74,,,
25,EPS(원),3093.0,4495.0,6881.0,7457.0,7966.0,6867.0,7040.0,7261.0
26,PER(배),7.63,6.95,7.24,4.86,4.63,4.33,4.23,4.1
27,BPS(원),74829.0,75971.0,80654.0,88026.0,96461.0,100726.0,106217.0,112186.0
28,PBR(배),0.32,0.41,0.62,0.41,0.38,0.3,0.28,0.27
29,현금DPS(원),650.0,1050.0,1550.0,1900.0,2100.0,1858.0,1916.0,1994.0
30,현금배당수익률,2.75,3.36,3.11,5.24,5.69,6.25,6.44,6.7
31,현금배당성향(%),21.15,23.36,22.53,25.54,25.78,27.06,27.22,27.46
32,발행주식수(보통주),296003062.0,296003062.0,296003062.0,300242062.0,300242062.0,,,
