,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,52992.0,58664.0,56847.0,56648.0,59819.0,55909.0,61728.0,64815.0
1,영업이익,2656.0,3050.0,835.0,1974.0,2186.0,1050.0,2364.0,2706.0
2,영업이익(발표기준),2656.0,3050.0,835.0,1974.0,2186.0,,,
3,세전계속사업이익,2012.0,2791.0,193.0,1414.0,1765.0,768.0,2051.0,2419.0
4,당기순이익,1296.0,2101.0,183.0,1129.0,1182.0,541.0,1529.0,1803.0
5,당기순이익(지배),1258.0,1995.0,48.0,1057.0,1105.0,503.0,1431.0,1686.0
6,당기순이익(비지배),38.0,106.0,135.0,73.0,77.0,,,
7,자산총계,41598.0,44644.0,44510.0,44373.0,45956.0,46633.0,48632.0,50470.0
8,부채총계,27941.0,29493.0,30388.0,29555.0,30100.0,30516.0,31307.0,31756.0
9,자본총계,13658.0,15151.0,14123.0,14818.0,15856.0,16117.0,17324.0,18714.0
10,자본총계(지배),13219.0,14647.0,13517.0,14158.0,15117.0,15406.0,16551.0,17854.0
11,자본총계(비지배),438.0,504.0,605.0,,,,,
12,자본금,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0
13,영업활동현금흐름,2176.0,3502.0,2769.0,2869.0,2725.0,3584.0,4329.0,4537.0
14,투자활동현금흐름,-2486.0,-3662.0,-3774.0,-2976.0,-3001.0,-2770.0,-3049.0,-3115.0
15,재무활동현금흐름,711.0,39.0,410.0,100.0,1147.0,-306.0,-387.0,-413.0
16,CAPEX,2700.0,3365.0,2857.0,2625.0,2219.0,2389.0,2435.0,2495.0
17,FCF,-523.0,137.0,-88.0,244.0,506.0,952.0,1830.0,1843.0
18,이자발생부채,12373.0,12895.0,13391.0,13853.0,15984.0,,,
19,영업이익률,5.01,5.2,1.47,3.48,3.65,1.88,3.83,4.17
20,순이익률,2.44,3.58,0.32,1.99,1.98,0.97,2.48,2.78
21,ROE(%),10.57,14.32,0.34,7.64,7.55,3.3,8.96,9.8
22,ROA(%),3.24,4.87,0.41,2.54,2.62,1.17,3.21,3.64
23,부채비율,204.58,194.67,215.17,199.46,189.83,189.34,180.72,169.69
24,자본유보율,2328.59,2674.95,2568.84,2732.44,2888.54,,,
25,EPS(원),2679.0,4248.0,102.0,2250.0,2354.0,1071.0,3048.0,3591.0
26,PER(배),,11.04,605.78,12.87,14.96,24.87,8.74,7.42
27,BPS(원),28232.0,31280.0,28868.0,30236.0,32284.0,32902.0,35347.0,38129.0
28,PBR(배),1.17,1.5,2.14,0.96,1.09,0.81,0.75,0.7
29,현금DPS(원),960.0,1000.0,200.0,500.0,550.0,589.0,675.0,721.0
30,현금배당수익률,2.9,2.13,0.32,1.73,1.56,2.21,2.53,2.7
31,현금배당성향(%),35.73,23.47,195.81,22.16,23.3,54.96,22.15,20.07
32,발행주식수(보통주),46957120.0,46957120.0,46957120.0,46957120.0,46957120.0,,,
