,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,483563.0,395205.0,461627.0,542165.0,498765.0,360307.0,407353.0,441814.0
1,영업이익,19796.0,32283.0,32218.0,21032.0,12693.0,-13969.0,14050.0,16271.0
2,영업이익(발표기준),19796.0,32283.0,32218.0,21032.0,12693.0,,,
3,세전계속사업이익,16541.0,24234.0,32237.0,23875.0,3765.0,-17930.0,9341.0,11028.0
4,당기순이익,8677.0,17214.0,21451.0,16990.0,658.0,-13396.0,7083.0,8048.0
5,당기순이익(지배),8149.0,16713.0,21038.0,16511.0,-357.0,-13356.0,6912.0,7981.0
6,당기순이익(비지배),527.0,501.0,413.0,479.0,1015.0,,,
7,자산총계,313598.0,325813.0,342501.0,358534.0,395261.0,380434.0,404356.0,421479.0
8,부채총계,143135.0,142763.0,149408.0,166791.0,213164.0,213601.0,232554.0,245831.0
9,자본총계,170463.0,183050.0,193093.0,191743.0,182096.0,166833.0,171802.0,175648.0
10,자본총계(지배),158897.0,171032.0,180858.0,181226.0,174681.0,157991.0,162870.0,166619.0
11,자본총계(비지배),11566.0,12019.0,12236.0,,,,,
12,자본금,4686.0,4686.0,4686.0,4686.0,4686.0,4688.0,4688.0,4689.0
13,영업활동현금흐름,40857.0,36778.0,21802.0,16995.0,18258.0,13237.0,15364.0,20376.0
14,투자활동현금흐름,-13454.0,-20561.0,-10661.0,-24694.0,-31668.0,-24712.0,-28311.0,-25805.0
15,재무활동현금흐름,-27683.0,-20186.0,-16707.0,6043.0,16861.0,12553.0,9820.0,6442.0
16,CAPEX,4488.0,6070.0,9384.0,12715.0,25766.0,27521.0,23920.0,21527.0
17,FCF,36369.0,30708.0,12418.0,4280.0,-7508.0,-12895.0,-7003.0,676.0
18,이자발생부채,81748.0,65697.0,55779.0,80138.0,122921.0,,,
19,영업이익률,4.09,8.17,6.98,3.88,2.54,-3.88,3.45,3.68
20,순이익률,1.79,4.36,4.65,3.13,0.13,-3.72,1.74,1.82
21,ROE(%),5.28,10.13,11.96,9.12,-0.2,-8.03,4.31,4.84
22,ROA(%),2.61,5.38,6.42,4.85,0.18,-3.45,1.81,1.95
23,부채비율,83.97,77.99,77.38,86.99,117.06,128.03,135.36,139.96
24,자본유보율,3272.47,3533.1,3800.39,3989.65,3828.88,,,
25,EPS(원),8696.0,17834.0,22449.0,17619.0,-381.0,-14252.0,7375.0,8516.0
26,PER(배),14.95,8.21,9.11,10.19,,,16.07,13.91
27,BPS(원),170504.0,183525.0,194069.0,205445.0,198025.0,189022.0,194859.0,199344.0
28,PBR(배),0.76,0.8,1.05,0.87,0.76,0.63,0.61,0.59
29,현금DPS(원),4800.0,6400.0,8000.0,8000.0,3000.0,1494.0,3037.0,3617.0
30,현금배당수익률,3.69,4.37,3.91,4.46,2.0,1.26,2.56,3.05
31,현금배당성향(%),54.9,35.69,35.44,42.9,-740.62,-10.34,40.63,41.91
32,발행주식수(보통주),92465564.0,92465564.0,92465564.0,92465564.0,92465564.0,,,
