,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,121795.0,134624.0,155801.0,177444.0,177861.0,171417.0,181520.0,189211.0
1,영업이익,16043.0,17542.0,20408.0,22098.0,20331.0,14867.0,20437.0,21702.0
2,영업이익(발표기준),15818.0,17542.0,20408.0,22098.0,20331.0,,,
3,세전계속사업이익,13091.0,16291.0,18740.0,19397.0,17736.0,12553.0,18190.0,19450.0
4,당기순이익,5093.0,9233.0,10919.0,10305.0,6689.0,4939.0,8453.0,9063.0
5,당기순이익(지배),4922.0,8057.0,9862.0,9032.0,5440.0,4116.0,7407.0,7953.0
6,당기순이익(비지배),171.0,1176.0,1057.0,1273.0,1250.0,,,
7,자산총계,190230.0,203412.0,220037.0,226310.0,247393.0,250964.0,258610.0,270198.0
8,부채총계,109252.0,114209.0,123411.0,121060.0,137397.0,138234.0,139519.0,143741.0
9,자본총계,80979.0,89203.0,96626.0,105250.0,109995.0,112730.0,119092.0,126458.0
10,자본총계(지배),63209.0,69642.0,77302.0,84904.0,88778.0,90781.0,96321.0,103180.0
11,자본총계(비지배),17770.0,19561.0,19324.0,,,,,
12,자본금,4735.0,4735.0,4735.0,4735.0,4735.0,4739.0,4739.0,4739.0
13,영업활동현금흐름,6530.0,8517.0,13065.0,12692.0,15864.0,12760.0,13420.0,14225.0
14,투자활동현금흐름,-29441.0,-5236.0,-14182.0,-8359.0,-3438.0,-7990.0,-8463.0,-8999.0
15,재무활동현금흐름,22044.0,-3363.0,3345.0,-5150.0,-11664.0,-896.0,-2376.0,-1740.0
16,CAPEX,17766.0,9231.0,11180.0,7313.0,7357.0,7489.0,7610.0,7581.0
17,FCF,-11236.0,-714.0,1885.0,5379.0,8508.0,884.0,2320.0,2506.0
18,이자발생부채,83717.0,85234.0,90669.0,90110.0,106009.0,,,
19,영업이익률,13.17,13.03,13.1,12.45,11.43,8.67,11.26,11.47
20,순이익률,4.18,6.86,7.01,5.81,3.76,2.88,4.66,4.79
21,ROE(%),8.05,12.13,13.42,11.14,6.26,4.59,7.92,7.97
22,ROA(%),2.99,4.69,5.16,4.62,2.82,1.98,3.32,3.43
23,부채비율,134.91,128.03,127.72,115.02,124.91,122.62,117.15,113.67
24,자본유보율,1895.01,2031.22,2190.74,2342.86,2420.64,,,
25,EPS(원),5198.0,8508.0,10414.0,9537.0,5744.0,4347.0,7821.0,8398.0
26,PER(배),9.75,6.36,5.97,5.41,8.98,8.67,4.82,4.49
27,BPS(원),66764.0,73559.0,81650.0,89680.0,93771.0,95887.0,101739.0,108983.0
28,PBR(배),0.76,0.74,0.76,0.58,0.55,0.39,0.37,0.35
29,현금DPS(원),1500.0,1600.0,1800.0,1900.0,1900.0,1812.0,1850.0,1886.0
30,현금배당수익률,2.96,2.96,2.89,3.68,3.68,4.81,4.91,5.0
31,현금배당성향(%),28.87,18.81,17.29,19.93,33.08,40.91,23.21,22.03
32,발행주식수(보통주),92915378.0,92915378.0,92915378.0,92915378.0,92915378.0,,,
