,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,24657.0,23594.0,26535.0,27678.0,25398.0,28894.0,32647.0,35580.0
1,영업이익,2179.0,1493.0,1757.0,2011.0,1551.0,2018.0,2946.0,3408.0
2,영업이익(발표기준),2181.0,1493.0,1757.0,2011.0,1551.0,,,
3,세전계속사업이익,4155.0,1196.0,1807.0,1821.0,733.0,2673.0,2278.0,2678.0
4,당기순이익,2456.0,293.0,1363.0,1410.0,674.0,1907.0,1724.0,2021.0
5,당기순이익(지배),2722.0,428.0,1100.0,1206.0,597.0,1628.0,1358.0,1615.0
6,당기순이익(비지배),-266.0,-136.0,263.0,205.0,77.0,,,
7,자산총계,36882.0,35288.0,36673.0,38331.0,39730.0,47826.0,50735.0,53104.0
8,부채총계,21319.0,20049.0,20737.0,21383.0,22466.0,27545.0,29281.0,30466.0
9,자본총계,15563.0,15239.0,15936.0,16948.0,17264.0,20280.0,21453.0,22638.0
10,자본총계(지배),14439.0,14059.0,14500.0,15327.0,15593.0,17654.0,18601.0,19925.0
11,자본총계(비지배),1124.0,1180.0,1436.0,,,,,
12,자본금,1840.0,1877.0,1877.0,1877.0,1877.0,1878.0,1878.0,1878.0
13,영업활동현금흐름,1085.0,2491.0,2093.0,2316.0,405.0,3151.0,3089.0,3448.0
14,투자활동현금흐름,-962.0,-39.0,-1757.0,-2128.0,-2727.0,-6370.0,-3375.0,-3221.0
15,재무활동현금흐름,-264.0,-1818.0,380.0,-348.0,1505.0,4278.0,763.0,395.0
16,CAPEX,681.0,803.0,1203.0,1847.0,2547.0,5056.0,3378.0,2946.0
17,FCF,404.0,1688.0,891.0,469.0,-2141.0,-1893.0,778.0,1351.0
18,이자발생부채,15424.0,13485.0,14146.0,14573.0,16854.0,,,
19,영업이익률,8.84,6.33,6.62,7.27,6.11,6.98,9.02,9.58
20,순이익률,9.96,1.24,5.14,5.1,2.65,6.6,5.28,5.68
21,ROE(%),20.46,3.01,7.7,8.09,3.86,9.8,7.49,8.38
22,ROA(%),6.66,0.81,3.79,3.76,1.73,4.36,3.5,3.89
23,부채비율,136.98,131.56,130.13,126.17,130.13,135.82,136.49,134.58
24,자본유보율,682.21,685.31,734.66,780.98,794.35,,,
25,EPS(원),7426.0,1150.0,2931.0,3213.0,1591.0,4338.0,3617.0,4303.0
26,PER(배),4.55,28.7,16.03,11.14,32.06,13.16,15.78,13.27
27,BPS(원),39550.0,39069.0,40937.0,43272.0,44022.0,49841.0,52516.0,56251.0
28,PBR(배),0.85,0.84,1.15,0.83,1.16,1.15,1.09,1.02
29,현금DPS(원),750.0,750.0,900.0,1000.0,1000.0,1013.0,1077.0,1089.0
30,현금배당수익률,2.22,2.27,1.91,2.79,1.96,1.77,1.89,1.91
31,현금배당성향(%),10.06,63.09,28.97,29.37,59.32,23.36,29.76,25.31
32,발행주식수(보통주),36797148.0,37534555.0,37534555.0,37534555.0,37534555.0,,,
