,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (GAAP개별),2016/12  (IFRS별도),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,4594.0,5068.0,6289.0,6996.0,7013.0,6943.0,7379.0,7879.0
1,영업이익,273.0,400.0,497.0,792.0,606.0,574.0,647.0,720.0
2,영업이익(발표기준),273.0,400.0,497.0,792.0,606.0,,,
3,세전계속사업이익,212.0,275.0,489.0,794.0,559.0,540.0,622.0,686.0
4,당기순이익,160.0,215.0,381.0,608.0,416.0,406.0,467.0,514.0
5,당기순이익(지배),160.0,215.0,381.0,608.0,416.0,413.0,461.0,514.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,1933.0,2171.0,2207.0,4102.0,4515.0,4923.0,5329.0,5802.0
8,부채총계,1149.0,1303.0,1029.0,1011.0,1130.0,1244.0,1326.0,1443.0
9,자본총계,784.0,868.0,1178.0,3091.0,3385.0,3679.0,4004.0,4359.0
10,자본총계(지배),784.0,868.0,1178.0,3091.0,3385.0,3660.0,3985.0,4360.0
11,자본총계(비지배),,,,,,,,
12,자본금,213.0,213.0,213.0,263.0,264.0,262.0,262.0,262.0
13,영업활동현금흐름,402.0,535.0,-66.0,412.0,324.0,540.0,567.0,621.0
14,투자활동현금흐름,-56.0,-95.0,-108.0,-359.0,-196.0,-482.0,-167.0,-140.0
15,재무활동현금흐름,-326.0,-275.0,91.0,1152.0,-121.0,-38.0,-117.0,-115.0
16,CAPEX,49.0,84.0,120.0,332.0,157.0,199.0,125.0,105.0
17,FCF,353.0,451.0,-187.0,80.0,167.0,316.0,384.0,442.0
18,이자발생부채,296.0,53.0,187.0,0.0,45.0,,,
19,영업이익률,5.93,7.89,7.91,11.32,8.64,8.27,8.77,9.13
20,순이익률,3.48,4.25,6.05,8.69,5.94,5.84,6.33,6.52
21,ROE(%),23.36,26.08,,28.48,12.86,11.73,12.07,12.31
22,ROA(%),8.13,10.5,,19.27,9.66,8.6,9.12,9.23
23,부채비율,146.45,150.1,87.39,32.7,33.4,33.81,33.11,33.11
24,자본유보율,267.57,305.52,450.74,1076.51,1181.93,,,
25,EPS(원),778.0,1011.0,1785.0,2409.0,1581.0,1565.0,1747.0,1946.0
26,PER(배),,,,19.76,17.97,15.98,14.31,12.85
27,BPS(원),3678.0,4072.0,5524.0,11768.0,12827.0,13966.0,15203.0,16636.0
28,PBR(배),0.0,0.0,0.0,4.04,2.21,1.79,1.64,1.5
29,현금DPS(원),150.0,200.0,350.0,450.0,450.0,460.0,474.0,460.0
30,현금배당수익률,,,,0.95,1.58,1.84,1.9,1.84
31,현금배당성향(%),19.98,19.79,19.61,19.44,28.54,29.4,27.16,23.64
32,발행주식수(보통주),21322335.0,21322335.0,21322335.0,26266135.0,26409935.0,,,
