,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,22017.0,22136.0,23437.0,24850.0,23468.0,23866.0,24920.0,25936.0
1,영업이익,1544.0,1244.0,1584.0,2050.0,1685.0,1779.0,1968.0,2077.0
2,영업이익(발표기준),1544.0,1244.0,1584.0,2050.0,1685.0,,,
3,세전계속사업이익,1136.0,1020.0,1385.0,1778.0,1470.0,1583.0,1856.0,1992.0
4,당기순이익,706.0,807.0,1060.0,1322.0,1030.0,1176.0,1394.0,1504.0
5,당기순이익(지배),703.0,807.0,1051.0,1316.0,1039.0,1184.0,1390.0,1502.0
6,당기순이익(비지배),3.0,0.0,9.0,7.0,-8.0,,,
7,자산총계,22517.0,22618.0,22558.0,24058.0,25381.0,26129.0,27219.0,28527.0
8,부채총계,12370.0,11957.0,11077.0,11084.0,11755.0,11597.0,11677.0,11935.0
9,자본총계,10147.0,10661.0,11481.0,12975.0,13627.0,14532.0,15542.0,16592.0
10,자본총계(지배),10133.0,10646.0,11457.0,12945.0,13606.0,14496.0,15517.0,16562.0
11,자본총계(비지배),14.0,15.0,24.0,,,,,
12,자본금,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
13,영업활동현금흐름,1003.0,2422.0,1446.0,2047.0,2161.0,1951.0,1946.0,1905.0
14,투자활동현금흐름,-959.0,-1020.0,-1638.0,673.0,-786.0,-457.0,-782.0,-768.0
15,재무활동현금흐름,-506.0,-873.0,-541.0,-806.0,-578.0,-369.0,-365.0,-453.0
16,CAPEX,690.0,431.0,456.0,552.0,775.0,736.0,761.0,784.0
17,FCF,313.0,1991.0,990.0,1494.0,1386.0,1716.0,1364.0,1439.0
18,이자발생부채,7402.0,6824.0,6484.0,6102.0,6208.0,,,
19,영업이익률,7.01,5.62,6.76,8.25,7.18,7.45,7.9,8.01
20,순이익률,3.21,3.65,4.52,5.32,4.39,4.93,5.59,5.8
21,ROE(%),7.01,7.77,9.51,10.78,7.82,8.43,9.26,9.36
22,ROA(%),3.1,3.58,4.69,5.67,4.17,4.57,5.22,5.4
23,부채비율,121.91,112.16,96.48,85.42,86.26,79.8,75.13,71.93
24,자본유보율,591.9,627.59,685.28,789.68,831.73,,,
25,EPS(원),2343.0,2690.0,3503.0,4385.0,3462.0,3948.0,4634.0,5007.0
26,PER(배),19.63,14.77,18.58,11.17,15.77,11.54,9.83,9.1
27,BPS(원),34553.0,36303.0,39070.0,44144.0,46397.0,49433.0,52914.0,56478.0
28,PBR(배),1.33,1.09,1.67,1.11,1.18,0.92,0.86,0.81
29,현금DPS(원),1000.0,800.0,1100.0,1200.0,1200.0,1180.0,1280.0,1333.0
30,현금배당수익률,2.17,2.01,1.69,2.45,2.2,2.59,2.81,2.93
31,현금배당성향(%),41.72,29.07,30.69,26.75,33.88,29.89,27.62,26.63
32,발행주식수(보통주),30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,,
