,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,62731.0,74020.0,82666.0,86916.0,90069.0,92439.0,97249.0,101429.0
1,영업이익,2258.0,2181.0,1657.0,1803.0,2388.0,3361.0,3637.0,4027.0
2,영업이익(발표기준),2258.0,2181.0,1657.0,1803.0,2388.0,,,
3,세전계속사업이익,2214.0,3646.0,1892.0,1795.0,1998.0,2972.0,3411.0,3804.0
4,당기순이익,1662.0,2735.0,1151.0,1323.0,1436.0,2241.0,2551.0,2840.0
5,당기순이익(지배),1642.0,2743.0,1182.0,1206.0,1331.0,2175.0,2436.0,2708.0
6,당기순이익(비지배),20.0,-7.0,-31.0,117.0,105.0,,,
7,자산총계,47355.0,47214.0,50923.0,50989.0,70548.0,71258.0,72262.0,74146.0
8,부채총계,25765.0,23638.0,26989.0,26405.0,45040.0,44148.0,43444.0,43300.0
9,자본총계,21590.0,23575.0,23933.0,24583.0,25508.0,27109.0,28818.0,30845.0
10,자본총계(지배),17926.0,19898.0,20304.0,20879.0,21738.0,23255.0,24880.0,26777.0
11,자본총계(비지배),3664.0,3677.0,3630.0,,,,,
12,자본금,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0
13,영업활동현금흐름,4440.0,4345.0,4422.0,3248.0,8043.0,7820.0,7555.0,7271.0
14,투자활동현금흐름,-8857.0,78.0,-4233.0,-3849.0,-3011.0,-3208.0,-3706.0,-4176.0
15,재무활동현금흐름,4026.0,-4635.0,282.0,311.0,-5074.0,-2854.0,-2814.0,-2618.0
16,CAPEX,2552.0,3110.0,3809.0,2876.0,2468.0,3136.0,3121.0,3418.0
17,FCF,1888.0,1235.0,614.0,372.0,5575.0,4007.0,3967.0,3491.0
18,이자발생부채,11969.0,8190.0,9867.0,10711.0,29420.0,,,
19,영업이익률,3.6,2.95,2.0,2.07,2.65,3.64,3.74,3.97
20,순이익률,2.65,3.69,1.39,1.52,1.6,2.42,2.62,2.8
21,ROE(%),9.45,14.5,5.88,5.86,6.25,9.67,10.12,10.48
22,ROA(%),4.34,5.79,2.35,2.6,2.36,3.16,3.55,3.88
23,부채비율,119.33,100.27,112.77,107.41,176.57,162.85,150.75,140.38
24,자본유보율,2228.83,2484.48,2541.87,2617.34,2737.46,,,
25,EPS(원),2133.0,3562.0,1535.0,1566.0,1729.0,2824.0,3164.0,3516.0
26,PER(배),25.23,13.36,26.26,25.86,22.7,15.08,13.46,12.12
27,BPS(원),23281.0,25842.0,26369.0,27116.0,28232.0,30201.0,32311.0,34776.0
28,PBR(배),2.31,1.84,1.53,1.49,1.39,1.41,1.32,1.22
29,현금DPS(원),850.0,1100.0,600.0,650.0,750.0,853.0,890.0,943.0
30,현금배당수익률,1.58,2.31,1.49,1.6,1.91,2.0,2.09,2.21
31,현금배당성향(%),39.86,30.88,39.1,41.5,43.38,30.21,28.13,26.81
32,발행주식수(보통주),77000000.0,77000000.0,77000000.0,77000000.0,77000000.0,,,
