,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,61381.0,57546.0,76414.0,79821.0,83021.0,89911.0,97153.0,102849.0
1,영업이익,2237.0,1048.0,2965.0,2635.0,4031.0,5641.0,6320.0,6833.0
2,영업이익(발표기준),2237.0,1048.0,2965.0,2635.0,4031.0,,,
3,세전계속사업이익,1221.0,107.0,2387.0,1840.0,1582.0,4526.0,5402.0,5909.0
4,당기순이익,951.0,50.0,1748.0,1631.0,1023.0,3399.0,3995.0,4356.0
5,당기순이익(지배),951.0,50.0,1748.0,1631.0,1023.0,3400.0,3995.0,4356.0
6,당기순이익(비지배),,,,0.0,0.0,,,
7,자산총계,39143.0,43237.0,58775.0,57561.0,57708.0,62962.0,66323.0,70705.0
8,부채총계,21493.0,25452.0,39267.0,36378.0,35662.0,37537.0,37069.0,37257.0
9,자본총계,17651.0,17785.0,19508.0,21182.0,22046.0,25425.0,29254.0,33449.0
10,자본총계(지배),17651.0,17785.0,19508.0,21182.0,22046.0,25410.0,29240.0,33450.0
11,자본총계(비지배),0.0,0.0,0.0,,,,,
12,자본금,1183.0,1183.0,1183.0,1183.0,1183.0,1181.0,1181.0,1181.0
13,영업활동현금흐름,6784.0,3318.0,4460.0,10623.0,7690.0,9631.0,11061.0,11010.0
14,투자활동현금흐름,-3062.0,-3559.0,-8344.0,-14145.0,-3543.0,-7558.0,-6444.0,-6178.0
15,재무활동현금흐름,-4085.0,65.0,4225.0,6036.0,-2389.0,-788.0,-1142.0,-953.0
16,CAPEX,2615.0,3190.0,7757.0,14135.0,4696.0,7488.0,6458.0,6012.0
17,FCF,4168.0,128.0,-3297.0,-3512.0,2994.0,2192.0,4097.0,4814.0
18,이자발생부채,10643.0,10813.0,15026.0,21267.0,19294.0,,,
19,영업이익률,3.64,1.82,3.88,3.3,4.86,6.27,6.5,6.64
20,순이익률,1.55,0.09,2.29,2.04,1.23,3.78,4.11,4.23
21,ROE(%),5.49,0.28,9.37,8.02,4.73,14.33,14.62,13.9
22,ROA(%),2.28,0.12,3.43,2.8,1.77,5.63,6.18,6.36
23,부채비율,121.77,143.11,201.29,171.74,161.76,147.64,126.71,111.38
24,자본유보율,1399.15,1416.42,1584.48,1724.22,1793.97,,,
25,EPS(원),4018.0,209.0,7385.0,6891.0,4323.0,14364.0,16879.0,18407.0
26,PER(배),24.52,422.41,19.5,12.54,32.39,10.27,8.74,8.01
27,BPS(원),74586.0,75154.0,82435.0,89511.0,93161.0,107376.0,123562.0,141350.0
28,PBR(배),1.32,1.18,1.75,0.97,1.5,1.37,1.19,1.04
29,현금DPS(원),350.0,250.0,250.0,300.0,300.0,305.0,319.0,308.0
30,현금배당수익률,0.36,0.28,0.17,0.35,0.21,0.21,0.22,0.21
31,현금배당성향(%),8.71,119.45,3.38,4.35,6.94,2.12,1.89,1.68
32,발행주식수(보통주),23667107.0,23667107.0,23667107.0,23667107.0,23667107.0,,,
