,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,55581.0,57037.0,55857.0,59376.0,71542.0,65880.0,74395.0,78251.0
1,영업이익,3596.0,4225.0,4684.0,4338.0,4838.0,2609.0,4805.0,5490.0
2,영업이익(발표기준),3596.0,4225.0,4684.0,4338.0,4838.0,,,
3,세전계속사업이익,3457.0,4157.0,4215.0,3796.0,4073.0,2101.0,4317.0,4940.0
4,당기순이익,2434.0,3038.0,2984.0,2837.0,3226.0,1609.0,3306.0,3778.0
5,당기순이익(지배),2305.0,2921.0,2886.0,2776.0,3185.0,1590.0,3253.0,3718.0
6,당기순이익(비지배),129.0,116.0,98.0,61.0,41.0,,,
7,자산총계,34594.0,38597.0,41196.0,53558.0,70824.0,72157.0,75142.0,77982.0
8,부채총계,16599.0,19748.0,20881.0,32241.0,47449.0,48917.0,50405.0,51295.0
9,자본총계,17994.0,18849.0,20314.0,21317.0,23375.0,23240.0,24737.0,26687.0
10,자본총계(지배),17447.0,18276.0,19787.0,20367.0,22168.0,21945.0,23401.0,25276.0
11,자본총계(비지배),547.0,573.0,528.0,,,,,
12,자본금,534.0,534.0,534.0,534.0,534.0,532.0,532.0,532.0
13,영업활동현금흐름,4475.0,3892.0,5667.0,4713.0,7784.0,6537.0,8024.0,8779.0
14,투자활동현금흐름,-2559.0,-4519.0,-3465.0,-5767.0,-19353.0,-6084.0,-7361.0,-6385.0
15,재무활동현금흐름,-1118.0,483.0,-562.0,5637.0,8294.0,-29.0,-1752.0,-1911.0
16,CAPEX,2269.0,2497.0,3221.0,4197.0,4414.0,3556.0,4371.0,4531.0
17,FCF,2206.0,1394.0,2445.0,515.0,3370.0,2630.0,3201.0,3956.0
18,이자발생부채,4011.0,6462.0,7569.0,16720.0,27340.0,,,
19,영업이익률,6.47,7.41,8.39,7.31,6.76,3.96,6.46,7.02
20,순이익률,4.38,5.33,5.34,4.78,4.51,2.44,4.44,4.83
21,ROE(%),13.71,16.36,15.16,13.83,14.98,7.21,14.35,15.28
22,ROA(%),7.27,8.3,7.48,5.99,5.19,2.25,4.49,4.93
23,부채비율,92.25,104.77,102.79,151.25,202.99,210.49,203.76,192.21
24,자본유보율,3384.36,3584.71,3843.05,4042.99,4305.47,,,
25,EPS(원),432.0,547.0,541.0,520.0,597.0,298.0,609.0,697.0
26,PER(배),24.04,18.82,25.71,20.76,18.69,32.7,15.98,13.98
27,BPS(원),3268.0,3424.0,3707.0,3816.0,4153.0,4112.0,4385.0,4736.0
28,PBR(배),3.18,3.01,3.75,2.83,2.68,2.37,2.22,2.06
29,현금DPS(원),194.0,225.0,305.0,320.0,320.0,300.0,334.0,319.0
30,현금배당수익률,1.87,2.18,2.19,2.96,2.87,3.08,3.43,3.28
31,현금배당성향(%),44.93,41.11,56.42,61.52,53.63,100.84,54.8,45.84
32,발행주식수(보통주),533800000.0,533800000.0,533800000.0,533800000.0,533800000.0,,,
