,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,6675.0,4838.0,4502.0,4933.0,5283.0,,,
1,영업이익,916.0,638.0,647.0,679.0,745.0,,,
2,영업이익(발표기준),916.0,954.0,647.0,679.0,745.0,,,
3,세전계속사업이익,979.0,791.0,749.0,1045.0,1038.0,,,
4,당기순이익,746.0,801.0,4520.0,846.0,794.0,,,
5,당기순이익(지배),746.0,811.0,4470.0,846.0,794.0,,,
6,당기순이익(비지배),-1.0,-10.0,50.0,,,,,
7,자산총계,6210.0,7148.0,4896.0,7470.0,8126.0,,,
8,부채총계,1148.0,1475.0,1318.0,1376.0,1389.0,,,
9,자본총계,5062.0,5673.0,3578.0,6095.0,6737.0,,,
10,자본총계(지배),5053.0,5641.0,3578.0,6095.0,6737.0,,,
11,자본총계(비지배),9.0,32.0,,,,,,
12,자본금,49.0,49.0,27.0,36.0,36.0,,,
13,영업활동현금흐름,211.0,187.0,-301.0,731.0,392.0,,,
14,투자활동현금흐름,-38.0,-69.0,367.0,-502.0,-349.0,,,
15,재무활동현금흐름,-153.0,-140.0,-363.0,-184.0,-191.0,,,
16,CAPEX,190.0,180.0,134.0,35.0,91.0,,,
17,FCF,21.0,7.0,-435.0,696.0,301.0,,,
18,이자발생부채,1.0,1.0,0.0,0.0,22.0,,,
19,영업이익률,13.73,13.2,14.37,13.76,14.1,,,
20,순이익률,11.17,16.55,100.4,17.14,15.04,,,
21,ROE(%),15.77,15.17,96.96,17.49,12.38,,,
22,ROA(%),12.7,11.99,75.05,13.68,10.19,,,
23,부채비율,22.68,25.99,36.84,22.57,20.62,,,
24,자본유보율,11718.06,13018.45,38836.22,36135.32,37819.94,,,
25,EPS(원),7611.0,8272.0,47436.0,13096.0,11168.0,,,
26,PER(배),27.14,14.04,3.13,9.05,9.4,,,
27,BPS(원),61633.0,69180.0,80971.0,98052.0,108385.0,,,
28,PBR(배),3.35,1.68,1.83,1.21,0.97,,,
29,현금DPS(원),2100.0,3100.0,4100.0,3000.0,3000.0,,,
30,현금배당수익률,1.02,2.67,2.76,2.53,2.86,,,
31,현금배당성향(%),23.07,31.17,4.05,22.05,23.48,,,
32,발행주식수(보통주),9803360.0,9803360.0,5315894.0,7112437.0,7112437.0,,,
