,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,195234.0,129047.0,152023.0,126458.0,130542.0,125818.0,129456.0,129558.0
1,영업이익,1911.0,1554.0,1428.0,1335.0,1094.0,2156.0,2645.0,2838.0
2,영업이익(발표기준),1916.0,1673.0,1428.0,1335.0,1094.0,,,
3,세전계속사업이익,1243.0,707.0,628.0,899.0,15.0,2081.0,1635.0,1882.0
4,당기순이익,730.0,-816.0,346.0,77.0,-1226.0,1326.0,1226.0,1424.0
5,당기순이익(지배),735.0,-817.0,334.0,73.0,-1315.0,1260.0,1152.0,1310.0
6,당기순이익(비지배),-5.0,1.0,12.0,4.0,89.0,,,
7,자산총계,82032.0,86203.0,72274.0,77690.0,101388.0,105173.0,106009.0,105562.0
8,부채총계,56838.0,62148.0,48789.0,54572.0,78335.0,80733.0,80591.0,79812.0
9,자본총계,25194.0,24055.0,23485.0,23119.0,23053.0,24438.0,25419.0,25750.0
10,자본총계(지배),25278.0,24280.0,23702.0,23366.0,21634.0,22967.0,23872.0,24058.0
11,자본총계(비지배),-84.0,-225.0,-217.0,,,,,
12,자본금,6487.0,6487.0,6487.0,6487.0,6487.0,6490.0,6490.0,6489.0
13,영업활동현금흐름,1192.0,146.0,-6346.0,-1990.0,4664.0,12524.0,8473.0,8650.0
14,투자활동현금흐름,258.0,-5633.0,8780.0,-826.0,-4112.0,-4613.0,-4745.0,-5862.0
15,재무활동현금흐름,-3065.0,1177.0,-6761.0,5038.0,-409.0,-2984.0,-1823.0,-729.0
16,CAPEX,1244.0,1042.0,1567.0,1271.0,2184.0,4618.0,4523.0,5932.0
17,FCF,-52.0,-896.0,-7914.0,-3261.0,2480.0,6712.0,5538.0,5117.0
18,이자발생부채,24730.0,27448.0,21129.0,26300.0,52349.0,,,
19,영업이익률,0.98,1.21,0.94,1.06,0.84,1.71,2.04,2.19
20,순이익률,0.37,-0.63,0.23,0.06,-0.94,1.05,0.95,1.1
21,ROE(%),2.91,-3.3,1.39,0.31,-5.85,5.65,4.92,5.46
22,ROA(%),0.87,-0.97,0.44,0.1,-1.37,1.28,1.16,1.35
23,부채비율,225.6,258.35,207.74,236.05,339.81,330.36,317.05,309.96
24,자본유보율,296.44,280.51,281.63,276.51,249.53,,,
25,EPS(원),296.0,-329.0,135.0,29.0,-530.0,507.0,464.0,527.0
26,PER(배),18.54,,49.42,178.04,,10.23,11.19,9.84
27,BPS(원),10180.0,9778.0,9849.0,9709.0,8990.0,10374.0,10783.0,10867.0
28,PBR(배),0.54,0.71,0.68,0.54,0.66,0.5,0.48,0.48
29,현금DPS(원),100.0,100.0,120.0,120.0,120.0,103.0,103.0,90.0
30,현금배당수익률,1.82,1.45,1.8,2.31,2.02,1.98,1.98,1.73
31,현금배당성향(%),33.78,-30.4,86.44,398.25,-21.96,20.27,22.17,17.05
32,발행주식수(보통주),248187647.0,248187647.0,248187647.0,248187647.0,248187647.0,,,
