,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,12105.0,11538.0,11375.0,9189.0,9763.0,9584.0,10819.0,11710.0
1,영업이익,1231.0,716.0,967.0,582.0,892.0,809.0,926.0,999.0
2,영업이익(발표기준),1231.0,716.0,967.0,582.0,892.0,,,
3,세전계속사업이익,1327.0,603.0,720.0,741.0,1023.0,996.0,1060.0,1141.0
4,당기순이익,974.0,343.0,591.0,572.0,37.0,749.0,800.0,860.0
5,당기순이익(지배),856.0,336.0,569.0,563.0,24.0,746.0,798.0,855.0
6,당기순이익(비지배),118.0,8.0,22.0,10.0,13.0,,,
7,자산총계,11728.0,12482.0,12263.0,11965.0,10389.0,11134.0,11980.0,12872.0
8,부채총계,4039.0,4594.0,3975.0,3717.0,3029.0,3209.0,3424.0,3646.0
9,자본총계,7689.0,7888.0,8288.0,8248.0,7360.0,7925.0,8556.0,9227.0
10,자본총계(지배),6599.0,6806.0,7205.0,7276.0,7360.0,7899.0,8502.0,9136.0
11,자본총계(비지배),1089.0,1082.0,1083.0,972.0,,,,
12,자본금,731.0,731.0,731.0,731.0,731.0,730.0,730.0,730.0
13,영업활동현금흐름,705.0,1061.0,703.0,904.0,993.0,937.0,933.0,1129.0
14,투자활동현금흐름,-124.0,-354.0,-206.0,-609.0,-70.0,-360.0,-369.0,-363.0
15,재무활동현금흐름,-100.0,-171.0,-157.0,-539.0,12.0,-196.0,-182.0,-196.0
16,CAPEX,264.0,395.0,187.0,268.0,325.0,368.0,354.0,362.0
17,FCF,441.0,666.0,516.0,636.0,668.0,612.0,573.0,693.0
18,이자발생부채,3.0,3.0,,65.0,3.0,,,
19,영업이익률,10.17,6.21,8.51,6.33,9.14,8.44,8.56,8.53
20,순이익률,8.04,2.98,5.19,6.23,0.38,7.82,7.4,7.34
21,ROE(%),13.84,5.01,8.12,7.77,0.33,9.78,9.73,9.7
22,ROA(%),8.51,2.84,4.77,4.72,0.33,6.96,6.92,6.92
23,부채비율,52.53,58.24,47.97,45.07,41.16,40.49,40.02,39.51
24,자본유보율,767.71,799.85,857.16,921.31,914.34,,,
25,EPS(원),5852.0,2295.0,3888.0,3848.0,166.0,5102.0,5454.0,5848.0
26,PER(배),14.66,21.28,12.05,7.03,258.23,7.84,7.33,6.84
27,BPS(원),45341.0,46542.0,49272.0,54639.0,53249.0,57433.0,61813.0,66429.0
28,PBR(배),1.89,1.05,0.95,0.5,0.8,0.7,0.65,0.6
29,현금DPS(원),1000.0,1000.0,1000.0,1200.0,1400.0,1344.0,1378.0,1388.0
30,현금배당수익률,1.17,2.05,2.13,4.44,3.27,3.36,3.44,3.47
31,현금배당성향(%),17.01,43.57,25.72,28.4,799.3,26.35,25.26,23.73
32,발행주식수(보통주),14403386.0,14623136.0,14623136.0,14623136.0,14623136.0,,,
