,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,14732.0,14174.0,15505.0,15772.0,16397.0,,,
1,영업이익,444.0,370.0,388.0,380.0,317.0,,,
2,영업이익(발표기준),431.0,384.0,388.0,380.0,317.0,,,
3,세전계속사업이익,291.0,377.0,431.0,79.0,183.0,,,
4,당기순이익,183.0,403.0,225.0,19.0,61.0,,,
5,당기순이익(지배),194.0,400.0,237.0,34.0,100.0,,,
6,당기순이익(비지배),-10.0,3.0,-12.0,-15.0,-39.0,,,
7,자산총계,24258.0,24531.0,24006.0,23875.0,23537.0,,,
8,부채총계,9698.0,9708.0,9423.0,9304.0,8718.0,,,
9,자본총계,14560.0,14823.0,14583.0,14571.0,14819.0,,,
10,자본총계(지배),13560.0,13850.0,13656.0,13640.0,13766.0,,,
11,자본총계(비지배),1000.0,974.0,926.0,,,,,
12,자본금,180.0,180.0,180.0,200.0,200.0,,,
13,영업활동현금흐름,2007.0,1192.0,1140.0,1240.0,818.0,,,
14,투자활동현금흐름,-1554.0,-1570.0,-936.0,-526.0,-738.0,,,
15,재무활동현금흐름,-668.0,-114.0,-180.0,-385.0,-386.0,,,
16,CAPEX,1778.0,1576.0,974.0,805.0,484.0,,,
17,FCF,230.0,-384.0,166.0,435.0,334.0,,,
18,이자발생부채,5772.0,5784.0,5261.0,4909.0,4638.0,,,
19,영업이익률,3.01,2.61,2.5,2.41,1.93,,,
20,순이익률,1.24,2.84,1.45,0.12,0.37,,,
21,ROE(%),1.42,2.92,1.72,0.25,0.73,,,
22,ROA(%),0.74,1.65,0.93,0.08,0.26,,,
23,부채비율,66.6,65.49,64.61,63.85,58.83,,,
24,자본유보율,7519.24,7718.04,7827.65,7026.93,7018.21,,,
25,EPS(원),968.0,1999.0,1184.0,169.0,499.0,,,
26,PER(배),35.43,18.09,27.69,137.43,41.18,,,
27,BPS(원),67816.0,69262.0,68296.0,68219.0,68850.0,,,
28,PBR(배),0.51,0.52,0.48,0.34,0.3,,,
29,현금DPS(원),315.0,315.0,315.0,350.0,350.0,,,
30,현금배당수익률,0.92,0.87,0.96,1.51,1.7,,,
31,현금배당성향(%),32.52,15.75,26.59,206.82,70.11,,,
32,발행주식수(보통주),20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,
