,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,800.0,829.0,842.0,918.0,1085.0,1124.0,1162.0,1184.0
1,영업이익,-43.0,3.0,35.0,55.0,171.0,189.0,171.0,168.0
2,영업이익(발표기준),-43.0,3.0,35.0,55.0,171.0,,,
3,세전계속사업이익,-48.0,17.0,26.0,40.0,175.0,207.0,191.0,178.0
4,당기순이익,-71.0,20.0,58.0,33.0,192.0,210.0,174.0,172.0
5,당기순이익(지배),-71.0,20.0,58.0,33.0,192.0,208.0,173.0,172.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,1171.0,1247.0,1687.0,1623.0,1914.0,2063.0,2252.0,2429.0
8,부채총계,219.0,204.0,575.0,454.0,510.0,512.0,528.0,547.0
9,자본총계,952.0,1044.0,1112.0,1169.0,1404.0,1614.0,1788.0,1963.0
10,자본총계(지배),952.0,1044.0,1112.0,1169.0,1404.0,1610.0,1775.0,1933.0
11,자본총계(비지배),,,,,,,,
12,자본금,258.0,261.0,261.0,261.0,261.0,260.0,260.0,260.0
13,영업활동현금흐름,-5.0,40.0,421.0,-30.0,205.0,226.0,206.0,212.0
14,투자활동현금흐름,-363.0,-108.0,-101.0,-161.0,-366.0,-103.0,-48.0,-52.0
15,재무활동현금흐름,385.0,71.0,6.0,,-5.0,-1.0,-1.0,0.0
16,CAPEX,20.0,30.0,17.0,19.0,21.0,25.0,27.0,23.0
17,FCF,-24.0,10.0,404.0,-49.0,184.0,162.0,134.0,170.0
18,이자발생부채,,,0.0,0.0,6.0,,,
19,영업이익률,-5.35,0.34,4.2,5.96,15.76,16.85,14.72,14.17
20,순이익률,-8.84,2.44,6.9,3.59,17.68,18.65,14.94,14.55
21,ROE(%),-10.04,2.03,5.39,2.89,14.9,13.79,10.2,9.29
22,ROA(%),-6.93,1.68,3.96,1.99,10.84,10.54,8.05,7.36
23,부채비율,23.01,19.52,51.71,38.82,36.3,31.72,29.54,27.87
24,자본유보율,284.15,312.7,336.51,348.46,418.25,,,
25,EPS(원),-154.0,39.0,111.0,63.0,367.0,398.0,330.0,330.0
26,PER(배),,337.97,219.27,573.05,98.9,67.5,81.27,81.43
27,BPS(원),1904.0,2045.0,2173.0,2285.0,2744.0,3145.0,3468.0,3778.0
28,PBR(배),6.91,6.43,11.23,15.85,13.23,8.54,7.74,7.11
29,현금DPS(원),0.0,,,,,0.0,0.0,0.0
30,현금배당수익률,0.0,,,,,0.0,0.0,0.0
31,현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
32,발행주식수(보통주),51534756.0,52240638.0,52240638.0,52240638.0,52240638.0,,,
