,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS별도),2016/12  (IFRS별도),2017/12  (IFRS별도),2018/12  (IFRS별도),2019/12  (IFRS별도),2020/12(E)  (IFRS별도),2021/12(E)  (IFRS별도),2022/12(E)  (IFRS별도)
0,매출액,1702.0,1931.0,1950.0,1864.0,2205.0,,,
1,영업이익,50.0,55.0,30.0,-22.0,100.0,,,
2,영업이익(발표기준),50.0,55.0,30.0,-22.0,100.0,,,
3,세전계속사업이익,46.0,53.0,28.0,-67.0,94.0,,,
4,당기순이익,34.0,42.0,19.0,-61.0,50.0,,,
5,당기순이익(지배),34.0,42.0,19.0,-61.0,50.0,,,
6,당기순이익(비지배),,,,,,,,
7,자산총계,1937.0,1994.0,2038.0,1961.0,2004.0,,,
8,부채총계,933.0,932.0,842.0,845.0,847.0,,,
9,자본총계,1004.0,1062.0,1196.0,1116.0,1158.0,,,
10,자본총계(지배),1004.0,1062.0,1196.0,1116.0,1158.0,,,
11,자본총계(비지배),,,,,,,,
12,자본금,888.0,888.0,914.0,914.0,914.0,,,
13,영업활동현금흐름,88.0,31.0,32.0,13.0,93.0,,,
14,투자활동현금흐름,-125.0,-8.0,43.0,26.0,-103.0,,,
15,재무활동현금흐름,71.0,-52.0,-50.0,-63.0,-1.0,,,
16,CAPEX,138.0,47.0,106.0,44.0,101.0,,,
17,FCF,-50.0,-16.0,-74.0,-31.0,-8.0,,,
18,이자발생부채,269.0,226.0,182.0,123.0,146.0,,,
19,영업이익률,2.97,2.82,1.55,-1.17,4.53,,,
20,순이익률,1.99,2.18,0.96,-3.27,2.28,,,
21,ROE(%),3.37,4.07,1.65,-5.28,4.42,,,
22,ROA(%),1.82,2.14,0.93,-3.05,2.54,,,
23,부채비율,92.88,87.77,70.37,75.72,73.17,,,
24,자본유보율,13.08,19.55,30.66,21.87,26.58,,,
25,EPS(원),19.0,24.0,10.0,-33.0,28.0,,,
26,PER(배),111.72,372.81,858.75,,241.07,,,
27,BPS(원),565.0,598.0,654.0,610.0,633.0,,,
28,PBR(배),3.77,14.76,13.42,9.73,10.48,,,
29,현금DPS(원),0.0,0.0,,,,,,
30,현금배당수익률,0.0,0.0,,,,,,
31,현금배당성향(%),0.0,0.0,0.0,0.0,,,,
32,발행주식수(보통주),177620000.0,177620000.0,182892731.0,182892731.0,182892731.0,,,
