,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,360197.0,382617.0,351446.0,351492.0,380488.0,365552.0,408747.0,435778.0
1,영업이익,29346.0,29047.0,20249.0,20250.0,23593.0,18011.0,25357.0,28223.0
2,영업이익(발표기준),29346.0,29047.0,20249.0,20250.0,23593.0,,,
3,세전계속사업이익,42127.0,41112.0,27344.0,24749.0,32143.0,25953.0,35326.0,38510.0
4,당기순이익,30400.0,30473.0,15577.0,18882.0,22943.0,19106.0,26338.0,28782.0
5,당기순이익(지배),30554.0,30378.0,15682.0,18888.0,22907.0,19062.0,26280.0,28720.0
6,당기순이익(비지배),-154.0,95.0,-104.0,-6.0,36.0,,,
7,자산총계,377748.0,417116.0,417368.0,430711.0,466061.0,480254.0,510535.0,540240.0
8,부채총계,120986.0,131536.0,123779.0,123677.0,141964.0,140500.0,148154.0,153545.0
9,자본총계,256762.0,285580.0,293590.0,307034.0,324096.0,339754.0,362381.0,386695.0
10,자본총계(지배),256218.0,284945.0,292954.0,306305.0,323300.0,338060.0,360495.0,384986.0
11,자본총계(비지배),545.0,635.0,636.0,,,,,
12,자본금,4911.0,4911.0,4911.0,4911.0,4911.0,4908.0,4908.0,4909.0
13,영업활동현금흐름,43519.0,20178.0,19487.0,16101.0,26441.0,20998.0,26431.0,27735.0
14,투자활동현금흐름,-49486.0,-21245.0,-10655.0,-9440.0,-7202.0,-9217.0,-13179.0,-13318.0
15,재무활동현금흐름,1698.0,-3363.0,-3955.0,-7206.0,-9720.0,584.0,391.0,-3961.0
16,CAPEX,40798.0,12961.0,6769.0,5314.0,7894.0,9323.0,9796.0,11422.0
17,FCF,2720.0,7217.0,12719.0,10787.0,18546.0,9236.0,13810.0,14086.0
18,이자발생부채,32218.0,32907.0,30667.0,27011.0,30012.0,,,
19,영업이익률,8.15,7.59,5.76,5.76,6.2,4.93,6.2,6.48
20,순이익률,8.44,7.96,4.43,5.37,6.03,5.23,6.44,6.6
21,ROE(%),12.53,11.23,5.43,6.3,7.28,5.76,7.52,7.7
22,ROA(%),7.91,7.67,3.73,4.45,5.12,4.04,5.32,5.48
23,부채비율,47.12,46.06,42.16,40.28,43.8,41.35,40.88,39.71
24,자본유보율,5335.93,5890.06,6146.92,6412.49,6730.8,,,
25,EPS(원),31387.0,31205.0,16109.0,19403.0,23867.0,20048.0,27646.0,30213.0
26,PER(배),7.85,8.46,16.33,9.79,10.73,9.88,7.16,6.55
27,BPS(원),270935.0,300878.0,309334.0,323432.0,345993.0,361789.0,385799.0,412010.0
28,PBR(배),0.91,0.88,0.85,0.59,0.74,0.55,0.51,0.48
29,현금DPS(원),3500.0,3500.0,3500.0,4000.0,4000.0,4189.0,4416.0,4441.0
30,현금배당수익률,1.42,1.33,1.33,2.11,1.56,2.12,2.23,2.24
31,현금배당성향(%),10.83,10.91,21.14,20.06,16.37,20.89,15.97,14.7
32,발행주식수(보통주),97343863.0,97343863.0,97343863.0,97343863.0,95306694.0,,,
