,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,5358.0,6675.0,8216.0,13579.0,15407.0,16352.0,17678.0,18907.0
1,영업이익,607.0,734.0,670.0,900.0,1178.0,1369.0,1638.0,1697.0
2,영업이익(발표기준),607.0,734.0,670.0,900.0,1178.0,,,
3,세전계속사업이익,588.0,713.0,620.0,554.0,634.0,910.0,1180.0,1272.0
4,당기순이익,455.0,532.0,486.0,368.0,336.0,620.0,804.0,833.0
5,당기순이익(지배),455.0,531.0,473.0,423.0,291.0,514.0,672.0,755.0
6,당기순이익(비지배),,1.0,13.0,-55.0,46.0,,,
7,자산총계,3443.0,4929.0,6685.0,21864.0,24003.0,24273.0,24980.0,25066.0
8,부채총계,1236.0,2052.0,3359.0,13766.0,15524.0,15265.0,15252.0,15016.0
9,자본총계,2207.0,2877.0,3326.0,8098.0,8479.0,9009.0,9728.0,10051.0
10,자본총계(지배),2207.0,2699.0,3051.0,4384.0,4714.0,5124.0,5696.0,6256.0
11,자본총계(비지배),,178.0,275.0,,,,,
12,자본금,106.0,106.0,106.0,112.0,114.0,112.0,112.0,107.0
13,영업활동현금흐름,494.0,382.0,54.0,628.0,1648.0,1184.0,1346.0,1433.0
14,투자활동현금흐름,-86.0,-215.0,-1562.0,-12932.0,-1507.0,-521.0,-726.0,-756.0
15,재무활동현금흐름,-459.0,109.0,1351.0,12937.0,277.0,-564.0,-469.0,-427.0
16,CAPEX,334.0,448.0,686.0,792.0,737.0,651.0,601.0,634.0
17,FCF,160.0,-66.0,-633.0,-164.0,912.0,771.0,723.0,730.0
18,이자발생부채,290.0,634.0,1980.0,11070.0,12294.0,,,
19,영업이익률,11.33,11.0,8.15,6.63,7.65,8.38,9.27,8.97
20,순이익률,8.49,7.97,5.92,2.71,2.18,3.79,4.55,4.41
21,ROE(%),22.71,21.64,16.44,11.38,6.39,10.46,12.43,12.63
22,ROA(%),13.36,12.71,8.37,2.58,1.47,2.57,3.26,3.33
23,부채비율,56.01,71.34,100.98,169.99,183.1,169.44,156.78,149.4
24,자본유보율,1989.92,2440.4,2814.7,3839.31,4022.61,,,
25,EPS(원),2155.0,2516.0,2240.0,1954.0,1284.0,2248.0,2938.0,3300.0
26,PER(배),44.03,26.16,36.61,36.09,36.78,19.26,14.74,13.12
27,BPS(원),10459.0,12790.0,14458.0,19616.0,20601.0,22396.0,24892.0,27343.0
28,PBR(배),9.07,5.14,5.67,3.59,2.29,1.93,1.74,1.58
29,현금DPS(원),200.0,250.0,300.0,330.0,330.0,368.0,395.0,412.0
30,현금배당수익률,0.21,0.38,0.37,0.47,0.7,0.85,0.91,0.95
31,현금배당성향(%),9.28,9.94,13.4,17.43,25.99,16.38,13.43,12.48
32,발행주식수(보통주),21100151.0,21100151.0,21104461.0,22346698.0,22881180.0,,,
