,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,30404.0,29472.0,28764.0,25587.0,23692.0,24040.0,26290.0,26730.0
1,영업이익,1360.0,1118.0,-1642.0,-982.0,574.0,900.0,1310.0,1290.0
2,영업이익(발표기준),1360.0,1118.0,-1642.0,-982.0,574.0,,,
3,세전계속사업이익,-655.0,-265.0,-1323.0,-1937.0,-390.0,-60.0,350.0,350.0
4,당기순이익,-675.0,-266.0,-1123.0,-1919.0,-434.0,,,
5,당기순이익(지배),-694.0,-275.0,-1258.0,-1837.0,-434.0,-50.0,310.0,320.0
6,당기순이익(비지배),19.0,9.0,135.0,-82.0,,,,
7,자산총계,52200.0,51301.0,45436.0,42214.0,39295.0,,,
8,부채총계,39592.0,39813.0,36146.0,28797.0,26368.0,,,
9,자본총계,12608.0,11487.0,9290.0,13417.0,12926.0,,,
10,자본총계(지배),11429.0,10406.0,8953.0,13417.0,12926.0,,,
11,자본총계(비지배),1179.0,1081.0,337.0,,,,,
12,자본금,7900.0,7900.0,7900.0,14363.0,14363.0,,,
13,영업활동현금흐름,2250.0,2074.0,514.0,932.0,1465.0,,,
14,투자활동현금흐름,-5817.0,-2649.0,-837.0,-1672.0,-982.0,,,
15,재무활동현금흐름,3907.0,-135.0,247.0,1924.0,-2136.0,,,
16,CAPEX,6758.0,3655.0,2899.0,1588.0,895.0,,,
17,FCF,-4507.0,-1581.0,-2384.0,-656.0,570.0,,,
18,이자발생부채,27805.0,27998.0,24907.0,19863.0,18968.0,,,
19,영업이익률,4.47,3.79,-5.71,-3.84,2.42,3.74,4.98,4.83
20,순이익률,-2.22,-0.9,-3.91,-7.5,-1.83,,,
21,ROE(%),-5.9,-2.51,-13.0,-16.43,-3.29,,,
22,ROA(%),-1.35,-0.51,-2.32,-4.38,-1.06,,,
23,부채비율,314.02,346.59,389.06,214.62,203.99,,,
24,자본유보율,41.96,30.15,14.68,-6.18,-10.36,,,
25,EPS(원),-439.0,-174.0,-796.0,-830.0,-151.0,-17.0,108.0,111.0
26,PER(배),,,,,,,27.29,26.44
27,BPS(원),7234.0,6586.0,5667.0,4671.0,4500.0,,,
28,PBR(배),0.93,1.29,0.78,1.14,0.93,,,
29,현금DPS(원),0.0,0.0,0.0,,,,,
30,현금배당수익률,0.0,0.0,0.0,,,,,
31,현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
32,발행주식수(보통주),157993158.0,157993158.0,157993158.0,287260287.0,287260287.0,,,
