,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,169409.0,206661.0,260871.0,234305.0,249785.0,103490.0,103940.0,105150.0
1,영업이익,5866.0,5210.0,9534.0,6502.0,494.0,-2110.0,3490.0,3930.0
2,영업이익(발표기준),5866.0,5210.0,9534.0,6502.0,494.0,,,
3,세전계속사업이익,6070.0,10093.0,9645.0,6364.0,349.0,3193.0,3465.0,3775.0
4,당기순이익,5300.0,8451.0,6887.0,4465.0,587.0,2380.0,2540.0,2760.0
5,당기순이익(지배),5301.0,7953.0,5849.0,4153.0,1004.0,2205.0,2330.0,2540.0
6,당기순이익(비지배),-1.0,498.0,1038.0,313.0,-418.0,,,
7,자산총계,995302.0,1193811.0,1259945.0,1320845.0,1418501.0,1379753.0,1514350.0,1574995.0
8,부채총계,908874.0,1102220.0,1157564.0,1206548.0,1278568.0,1248087.0,1376600.0,1435120.0
9,자본총계,86428.0,91592.0,102381.0,114297.0,139933.0,131667.0,137745.0,139870.0
10,자본총계(지배),86423.0,85291.0,93516.0,103069.0,126859.0,107440.0,109030.0,110870.0
11,자본총계(비지배),5.0,6301.0,8865.0,,,,,
12,자본금,43426.0,43426.0,43426.0,43426.0,43426.0,43430.0,43430.0,43430.0
13,영업활동현금흐름,82070.0,40878.0,33187.0,16429.0,10075.0,,,
14,투자활동현금흐름,-71297.0,-38236.0,-40662.0,-18322.0,-21729.0,,,
15,재무활동현금흐름,-7156.0,-1738.0,4806.0,14334.0,2731.0,,,
16,CAPEX,1701.0,690.0,1137.0,1673.0,1017.0,,,
17,FCF,,,,,,,,
18,이자발생부채,1983.0,4350.0,3419.0,6903.0,5560.0,,,
19,영업이익률,3.46,2.52,3.65,2.77,0.2,-2.04,3.36,3.74
20,순이익률,3.13,4.09,2.64,1.91,0.24,2.3,2.44,2.63
21,ROE(%),6.13,9.84,7.7,4.54,0.51,1.88,2.15,2.31
22,ROA(%),0.55,0.77,0.56,0.35,0.04,0.17,0.18,0.18
23,부채비율,1051.6,1203.41,1130.64,1055.63,913.7,947.91,999.38,1026.04
24,자본유보율,120.3,132.19,157.04,184.47,243.51,,,
25,EPS(원),610.0,916.0,673.0,478.0,116.0,254.0,268.0,292.0
26,PER(배),12.11,7.13,10.26,8.83,19.98,6.01,5.68,5.21
27,BPS(원),11502.0,11351.0,12446.0,13717.0,16883.0,14299.0,14510.0,14755.0
28,PBR(배),0.64,0.58,0.56,0.31,0.14,0.11,0.11,0.1
29,현금DPS(원),180.0,80.0,140.0,100.0,30.0,51.0,64.0,66.0
30,현금배당수익률,2.44,1.23,2.03,2.37,1.3,3.36,4.18,4.36
31,현금배당성향(%),25.51,7.56,17.98,18.09,22.45,20.17,23.77,22.74
32,발행주식수(보통주),868530000.0,868530000.0,868530000.0,868530000.0,868530000.0,,,
