,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,105726.0,110356.0,116795.0,131394.0,104166.0,108611.0,111816.0,115168.0
1,영업이익,1221.0,1430.0,3187.0,10645.0,7673.0,7858.0,8234.0,8638.0
2,영업이익(발표기준),1221.0,1430.0,3187.0,10645.0,7673.0,,,
3,세전계속사업이익,313.0,213.0,-1607.0,8350.0,6737.0,7032.0,7298.0,7808.0
4,당기순이익,295.0,-204.0,-1637.0,5874.0,4475.0,5135.0,5351.0,5749.0
5,당기순이익(지배),261.0,-258.0,-1684.0,5821.0,4434.0,5063.0,5283.0,5642.0
6,당기순이익(비지배),34.0,54.0,47.0,53.0,41.0,,,
7,자산총계,130055.0,133766.0,136966.0,120333.0,131712.0,139847.0,144742.0,153506.0
8,부채총계,96575.0,100234.0,104569.0,84086.0,90282.0,94061.0,94301.0,97776.0
9,자본총계,33480.0,33532.0,32397.0,36247.0,41430.0,45786.0,50442.0,55730.0
10,자본총계(지배),32843.0,32788.0,31673.0,35485.0,39747.0,44095.0,48594.0,53641.0
11,자본총계(비지배),637.0,744.0,724.0,,,,,
12,자본금,3550.0,3550.0,3584.0,3972.0,4005.0,4004.0,4018.0,4021.0
13,영업활동현금흐름,-78.0,812.0,-2055.0,10329.0,7593.0,6274.0,6067.0,7294.0
14,투자활동현금흐름,5079.0,-2487.0,135.0,-2348.0,-7476.0,-2561.0,-3264.0,-2877.0
15,재무활동현금흐름,-2282.0,782.0,3000.0,-16556.0,1835.0,-531.0,-1373.0,-1194.0
16,CAPEX,2271.0,791.0,208.0,137.0,1428.0,1583.0,1528.0,1161.0
17,FCF,-2348.0,21.0,-2263.0,10193.0,6164.0,7116.0,4731.0,5364.0
18,이자발생부채,34621.0,34335.0,39063.0,21030.0,32992.0,,,
19,영업이익률,1.16,1.3,2.73,8.1,7.37,7.23,7.36,7.5
20,순이익률,0.28,-0.19,-1.4,4.47,4.3,4.73,4.78,4.99
21,ROE(%),0.8,-0.79,-5.22,17.34,11.79,12.08,11.4,11.04
22,ROA(%),0.23,-0.16,-1.21,4.57,3.55,3.78,3.76,3.86
23,부채비율,288.45,298.92,322.77,231.98,217.91,205.44,186.95,175.45
24,자본유보율,886.75,877.48,826.37,830.57,906.31,,,
25,EPS(원),367.0,-363.0,-2359.0,7713.0,5552.0,6321.0,6595.0,7043.0
26,PER(배),53.8,,,5.67,5.59,4.52,4.33,4.05
27,BPS(원),47215.0,47136.0,45095.0,45064.0,50056.0,55532.0,61198.0,67553.0
28,PBR(배),0.42,0.56,0.63,0.97,0.62,0.51,0.47,0.42
29,현금DPS(원),0.0,0.0,300.0,1000.0,1000.0,956.0,956.0,888.0
30,현금배당수익률,0.0,0.0,1.06,2.29,3.22,3.35,3.35,3.11
31,현금배당성향(%),0.0,0.0,-12.51,13.53,17.91,15.12,14.49,12.6
32,발행주식수(보통주),71000000.0,71000000.0,71675237.0,79435797.0,80097804.0,,,
