,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,291277.0,241143.0,179261.0,178208.0,176220.0,171001.0,174326.0,177108.0
1,영업이익,8537.0,7633.0,8010.0,5970.0,4279.0,3831.0,5927.0,6377.0
2,영업이익(발표기준),8537.0,9404.0,8010.0,5970.0,4279.0,,,
3,세전계속사업이익,-798.0,3195.0,2540.0,-939.0,-11574.0,1614.0,3909.0,4062.0
4,당기순이익,-3455.0,2469.0,-206.0,-4650.0,-8401.0,1151.0,3005.0,3103.0
5,당기순이익(지배),-3831.0,1682.0,-1364.0,-5449.0,-9096.0,865.0,2597.0,2787.0
6,당기순이익(비지배),376.0,787.0,1158.0,799.0,695.0,,,
7,자산총계,406934.0,419159.0,279485.0,262593.0,339726.0,336344.0,337140.0,339607.0
8,부채총계,236055.0,246519.0,145971.0,138319.0,220709.0,219475.0,218435.0,219774.0
9,자본총계,170878.0,172640.0,133514.0,124274.0,119017.0,116870.0,118704.0,119833.0
10,자본총계(지배),162475.0,163045.0,126586.0,117054.0,106460.0,104305.0,105838.0,106869.0
11,자본총계(비지배),8404.0,9595.0,6928.0,,,,,
12,자본금,1575.0,1575.0,1406.0,1414.0,1414.0,1411.0,1411.0,1411.0
13,영업활동현금흐름,6411.0,15069.0,15693.0,1733.0,16368.0,16480.0,16862.0,16082.0
14,투자활동현금흐름,-15584.0,-9684.0,-12632.0,-2866.0,-10411.0,-4029.0,-6859.0,-8565.0
15,재무활동현금흐름,7310.0,-212.0,749.0,-6926.0,-8456.0,-6148.0,-6026.0,-4769.0
16,CAPEX,10949.0,12070.0,8839.0,5971.0,5506.0,5381.0,5236.0,5889.0
17,FCF,-4539.0,2999.0,6854.0,-4238.0,10862.0,9881.0,10439.0,9340.0
18,이자발생부채,141277.0,145285.0,76778.0,77949.0,162135.0,,,
19,영업이익률,2.93,3.16,4.47,3.35,2.43,2.24,3.4,3.6
20,순이익률,-1.19,1.02,-0.12,-2.61,-4.77,0.67,1.72,1.75
21,ROE(%),-2.32,1.03,-0.94,-4.47,-8.14,0.82,2.47,2.62
22,ROA(%),-0.86,0.6,-0.06,-1.72,-2.79,0.34,0.89,0.92
23,부채비율,138.14,142.79,109.33,111.3,185.44,187.79,184.02,183.4
24,자본유보율,10037.45,10102.2,10835.63,10297.93,9523.91,,,
25,EPS(원),-12164.0,5341.0,-4437.0,-19327.0,-32153.0,3058.0,9179.0,9850.0
26,PER(배),,39.2,,,,29.11,9.7,9.04
27,BPS(원),549788.0,551720.0,450420.0,414048.0,376574.0,368952.0,374374.0,378021.0
28,PBR(배),0.4,0.38,0.44,0.51,0.36,0.24,0.24,0.24
29,현금DPS(원),2000.0,2000.0,5200.0,5200.0,3800.0,3646.0,3700.0,3769.0
30,현금배당수익률,0.91,0.96,2.61,2.46,2.8,4.1,4.16,4.24
31,현금배당성향(%),-15.43,35.14,-107.15,-26.98,-11.81,119.25,40.31,38.27
32,발행주식수(보통주),31490892.0,31490892.0,28122047.0,28288755.0,28288755.0,,,
