,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,13951.0,16192.0,14877.0,15986.0,22622.0,24174.0,26576.0,26585.0
1,영업이익,633.0,993.0,635.0,46.0,436.0,512.0,939.0,1039.0
2,영업이익(발표기준),633.0,993.0,635.0,46.0,436.0,,,
3,세전계속사업이익,1102.0,1538.0,1181.0,301.0,819.0,940.0,1372.0,1393.0
4,당기순이익,727.0,1148.0,979.0,252.0,871.0,692.0,1001.0,1059.0
5,당기순이익(지배),705.0,1137.0,956.0,251.0,858.0,775.0,1105.0,1043.0
6,당기순이익(비지배),22.0,11.0,23.0,0.0,13.0,,,
7,자산총계,15483.0,16323.0,15914.0,17304.0,22736.0,21565.0,23024.0,23334.0
8,부채총계,7027.0,6832.0,5761.0,7076.0,8949.0,8544.0,9094.0,7554.0
9,자본총계,8456.0,9492.0,10153.0,10228.0,13787.0,13022.0,13933.0,15780.0
10,자본총계(지배),8342.0,9367.0,10020.0,10056.0,13605.0,12822.0,13714.0,15572.0
11,자본총계(비지배),113.0,125.0,121.0,,,,,
12,자본금,169.0,169.0,169.0,169.0,241.0,223.0,223.0,241.0
13,영업활동현금흐름,1542.0,972.0,1512.0,530.0,-410.0,1557.0,1496.0,1691.0
14,투자활동현금흐름,-1488.0,-894.0,-1238.0,-589.0,213.0,-286.0,-690.0,-522.0
15,재무활동현금흐름,506.0,-206.0,-353.0,-38.0,457.0,-254.0,-238.0,-185.0
16,CAPEX,1276.0,716.0,641.0,756.0,1173.0,708.0,758.0,700.0
17,FCF,266.0,256.0,872.0,-226.0,-1584.0,380.0,656.0,991.0
18,이자발생부채,2735.0,2722.0,2202.0,2346.0,2801.0,,,
19,영업이익률,4.54,6.13,4.27,0.29,1.93,2.12,3.53,3.91
20,순이익률,5.21,7.09,6.58,1.57,3.85,2.86,3.77,3.98
21,ROE(%),8.79,12.85,9.87,2.5,7.25,5.87,8.33,7.12
22,ROA(%),4.97,7.22,6.07,1.52,4.35,3.12,4.49,4.57
23,부채비율,83.1,71.97,56.75,69.18,64.91,65.61,65.27,47.87
24,자본유보율,4818.54,5416.62,5923.63,5972.99,5691.15,,,
25,EPS(원),2082.0,3359.0,2824.0,743.0,1921.0,1608.0,2293.0,2164.0
26,PER(배),8.29,6.42,8.68,26.87,9.45,8.58,6.02,6.38
27,BPS(원),24634.0,27661.0,29589.0,29693.0,29291.0,27667.0,29589.0,33600.0
28,PBR(배),0.7,0.78,0.83,0.67,0.62,0.5,0.47,0.41
29,현금DPS(원),260.0,260.0,400.0,400.0,400.0,470.0,500.0,400.0
30,현금배당수익률,1.51,1.21,1.63,2.01,2.2,3.41,3.62,2.9
31,현금배당성향(%),12.49,7.74,14.17,53.87,21.65,29.23,21.81,18.49
32,발행주식수(보통주),33865090.0,33865090.0,33865090.0,33865090.0,48203277.0,,,
