,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,919587.0,936490.0,963761.0,968126.0,1057464.0,1024030.0,1104832.0,1140738.0
1,영업이익,63579.0,51935.0,45747.0,24222.0,36055.0,33157.0,47842.0,53533.0
2,영업이익(발표기준),63579.0,51935.0,45747.0,24222.0,36055.0,,,
3,세전계속사업이익,84594.0,73071.0,44386.0,25296.0,41638.0,36817.0,55536.0,62525.0
4,당기순이익,65092.0,57197.0,45464.0,16450.0,31856.0,27933.0,42157.0,46965.0
5,당기순이익(지배),64173.0,54064.0,40328.0,15081.0,29800.0,26098.0,39693.0,44263.0
6,당기순이익(비지배),919.0,3132.0,5136.0,1369.0,2056.0,,,
7,자산총계,1653679.0,1788359.0,1781995.0,1806558.0,1945122.0,1964547.0,2017764.0,2070150.0
8,부채총계,984865.0,1064914.0,1034421.0,1067597.0,1181465.0,1182865.0,1203536.0,1219918.0
9,자본총계,668814.0,723446.0,747574.0,738960.0,763658.0,781682.0,814228.0,850231.0
10,자본총계(지배),620240.0,671897.0,691035.0,679740.0,700658.0,717220.0,747563.0,781626.0
11,자본총계(비지배),48574.0,51549.0,56539.0,,,,,
12,자본금,14890.0,14890.0,14890.0,14890.0,14890.0,14890.0,14890.0,14890.0
13,영업활동현금흐름,12484.0,9970.0,39224.0,37643.0,4198.0,56510.0,72918.0,78894.0
14,투자활동현금흐름,-80603.0,-63118.0,-47444.0,-24151.0,-59292.0,-53868.0,-56432.0,-59574.0
15,재무활동현금흐름,72137.0,56914.0,21812.0,-8808.0,48749.0,-4534.0,-5403.0,-5821.0
16,CAPEX,81417.0,29712.0,30550.0,32265.0,35867.0,32615.0,34112.0,35997.0
17,FCF,-68933.0,-19742.0,8674.0,5378.0,-31669.0,8201.0,27074.0,31940.0
18,이자발생부채,649705.0,734621.0,720011.0,733054.0,821763.0,,,
19,영업이익률,6.91,5.55,4.75,2.5,3.41,3.24,4.33,4.69
20,순이익률,7.08,6.11,4.72,1.7,3.01,2.73,3.82,4.12
21,ROE(%),10.72,8.37,5.92,2.2,4.32,3.68,5.42,5.79
22,ROA(%),4.17,3.32,2.55,0.92,1.7,1.43,2.12,2.3
23,부채비율,147.26,147.2,138.37,144.47,154.71,151.32,147.81,143.48
24,자본유보율,4268.35,4604.72,4804.16,4747.59,4865.48,,,
25,EPS(원),22479.0,18938.0,14127.0,5352.0,10761.0,9424.0,14333.0,15983.0
26,PER(배),6.63,7.71,11.04,22.14,11.2,10.4,6.84,6.13
27,BPS(원),230859.0,250098.0,257222.0,256422.0,267549.0,275580.0,287238.0,300327.0
28,PBR(배),0.65,0.58,0.61,0.46,0.45,0.36,0.34,0.33
29,현금DPS(원),4000.0,4000.0,4000.0,4000.0,4000.0,3801.0,4087.0,4247.0
30,현금배당수익률,2.68,2.74,2.56,3.38,3.32,3.88,4.17,4.33
31,현금배당성향(%),16.82,19.97,26.77,70.7,35.35,31.12,22.0,20.5
32,발행주식수(보통주),220276479.0,220276479.0,220276479.0,213668187.0,213668187.0,,,
