,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,26870.0,29283.0,32094.0,32665.0,31868.0,30748.0,31933.0,32695.0
1,영업이익,1553.0,1570.0,1454.0,704.0,688.0,709.0,854.0,1003.0
2,영업이익(발표기준),1501.0,1570.0,1454.0,704.0,688.0,,,
3,세전계속사업이익,1162.0,1152.0,1066.0,-176.0,138.0,490.0,520.0,683.0
4,당기순이익,712.0,747.0,679.0,-531.0,116.0,345.0,391.0,510.0
5,당기순이익(지배),718.0,751.0,679.0,-531.0,116.0,345.0,391.0,510.0
6,당기순이익(비지배),-6.0,-4.0,,,,,,
7,자산총계,22518.0,22859.0,25824.0,25097.0,25656.0,25652.0,25856.0,26284.0
8,부채총계,13742.0,13485.0,15969.0,15930.0,16496.0,16161.0,16010.0,16005.0
9,자본총계,8776.0,9374.0,9856.0,9167.0,9160.0,9491.0,9847.0,10279.0
10,자본총계(지배),8745.0,9374.0,9856.0,9167.0,9142.0,9392.0,9726.0,10166.0
11,자본총계(비지배),31.0,,,,,,,
12,자본금,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
13,영업활동현금흐름,926.0,1522.0,274.0,1407.0,3448.0,2356.0,2148.0,2202.0
14,투자활동현금흐름,-2307.0,-891.0,-2531.0,-2330.0,-1957.0,-1476.0,-1645.0,-1612.0
15,재무활동현금흐름,1948.0,-1405.0,2519.0,1014.0,-1448.0,-412.0,-405.0,-362.0
16,CAPEX,2485.0,1906.0,2185.0,2555.0,1844.0,1481.0,1546.0,1527.0
17,FCF,-1559.0,-384.0,-1911.0,-1148.0,1604.0,1181.0,572.0,606.0
18,이자발생부채,9465.0,8347.0,10775.0,12029.0,11429.0,,,
19,영업이익률,5.78,5.36,4.53,2.15,2.16,2.31,2.67,3.07
20,순이익률,2.65,2.55,2.11,-1.63,0.36,1.12,1.22,1.56
21,ROE(%),8.44,8.29,7.06,-5.59,1.26,3.72,4.09,5.12
22,ROA(%),3.3,3.29,2.79,-2.09,0.46,1.35,1.52,1.96
23,부채비율,156.58,143.87,162.02,173.76,180.09,170.27,162.59,155.7
24,자본유보율,1689.53,1818.0,1932.69,1787.72,1800.1,,,
25,EPS(원),7178.0,7514.0,6786.0,-5313.0,1156.0,3450.0,3908.0,5096.0
26,PER(배),20.41,12.74,14.31,,47.3,19.77,17.45,13.38
27,BPS(원),87629.0,93927.0,98758.0,91861.0,91606.0,94106.0,97458.0,101866.0
28,PBR(배),1.67,1.02,0.98,0.62,0.6,0.72,0.7,0.67
29,현금DPS(원),1800.0,1800.0,1800.0,250.0,250.0,332.0,348.0,402.0
30,현금배당수익률,1.23,1.88,1.85,0.44,0.46,0.49,0.51,0.59
31,현금배당성향(%),25.1,23.98,26.55,-4.79,22.02,8.62,7.99,7.07
32,발행주식수(보통주),8967670.0,8967670.0,8967670.0,8967670.0,8967670.0,,,
