,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,5333.0,7570.0,8840.0,12597.0,13307.0,14597.0,16296.0,17782.0
1,영업이익,359.0,526.0,351.0,523.0,540.0,715.0,917.0,1066.0
2,영업이익(발표기준),359.0,526.0,351.0,523.0,540.0,,,
3,세전계속사업이익,295.0,465.0,253.0,362.0,359.0,560.0,754.0,906.0
4,당기순이익,189.0,314.0,155.0,211.0,183.0,326.0,502.0,600.0
5,당기순이익(지배),212.0,348.0,189.0,326.0,318.0,434.0,602.0,698.0
6,당기순이익(비지배),-24.0,-33.0,-33.0,-116.0,-135.0,,,
7,자산총계,4389.0,6659.0,9340.0,10615.0,12044.0,12702.0,13558.0,14385.0
8,부채총계,3424.0,4586.0,7056.0,8197.0,8879.0,9248.0,9685.0,10074.0
9,자본총계,965.0,2073.0,2284.0,2418.0,3165.0,3454.0,3873.0,4311.0
10,자본총계(지배),979.0,2109.0,2181.0,2654.0,3435.0,3740.0,4229.0,4778.0
11,자본총계(비지배),-13.0,-36.0,103.0,,,,,
12,자본금,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
13,영업활동현금흐름,-65.0,235.0,-66.0,-546.0,746.0,765.0,934.0,1020.0
14,투자활동현금흐름,-471.0,-975.0,-1727.0,-567.0,-959.0,-541.0,-539.0,-532.0
15,재무활동현금흐름,602.0,1249.0,1501.0,1075.0,629.0,32.0,-48.0,-94.0
16,CAPEX,435.0,896.0,812.0,490.0,1048.0,491.0,477.0,404.0
17,FCF,-500.0,-661.0,-878.0,-1036.0,-302.0,217.0,434.0,452.0
18,이자발생부채,2106.0,2497.0,4052.0,5164.0,5507.0,,,
19,영업이익률,6.74,6.95,3.98,4.15,4.06,4.9,5.63,6.0
20,순이익률,3.54,4.15,1.76,1.67,1.38,2.23,3.08,3.38
21,ROE(%),23.78,22.53,8.79,13.49,10.45,12.09,15.12,15.49
22,ROA(%),4.94,5.69,1.94,2.11,1.62,2.64,3.82,4.3
23,부채비율,354.76,221.21,308.96,338.93,280.56,267.77,250.09,233.7
24,자본유보율,2039.1,4162.14,4303.58,5247.6,6836.86,,,
25,EPS(원),2297.0,3752.0,1876.0,3246.0,3167.0,4317.0,5995.0,6942.0
26,PER(배),78.11,31.85,62.36,40.05,25.23,20.48,14.75,12.73
27,BPS(원),10585.0,20997.0,21712.0,26420.0,34190.0,37229.0,42097.0,47563.0
28,PBR(배),16.95,5.69,5.39,4.92,2.34,2.37,2.1,1.86
29,현금DPS(원),681.0,1000.0,300.0,600.0,900.0,950.0,1028.0,1125.0
30,현금배당수익률,0.38,0.84,0.26,0.46,1.13,1.07,1.16,1.27
31,현금배당성향(%),29.64,28.88,15.98,18.48,28.41,22.01,17.14,16.21
32,발행주식수(보통주),9248916.0,10049509.0,10049509.0,10049509.0,10049509.0,,,
