,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,9563.0,9598.0,11111.0,11809.0,11390.0,,,
1,영업이익,953.0,744.0,698.0,1113.0,1057.0,,,
2,영업이익(발표기준),953.0,744.0,698.0,1113.0,1057.0,,,
3,세전계속사업이익,1035.0,825.0,888.0,1273.0,1128.0,,,
4,당기순이익,786.0,628.0,667.0,966.0,784.0,,,
5,당기순이익(지배),788.0,628.0,666.0,966.0,784.0,,,
6,당기순이익(비지배),-2.0,0.0,1.0,0.0,1.0,,,
7,자산총계,10014.0,10865.0,11454.0,12679.0,15107.0,,,
8,부채총계,2333.0,2600.0,2552.0,2855.0,4560.0,,,
9,자본총계,7681.0,8265.0,8902.0,9824.0,10547.0,,,
10,자본총계(지배),7661.0,8261.0,8897.0,9820.0,10542.0,,,
11,자본총계(비지배),20.0,4.0,5.0,,,,,
12,자본금,70.0,70.0,70.0,70.0,70.0,,,
13,영업활동현금흐름,678.0,794.0,832.0,1416.0,546.0,,,
14,투자활동현금흐름,-140.0,-1691.0,-255.0,-1189.0,-776.0,,,
15,재무활동현금흐름,7.0,136.0,-247.0,182.0,-135.0,,,
16,CAPEX,521.0,712.0,468.0,366.0,250.0,,,
17,FCF,157.0,82.0,364.0,1050.0,296.0,,,
18,이자발생부채,1132.0,1370.0,1173.0,1369.0,3028.0,,,
19,영업이익률,9.97,7.75,6.29,9.42,9.28,,,
20,순이익률,8.22,6.54,6.0,8.18,6.88,,,
21,ROE(%),,7.89,7.76,10.32,7.7,,,
22,ROA(%),,6.01,5.97,8.0,5.64,,,
23,부채비율,30.38,31.45,28.67,29.06,43.23,,,
24,자본유보율,10973.22,11817.13,12737.16,14054.41,15105.26,,,
25,EPS(원),5628.0,4484.0,4754.0,6897.0,5597.0,,,
26,PER(배),7.26,8.34,7.52,5.21,6.66,,,
27,BPS(원),55743.0,60111.0,64736.0,71447.0,76699.0,,,
28,PBR(배),0.73,0.62,0.55,0.5,0.49,,,
29,현금DPS(원),350.0,350.0,400.0,500.0,500.0,,,
30,현금배당수익률,0.86,0.94,1.12,1.39,1.34,,,
31,현금배당성향(%),6.11,7.66,8.26,7.12,8.77,,,
32,발행주식수(보통주),14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,,,
