,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,153444.0,153484.0,158868.0,157466.0,168459.0,123744.0,,
1,영업이익,3310.0,5439.0,6308.0,5335.0,3953.0,4938.0,4820.0,5000.0
2,영업이익(발표기준),3310.0,5439.0,6308.0,5335.0,3953.0,,,
3,세전계속사업이익,2976.0,5266.0,6219.0,5111.0,3742.0,4427.0,4695.0,4815.0
4,당기순이익,2123.0,4099.0,4644.0,3735.0,2691.0,3275.0,3440.0,3530.0
5,당기순이익(지배),2123.0,4099.0,4644.0,3735.0,2691.0,2990.0,3440.0,3530.0
6,당기순이익(비지배),,,,,,,,
7,자산총계,327814.0,370574.0,404925.0,440922.0,463938.0,470618.0,475205.0,485360.0
8,부채총계,302787.0,342092.0,373888.0,399608.0,418834.0,424779.0,428205.0,435950.0
9,자본총계,25027.0,28482.0,31037.0,41314.0,45104.0,45843.0,46995.0,49415.0
10,자본총계(지배),25027.0,28482.0,31037.0,41314.0,45104.0,44535.0,46995.0,49415.0
11,자본총계(비지배),,,,,,,,
12,자본금,447.0,447.0,447.0,447.0,447.0,447.0,,
13,영업활동현금흐름,14978.0,21399.0,17334.0,18983.0,13636.0,,,
14,투자활동현금흐름,-17114.0,-24051.0,-23776.0,-21614.0,-13572.0,,,
15,재무활동현금흐름,3608.0,1494.0,3877.0,3757.0,492.0,,,
16,CAPEX,481.0,833.0,322.0,474.0,1006.0,,,
17,FCF,,,,,,,,
18,이자발생부채,5161.0,6040.0,11168.0,11171.0,11174.0,,,
19,영업이익률,2.16,3.54,3.97,3.39,2.35,3.99,,
20,순이익률,1.38,2.67,2.92,2.37,1.6,2.65,,
21,ROE(%),8.71,15.32,15.61,10.32,6.23,6.67,7.52,7.32
22,ROA(%),0.69,1.17,1.2,0.88,0.6,0.7,0.73,0.74
23,부채비율,1209.84,1201.1,1204.64,967.26,928.6,926.6,911.17,882.22
24,자본유보율,5582.76,6355.63,6927.36,9226.29,10074.28,,,
25,EPS(원),2375.0,4585.0,5195.0,4178.0,3011.0,3345.0,3848.0,3949.0
26,PER(배),15.18,6.87,9.05,9.83,8.95,7.25,6.3,6.14
27,BPS(원),31387.0,35720.0,38925.0,51813.0,56567.0,56013.0,59107.0,62151.0
28,PBR(배),1.15,0.88,1.21,0.79,0.48,0.43,0.41,0.39
29,현금DPS(원),750.0,1350.0,1500.0,1130.0,880.0,1024.0,1063.0,1211.0
30,현금배당수익률,2.08,4.29,3.19,2.75,3.27,4.22,4.38,4.99
31,현금배당성향(%),28.17,26.26,25.75,24.12,26.07,30.62,27.62,30.67
32,발행주식수(보통주),89400000.0,89400000.0,89400000.0,89400000.0,89400000.0,,,
