,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,21696.0,23115.0,23963.0,25635.0,24886.0,,,
1,영업이익,1067.0,1410.0,988.0,1385.0,794.0,,,
2,영업이익(발표기준),1067.0,1410.0,988.0,1385.0,794.0,,,
3,세전계속사업이익,1049.0,1027.0,894.0,1293.0,810.0,,,
4,당기순이익,780.0,651.0,672.0,1025.0,620.0,,,
5,당기순이익(지배),465.0,226.0,377.0,700.0,309.0,,,
6,당기순이익(비지배),315.0,425.0,295.0,325.0,312.0,,,
7,자산총계,30714.0,31694.0,32760.0,33138.0,35895.0,,,
8,부채총계,12751.0,13188.0,13362.0,13119.0,15600.0,,,
9,자본총계,17964.0,18506.0,19398.0,20019.0,20295.0,,,
10,자본총계(지배),13421.0,13526.0,13735.0,14116.0,14196.0,,,
11,자본총계(비지배),4543.0,4980.0,5565.0,,,,,
12,자본금,443.0,443.0,443.0,443.0,443.0,,,
13,영업활동현금흐름,899.0,2171.0,-219.0,875.0,2189.0,,,
14,투자활동현금흐름,-526.0,-680.0,-2422.0,-624.0,-3223.0,,,
15,재무활동현금흐름,-852.0,-624.0,1258.0,-202.0,1621.0,,,
16,CAPEX,960.0,1303.0,871.0,1583.0,1578.0,,,
17,FCF,-62.0,867.0,-1090.0,-708.0,612.0,,,
18,이자발생부채,8096.0,7833.0,8210.0,7786.0,10378.0,,,
19,영업이익률,4.92,6.1,4.12,5.4,3.19,,,
20,순이익률,3.6,2.82,2.8,4.0,2.49,,,
21,ROE(%),3.5,1.68,2.76,5.03,2.18,,,
22,ROA(%),2.66,2.09,2.08,3.11,1.8,,,
23,부채비율,70.98,71.26,68.88,65.53,76.87,,,
24,자본유보율,2868.04,2881.71,2928.91,3047.14,3077.36,,,
25,EPS(원),5242.0,2550.0,4248.0,7890.0,3481.0,,,
26,PER(배),30.33,46.87,28.72,9.95,19.25,,,
27,BPS(원),173590.0,174957.0,177535.0,182460.0,183426.0,,,
28,PBR(배),0.92,0.68,0.69,0.43,0.37,,,
29,현금DPS(원),1500.0,2000.0,2000.0,2000.0,2000.0,,,
30,현금배당수익률,0.94,1.67,1.64,2.55,2.99,,,
31,현금배당성향(%),24.98,68.45,41.08,22.13,50.19,,,
32,발행주식수(보통주),8564271.0,8564271.0,8564271.0,8564271.0,8564271.0,,,
