,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,28067.0,32326.0,33750.0,34779.0,34217.0,33934.0,36205.0,38121.0
1,영업이익,1272.0,1495.0,1565.0,1811.0,2058.0,2133.0,2382.0,2590.0
2,영업이익(발표기준),1272.0,1495.0,1565.0,1811.0,2058.0,,,
3,세전계속사업이익,1495.0,1278.0,1653.0,1905.0,2098.0,2214.0,2437.0,2666.0
4,당기순이익,817.0,906.0,1284.0,1319.0,1395.0,1517.0,1680.0,1853.0
5,당기순이익(지배),795.0,883.0,1272.0,1297.0,1381.0,1485.0,1647.0,1813.0
6,당기순이익(비지배),22.0,24.0,12.0,22.0,14.0,,,
7,자산총계,18669.0,21514.0,22383.0,21721.0,22528.0,23324.0,24317.0,25492.0
8,부채총계,10665.0,13751.0,13823.0,12793.0,12960.0,13078.0,13335.0,13722.0
9,자본총계,8003.0,7763.0,8560.0,8928.0,9568.0,10246.0,10982.0,11770.0
10,자본총계(지배),7859.0,7630.0,8461.0,8826.0,9466.0,10063.0,10720.0,11614.0
11,자본총계(비지배),144.0,133.0,99.0,,,,,
12,자본금,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
13,영업활동현금흐름,1024.0,998.0,391.0,2240.0,2000.0,1710.0,1851.0,1852.0
14,투자활동현금흐름,988.0,-330.0,-146.0,-875.0,-241.0,-373.0,-342.0,-258.0
15,재무활동현금흐름,-1628.0,-461.0,-527.0,-964.0,-1357.0,-942.0,-941.0,-1085.0
16,CAPEX,177.0,238.0,207.0,203.0,234.0,228.0,229.0,173.0
17,FCF,847.0,760.0,183.0,2037.0,1766.0,1409.0,1488.0,1465.0
18,이자발생부채,270.0,195.0,133.0,176.0,1692.0,,,
19,영업이익률,4.53,4.63,4.64,5.21,6.02,6.28,6.58,6.79
20,순이익률,2.91,2.8,3.8,3.79,4.08,4.47,4.64,4.86
21,ROE(%),9.55,11.4,15.8,15.01,15.09,15.21,15.85,16.24
22,ROA(%),4.41,4.51,5.85,5.98,6.3,6.62,7.05,7.44
23,부채비율,133.26,177.15,161.49,143.29,135.44,127.65,121.42,116.58
24,자본유보율,4585.46,4868.37,5290.76,5505.72,5735.51,,,
25,EPS(원),691.0,767.0,1105.0,1128.0,1200.0,1291.0,1432.0,1576.0
26,PER(배),29.95,20.53,19.18,19.96,20.04,12.86,11.59,10.53
27,BPS(원),7760.0,7534.0,8354.0,8715.0,9347.0,9936.0,10584.0,11467.0
28,PBR(배),2.67,2.09,2.54,2.58,2.57,1.67,1.57,1.45
29,현금DPS(원),300.0,300.0,760.0,770.0,820.0,849.0,914.0,947.0
30,현금배당수익률,1.45,1.9,3.58,3.42,3.41,5.11,5.5,5.71
31,현금배당성향(%),38.21,34.42,60.53,60.12,60.16,65.74,63.79,60.1
32,발행주식수(보통주),115041225.0,115041225.0,115041225.0,115041225.0,115041225.0,,,
