,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,23824.0,1280.0,1127.0,19977.0,21036.0,,,
1,영업이익,2993.0,-18.0,49.0,2305.0,2667.0,,,
2,영업이익(발표기준),2993.0,3262.0,49.0,2305.0,2667.0,,,
3,세전계속사업이익,2518.0,-15.0,-400.0,2409.0,2441.0,,,
4,당기순이익,1771.0,2490.0,14864.0,1183.0,1564.0,,,
5,당기순이익(지배),1623.0,2367.0,14803.0,563.0,484.0,,,
6,당기순이익(비지배),148.0,124.0,61.0,620.0,1080.0,,,
7,자산총계,29988.0,29089.0,43028.0,43421.0,43663.0,,,
8,부채총계,14727.0,12040.0,11849.0,11655.0,10287.0,,,
9,자본총계,15262.0,17049.0,31179.0,31766.0,33376.0,,,
10,자본총계(지배),13787.0,15995.0,18479.0,18761.0,19261.0,,,
11,자본총계(비지배),1475.0,1054.0,12700.0,,,,,
12,자본금,299.0,300.0,313.0,313.0,313.0,,,
13,영업활동현금흐름,4821.0,3406.0,-88.0,3505.0,3426.0,,,
14,투자활동현금흐름,-3022.0,-430.0,591.0,-1224.0,-2430.0,,,
15,재무활동현금흐름,-1439.0,-3089.0,144.0,-1822.0,-1724.0,,,
16,CAPEX,1350.0,2371.0,581.0,1671.0,2019.0,,,
17,FCF,3471.0,1035.0,-669.0,1834.0,1407.0,,,
18,이자발생부채,10070.0,7469.0,5997.0,4650.0,3589.0,,,
19,영업이익률,12.56,-1.4,4.35,11.54,12.68,,,
20,순이익률,7.43,194.62,1318.34,5.92,7.43,,,
21,ROE(%),12.36,15.89,85.88,3.02,2.54,,,
22,ROA(%),5.97,8.43,41.22,2.74,3.59,,,
23,부채비율,96.49,70.62,38.01,36.69,30.82,,,
24,자본유보율,4674.35,5339.82,14492.55,5815.83,5921.75,,,
25,EPS(원),2716.0,3952.0,34974.0,899.0,772.0,,,
26,PER(배),27.38,10.57,0.76,19.02,23.05,,,
27,BPS(원),26255.0,30274.0,30718.0,31187.0,32019.0,,,
28,PBR(배),2.83,1.38,0.87,0.55,0.56,,,
29,현금DPS(원),600.0,600.0,600.0,650.0,650.0,,,
30,현금배당수익률,0.81,1.44,2.25,3.8,3.65,,,
31,현금배당성향(%),19.41,13.39,1.39,38.2,47.78,,,
32,발행주식수(보통주),59760910.0,60084350.0,62644053.0,62644293.0,62645422.0,,,
