,주요재무정보,연간,연간,연간,연간,연간,연간,연간,연간
,주요재무정보,2015/12  (IFRS연결),2016/12  (IFRS연결),2017/12  (IFRS연결),2018/12  (IFRS연결),2019/12  (IFRS연결),2020/12(E)  (IFRS연결),2021/12(E)  (IFRS연결),2022/12(E)  (IFRS연결)
0,매출액,25640.0,29475.0,38714.0,51857.0,63942.0,58802.0,69310.0,76013.0
1,영업이익,2621.0,2514.0,3457.0,3974.0,4678.0,2846.0,5241.0,6004.0
2,영업이익(발표기준),2621.0,2514.0,3457.0,3974.0,4678.0,,,
3,세전계속사업이익,5834.0,4154.0,2914.0,3548.0,7982.0,2332.0,4710.0,5444.0
4,당기순이익,4332.0,3234.0,2136.0,2849.0,5931.0,1818.0,3541.0,4101.0
5,당기순이익(지배),4021.0,2271.0,1823.0,2390.0,5264.0,1528.0,3109.0,3697.0
6,당기순이익(비지배),311.0,962.0,313.0,459.0,667.0,,,
7,자산총계,79182.0,99545.0,101517.0,111013.0,130185.0,131835.0,135333.0,138873.0
8,부채총계,38573.0,52616.0,52322.0,60991.0,75034.0,74901.0,75193.0,75144.0
9,자본총계,40609.0,46929.0,49195.0,50022.0,55151.0,56934.0,60139.0,63729.0
10,자본총계(지배),30233.0,32341.0,34218.0,34691.0,39265.0,40820.0,43605.0,46791.0
11,자본총계(비지배),10376.0,14588.0,14978.0,,,,,
12,자본금,492.0,492.0,492.0,492.0,492.0,490.0,490.0,490.0
13,영업활동현금흐름,2786.0,3594.0,3899.0,3313.0,7899.0,7336.0,8218.0,8657.0
14,투자활동현금흐름,-1508.0,-8956.0,-3048.0,-5926.0,-715.0,-1948.0,-2996.0,-4040.0
15,재무활동현금흐름,-1520.0,5703.0,120.0,4383.0,-8935.0,-1521.0,-2006.0,-2469.0
16,CAPEX,6199.0,7926.0,3956.0,3887.0,3212.0,3384.0,3209.0,3374.0
17,FCF,-3413.0,-4332.0,-57.0,-574.0,4688.0,1734.0,3124.0,3740.0
18,이자발생부채,19184.0,26529.0,26616.0,32803.0,45417.0,,,
19,영업이익률,10.22,8.53,8.93,7.66,7.32,4.84,7.56,7.9
20,순이익률,16.89,10.97,5.52,5.49,9.28,3.09,5.11,5.39
21,ROE(%),14.26,7.26,5.48,6.94,14.24,3.82,7.36,8.18
22,ROA(%),5.47,3.62,2.13,2.68,4.92,1.39,2.65,2.99
23,부채비율,94.99,112.12,106.36,121.93,136.05,131.56,125.03,117.91
24,자본유보율,4670.01,5078.38,5374.13,5762.54,6741.18,,,
25,EPS(원),40843.0,23071.0,18513.0,24274.0,53472.0,15524.0,31574.0,37553.0
26,PER(배),5.63,7.63,16.2,10.55,5.4,15.78,7.76,6.52
27,BPS(원),307358.0,328792.0,347867.0,352681.0,399182.0,414994.0,443300.0,475693.0
28,PBR(배),0.75,0.54,0.86,0.73,0.72,0.59,0.55,0.52
29,현금DPS(원),1250.0,1250.0,1250.0,2000.0,2000.0,1994.0,2125.0,2188.0
30,현금배당수익률,0.54,0.71,0.42,0.78,0.69,0.81,0.87,0.89
31,현금배당성향(%),3.06,5.41,6.75,8.23,3.74,12.84,6.73,5.83
32,발행주식수(보통주),9845181.0,9845181.0,9845181.0,9845181.0,9845181.0,,,
